,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_018658.1_1426234_1427812_pos,NC_018658.1,O3K_RS06890,WP_000138282.1,guaA,1426234,1427812,pos,,glutamine-hydrolyzing GMP synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_005130181.1,6.3.5.2,O3K_06880
CDS_NC_018658.1_1427904_1428444_neg,NC_018658.1,O3K_RS06895,WP_000755173.1,,1427904,1428444,neg,,DUF5384 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417001.1,,O3K_06885
CDS_NC_018658.1_1428459_1428978_neg,NC_018658.1,O3K_RS06900,WP_001295476.1,,1428459,1428978,neg,,glycine zipper 2TM domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417000.1,,O3K_06890
CDS_NC_018658.1_1429288_1429480_neg,NC_018658.1,O3K_RS06905,WP_000076001.1,,1429288,1429480,neg,,DUF2633 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416999.1,,O3K_06895
CDS_NC_018658.1_1429497_1429650_pos,NC_018658.1,O3K_RS06910,WP_000017552.1,,1429497,1429650,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_008439271.1,,O3K_06900
CDS_NC_018658.1_1429831_1432075_pos,NC_018658.1,O3K_RS06915,WP_000772777.1,pdeF,1429831,1432075,pos,,cyclic-guanylate-specific phosphodiesterase PdeF,,COORDINATES: similar to AA sequence:RefSeq:NP_416998.1,3.1.4.52,O3K_06905
CDS_NC_018658.1_1432113_1433655_neg,NC_018658.1,O3K_RS06920,WP_001121363.1,ppx,1432113,1433655,neg,,exopolyphosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_311391.1,3.6.1.11,O3K_06910
CDS_NC_018658.1_1433659_1435726_neg,NC_018658.1,O3K_RS06925,WP_000529576.1,ppk1,1433659,1435726,neg,,polyphosphate kinase 1,,COORDINATES: similar to AA sequence:RefSeq:NP_311390.1,2.7.4.1,O3K_06915
CDS_NC_018658.1_1435896_1436535_neg,NC_018658.1,O3K_RS06930,WP_001028614.1,purN,1435896,1436535,neg,,phosphoribosylglycinamide formyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_708338.1,2.1.2.2,O3K_06920
CDS_NC_018658.1_1436534_1437572_neg,NC_018658.1,O3K_RS06935,WP_001295474.1,purM,1436534,1437572,neg,,phosphoribosylformylglycinamidine cyclo-ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_311388.1,6.3.3.1,O3K_06925
CDS_NC_018658.1_1437896_1438523_pos,NC_018658.1,O3K_RS06940,WP_001386982.1,upp,1437896,1438523,pos,,uracil phosphoribosyltransferase,,COORDINATES: similar to AA sequence:RefSeq:WP_001295473.1,2.4.2.9,O3K_06930
CDS_NC_018658.1_1438608_1439898_pos,NC_018658.1,O3K_RS06945,WP_000198328.1,uraA,1438608,1439898,pos,,uracil permease,,COORDINATES: similar to AA sequence:RefSeq:NP_311386.1,,O3K_06935
CDS_NC_018658.1_1439947_1440694_pos,NC_018658.1,O3K_RS06950,WP_000247065.1,hda,1439947,1440694,pos,,DnaA inactivator Hda,,COORDINATES: similar to AA sequence:RefSeq:NP_311385.1,,O3K_06940
CDS_NC_018658.1_1440831_1441191_neg,NC_018658.1,O3K_RS06955,WP_000166449.1,arsC,1440831,1441191,neg,,arsenate reductase (glutaredoxin),,COORDINATES: similar to AA sequence:RefSeq:NP_311384.1,1.20.4.1,O3K_06945
CDS_NC_018658.1_1441211_1442675_neg,NC_018658.1,O3K_RS06960,WP_000489667.1,bepA,1441211,1442675,neg,,beta-barrel assembly-enhancing protease,,COORDINATES: similar to AA sequence:RefSeq:NP_416989.1,,O3K_06950
CDS_NC_018658.1_1442887_1443949_pos,NC_018658.1,O3K_RS06965,WP_000892044.1,,1442887,1443949,pos,,AI-2E family transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_311382.1,,O3K_06955
CDS_NC_018658.1_1443986_1444211_neg,NC_018658.1,O3K_RS06970,WP_001330935.1,,1443986,1444211,neg,,formate/nitrite transporter family protein,,COORDINATES: protein motif:HMM:NF013397.1,,
CDS_NC_018658.1_1444102_1444834_neg,NC_018658.1,O3K_RS06975,WP_001244769.1,,1444102,1444834,neg,,formate transporter,,COORDINATES: similar to AA sequence:RefSeq:WP_001698835.1,,O3K_06960
CDS_NC_018658.1_1444855_1446868_neg,NC_018658.1,O3K_RS06980,WP_001251558.1,hyfR,1444855,1446868,neg,,DNA-binding transcriptional regulator HyfR,,COORDINATES: similar to AA sequence:RefSeq:NP_311380.2,,O3K_06965
CDS_NC_018658.1_1446897_1447311_neg,NC_018658.1,O3K_RS06985,WP_000796789.1,hyfJ,1446897,1447311,neg,,hydrogenase 4 assembly chaperone HyfJ,,COORDINATES: similar to AA sequence:RefSeq:NP_416985.4,,O3K_06970
CDS_NC_018658.1_1447303_1448062_neg,NC_018658.1,O3K_RS06990,WP_000075570.1,hyfI,1447303,1448062,neg,,hydrogenase 4 catalytic subunit HyfI,,COORDINATES: similar to AA sequence:RefSeq:WP_000075566.1,,O3K_06975
CDS_NC_018658.1_1448058_1448598_neg,NC_018658.1,O3K_RS06995,WP_000916082.1,hyfH,1448058,1448598,neg,,hydrogenase 4 subunit H,,COORDINATES: similar to AA sequence:RefSeq:NP_311377.1,,O3K_06980
CDS_NC_018658.1_1448607_1450323_neg,NC_018658.1,O3K_RS07000,WP_001102301.1,hyfG,1448607,1450323,neg,,hydrogenase 4 catalytic subunit HyfG,,COORDINATES: similar to AA sequence:RefSeq:NP_416982.1,,O3K_06985
CDS_NC_018658.1_1450312_1451893_neg,NC_018658.1,O3K_RS07005,WP_000122538.1,hyfF,1450312,1451893,neg,,hydrogenase 4 subunit F,,COORDINATES: similar to AA sequence:RefSeq:NP_708324.1,,O3K_06990
CDS_NC_018658.1_1451897_1452548_neg,NC_018658.1,O3K_RS07010,WP_000147987.1,hyfE,1451897,1452548,neg,,hydrogenase 4 membrane subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_311374.1,,O3K_06995
CDS_NC_018658.1_1452559_1453998_neg,NC_018658.1,O3K_RS07015,,hyfD,1452559,1453998,neg,True,hydrogenase 4 subunit HyfD,,COORDINATES: similar to AA sequence:RefSeq:NP_416979.1,,O3K_07000
CDS_NC_018658.1_1454014_1454962_neg,NC_018658.1,O3K_RS07020,,hyfC,1454014,1454962,neg,True,hydrogenase 4 subunit HyfC,,COORDINATES: similar to AA sequence:RefSeq:NP_416978.4,,O3K_07015
CDS_NC_018658.1_1454972_1456991_neg,NC_018658.1,O3K_RS07025,WP_000339449.1,hyfB,1454972,1456991,neg,,hydrogenase 4 subunit B,,COORDINATES: similar to AA sequence:RefSeq:NP_311371.1,,O3K_07020
CDS_NC_018658.1_1456990_1457608_neg,NC_018658.1,O3K_RS07030,WP_001295470.1,hyfA,1456990,1457608,neg,,hydrogenase 4 subunit HyfA,,COORDINATES: similar to AA sequence:RefSeq:NP_708320.1,,O3K_07025
CDS_NC_018658.1_1457860_1458331_neg,NC_018658.1,O3K_RS07035,WP_001068682.1,bcp,1457860,1458331,neg,,thioredoxin-dependent thiol peroxidase,,COORDINATES: similar to AA sequence:RefSeq:NP_311369.1,1.11.1.24,O3K_07030
CDS_NC_018658.1_1458330_1458903_neg,NC_018658.1,O3K_RS07040,WP_000176187.1,,1458330,1458903,neg,,glycine cleavage system transcriptional repressor,,COORDINATES: similar to AA sequence:RefSeq:NP_708318.1,,O3K_07035
CDS_NC_018658.1_1459048_1459927_pos,NC_018658.1,O3K_RS07045,WP_001295469.1,dapA,1459048,1459927,pos,,4-hydroxy-tetrahydrodipicolinate synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_001311023.1,4.3.3.7,O3K_07040
CDS_NC_018658.1_1459943_1460978_pos,NC_018658.1,O3K_RS07050,WP_001297320.1,bamC,1459943,1460978,pos,,outer membrane protein assembly factor BamC,,COORDINATES: similar to AA sequence:RefSeq:NP_708316.2,,O3K_07045
CDS_NC_018658.1_1461190_1461904_pos,NC_018658.1,O3K_RS07055,WP_001295467.1,purC,1461190,1461904,pos,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,,COORDINATES: similar to AA sequence:RefSeq:WP_017458944.1,6.3.2.6,O3K_07055
CDS_NC_018658.1_1462058_1462286_pos,NC_018658.1,O3K_RS07060,WP_000450524.1,vapB,1462058,1462286,pos,,toxin-antitoxin system antitoxin VapB,,COORDINATES: similar to AA sequence:RefSeq:NP_858379.1,,O3K_07060
CDS_NC_018658.1_1462285_1462684_pos,NC_018658.1,O3K_RS07065,WP_000911329.1,vapC,1462285,1462684,pos,,tRNA(fMet)-specific endonuclease VapC,,COORDINATES: similar to AA sequence:RefSeq:NP_490590.1,,O3K_07065
CDS_NC_018658.1_1462830_1463694_pos,NC_018658.1,O3K_RS07070,WP_001267498.1,,1462830,1463694,pos,,neutral zinc metallopeptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_311364.1,,O3K_07070
CDS_NC_018658.1_1463708_1465724_pos,NC_018658.1,O3K_RS07075,WP_000829294.1,tmcA,1463708,1465724,pos,,tRNA cytosine(34) acetyltransferase TmcA,,COORDINATES: similar to AA sequence:RefSeq:NP_311363.1,2.3.1.193,O3K_07075
CDS_NC_018658.1_1465797_1466496_pos,NC_018658.1,O3K_RS07080,WP_000679823.1,ypfH,1465797,1466496,pos,,esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_416968.2,,O3K_07080
CDS_NC_018658.1_1466605_1466806_neg,NC_018658.1,O3K_RS07085,WP_000383836.1,,1466605,1466806,neg,,YpfN family protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588465.1,,O3K_07085
CDS_NC_018658.1_1466833_1467961_neg,NC_018658.1,O3K_RS07090,WP_001277801.1,dapE,1466833,1467961,neg,,succinyl-diaminopimelate desuccinylase,,COORDINATES: similar to AA sequence:RefSeq:WP_020078199.1,3.5.1.18,O3K_07090
CDS_NC_018658.1_1467964_1468321_neg,NC_018658.1,O3K_RS07095,WP_000258247.1,,1467964,1468321,neg,,ArsC family reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_708309.1,,O3K_07095
CDS_NC_018658.1_1468701_1468761_pos,NC_018658.1,O3K_RS07100,WP_001386977.1,ypfM,1468701,1468761,pos,,protein YpfM,,COORDINATES: similar to AA sequence:RefSeq:YP_001165325.1,,
CDS_NC_018658.1_1468859_1471973_neg,NC_018658.1,O3K_RS07105,WP_001273136.1,acrD,1468859,1471973,neg,,multidrug efflux RND transporter permease AcrD,,COORDINATES: similar to AA sequence:RefSeq:NP_416965.1,,O3K_07100
CDS_NC_018658.1_1472136_1473837_neg,NC_018658.1,O3K_RS07110,WP_001386974.1,narQ,1472136,1473837,neg,,nitrate/nitrite two-component system sensor histidine kinase NarQ,,COORDINATES: similar to AA sequence:RefSeq:NP_416964.1,2.7.13.3,O3K_07105
CDS_NC_018658.1_1474042_1476022_pos,NC_018658.1,O3K_RS07115,WP_001078881.1,aegA,1474042,1476022,pos,,formate-dependent uric acid utilization protein AegA,,COORDINATES: similar to AA sequence:RefSeq:NP_416963.1,,O3K_07110
CDS_NC_018658.1_1476089_1476665_pos,NC_018658.1,O3K_RS07120,WP_000193711.1,nudK,1476089,1476665,pos,,GDP-mannose pyrophosphatase NudK,,COORDINATES: similar to AA sequence:RefSeq:NP_311356.1,3.6.1.-,O3K_07115
CDS_NC_018658.1_1476790_1477834_pos,NC_018658.1,O3K_RS07125,WP_001270524.1,,1476790,1477834,pos,,DUF1176 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311355.1,,O3K_07120
CDS_NC_018658.1_1477929_1479933_neg,NC_018658.1,O3K_RS07130,WP_000087298.1,tkt,1477929,1479933,neg,,transketolase,,COORDINATES: similar to AA sequence:RefSeq:NP_311354.1,2.2.1.1,O3K_07125
CDS_NC_018658.1_1479952_1480903_neg,NC_018658.1,O3K_RS07135,WP_001003709.1,tal,1479952,1480903,neg,,transaldolase,,COORDINATES: similar to AA sequence:RefSeq:NP_311353.1,2.2.1.2,O3K_07130
CDS_NC_018658.1_1481191_1483471_pos,NC_018658.1,O3K_RS07140,WP_000342642.1,maeB,1481191,1483471,pos,,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_708302.1,,O3K_07135
CDS_NC_018658.1_1483763_1484099_pos,NC_018658.1,O3K_RS07145,WP_000356956.1,eutS,1483763,1484099,pos,,ethanolamine utilization microcompartment protein EutS,,COORDINATES: similar to AA sequence:RefSeq:NP_311351.2,,O3K_07140
CDS_NC_018658.1_1484111_1484591_pos,NC_018658.1,O3K_RS07150,WP_000820764.1,eutP,1484111,1484591,pos,,ethanolamine utilization acetate kinase EutP,,COORDINATES: similar to AA sequence:RefSeq:NP_311350.1,,O3K_07145
CDS_NC_018658.1_1484565_1485267_pos,NC_018658.1,O3K_RS07155,WP_000733903.1,eutQ,1484565,1485267,pos,,ethanolamine utilization acetate kinase EutQ,,COORDINATES: similar to AA sequence:RefSeq:NP_416955.1,,O3K_07150
CDS_NC_018658.1_1485263_1486067_pos,NC_018658.1,O3K_RS07160,WP_000651298.1,eutT,1485263,1486067,pos,,"ethanolamine utilization cob(I)yrinic acid a,c-diamide adenosyltransferase EutT",,COORDINATES: similar to AA sequence:RefSeq:NP_416954.1,2.5.1.17,O3K_07155
CDS_NC_018658.1_1486063_1487080_pos,NC_018658.1,O3K_RS07165,WP_000582977.1,pta,1486063,1487080,pos,,phosphate acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_416953.1,2.3.1.8,O3K_07160
CDS_NC_018658.1_1487118_1487412_pos,NC_018658.1,O3K_RS07170,WP_000387713.1,eutM,1487118,1487412,pos,,ethanolamine utilization microcompartment protein EutM,,COORDINATES: similar to AA sequence:RefSeq:NP_416952.2,,O3K_07165
CDS_NC_018658.1_1487518_1487806_pos,NC_018658.1,O3K_RS07175,WP_000762196.1,eutN,1487518,1487806,pos,,ethanolamine utilization microcompartment protein EutN,,COORDINATES: similar to AA sequence:RefSeq:NP_416951.1,,O3K_07170
CDS_NC_018658.1_1487817_1489221_pos,NC_018658.1,O3K_RS07180,WP_001075711.1,,1487817,1489221,pos,,aldehyde dehydrogenase EutE,,COORDINATES: similar to AA sequence:RefSeq:NP_416950.1,,O3K_07175
CDS_NC_018658.1_1489231_1490068_pos,NC_018658.1,O3K_RS07185,WP_000929726.1,eutJ,1489231,1490068,pos,,ethanolamine utilization protein EutJ,,COORDINATES: similar to AA sequence:RefSeq:NP_416949.1,,O3K_07180
CDS_NC_018658.1_1490057_1491245_pos,NC_018658.1,O3K_RS07190,WP_001330930.1,eutG,1490057,1491245,pos,,ethanolamine utilization ethanol dehydrogenase EutG,,COORDINATES: similar to AA sequence:RefSeq:NP_311342.2,,O3K_07185
CDS_NC_018658.1_1491561_1492788_pos,NC_018658.1,O3K_RS07195,WP_000512372.1,eutH,1491561,1492788,pos,,ethanolamine utilization protein EutH,,COORDINATES: similar to AA sequence:RefSeq:NP_416947.1,,O3K_07190
CDS_NC_018658.1_1492784_1494188_pos,NC_018658.1,O3K_RS07200,WP_001097478.1,eutA,1492784,1494188,pos,,ethanolamine ammonia-lyase reactivating factor EutA,,COORDINATES: similar to AA sequence:RefSeq:NP_311340.1,,O3K_07195
CDS_NC_018658.1_1494199_1495561_pos,NC_018658.1,O3K_RS07205,WP_000769936.1,eutB,1494199,1495561,pos,,ethanolamine ammonia-lyase subunit alpha,,COORDINATES: similar to AA sequence:RefSeq:NP_311339.1,4.3.1.7,O3K_07200
CDS_NC_018658.1_1495581_1496469_pos,NC_018658.1,O3K_RS07210,WP_000372364.1,eutC,1495581,1496469,pos,,ethanolamine ammonia-lyase subunit beta,,COORDINATES: similar to AA sequence:RefSeq:NP_416935.1,4.3.1.7,O3K_07205
CDS_NC_018658.1_1496478_1497138_pos,NC_018658.1,O3K_RS07215,WP_001111038.1,eutL,1496478,1497138,pos,,ethanolamine utilization microcompartment protein EutL,,COORDINATES: similar to AA sequence:RefSeq:NP_708289.1,,O3K_07210
CDS_NC_018658.1_1497150_1497651_pos,NC_018658.1,O3K_RS07220,WP_000606257.1,eutK,1497150,1497651,pos,,ethanolamine utilization microcompartment protein EutK,,COORDINATES: similar to AA sequence:RefSeq:NP_416933.4,,O3K_07215
CDS_NC_018658.1_1497696_1498749_pos,NC_018658.1,O3K_RS07225,WP_000753724.1,eutR,1497696,1498749,pos,,HTH-type transcriptional regulator EutR,,COORDINATES: similar to AA sequence:RefSeq:NP_311335.1,,O3K_07220
CDS_NC_018658.1_1498754_1499654_neg,NC_018658.1,O3K_RS07230,WP_000801367.1,hemF,1498754,1499654,neg,,oxygen-dependent coproporphyrinogen oxidase,,COORDINATES: similar to AA sequence:RefSeq:NP_311334.1,1.3.3.3,O3K_07225
CDS_NC_018658.1_1499657_1500527_neg,NC_018658.1,O3K_RS07235,WP_000102891.1,amiA,1499657,1500527,neg,,N-acetylmuramoyl-L-alanine amidase AmiA,,COORDINATES: similar to AA sequence:RefSeq:NP_311333.1,3.5.1.28,O3K_07230
CDS_NC_018658.1_1500740_1501166_pos,NC_018658.1,O3K_RS07240,WP_000406000.1,,1500740,1501166,pos,,GNAT family acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_311332.2,2.3.1.-,O3K_07235
CDS_NC_018658.1_1501152_1501602_pos,NC_018658.1,O3K_RS07245,WP_001300381.1,,1501152,1501602,pos,,DUF2919 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311331.2,,O3K_07240
CDS_NC_018658.1_1501662_1502238_pos,NC_018658.1,O3K_RS07250,WP_000838945.1,,1501662,1502238,pos,,RpoE-regulated lipoprotein,,COORDINATES: similar to AA sequence:RefSeq:NP_311330.1,,O3K_07245
CDS_NC_018658.1_1502333_1503233_pos,NC_018658.1,O3K_RS07255,WP_000084590.1,yfeX,1502333,1503233,pos,,porphyrinogen peroxidase,,COORDINATES: similar to AA sequence:RefSeq:NP_311329.2,,O3K_07250
CDS_NC_018658.1_1503288_1504593_neg,NC_018658.1,O3K_RS07260,WP_001390282.1,pbp4b,1503288,1504593,neg,,penicillin binding protein PBP4B,,COORDINATES: similar to AA sequence:RefSeq:NP_311328.1,,O3K_07255
CDS_NC_018658.1_1504597_1506022_neg,NC_018658.1,O3K_RS07265,WP_001040495.1,murP,1504597,1506022,neg,,PTS N-acetylmuramic acid transporter subunit IIBC,,COORDINATES: similar to AA sequence:RefSeq:NP_416924.1,,O3K_07260
CDS_NC_018658.1_1506025_1506922_neg,NC_018658.1,O3K_RS07270,WP_001175648.1,murQ,1506025,1506922,neg,,N-acetylmuramic acid 6-phosphate etherase,,COORDINATES: similar to AA sequence:RefSeq:NP_416923.1,4.2.1.126,O3K_07265
CDS_NC_018658.1_1507085_1507943_pos,NC_018658.1,O3K_RS07275,WP_000966471.1,murR,1507085,1507943,pos,,HTH-type transcriptional regulator MurR,,COORDINATES: similar to AA sequence:RefSeq:NP_416922.1,,O3K_07270
CDS_NC_018658.1_1508071_1508863_pos,NC_018658.1,O3K_RS07280,WP_000517431.1,ucpA,1508071,1508863,pos,,SDR family oxidoreductase UcpA,,COORDINATES: similar to AA sequence:RefSeq:NP_416921.4,1.-.-.-,O3K_07275
CDS_NC_018658.1_1509033_1510050_pos,NC_018658.1,O3K_RS07285,WP_000290223.1,cysP,1509033,1510050,pos,,thiosulfate/sulfate ABC transporter substrate-binding protein CysP,,COORDINATES: similar to AA sequence:RefSeq:NP_311323.1,,O3K_07280
CDS_NC_018658.1_1510049_1510883_pos,NC_018658.1,O3K_RS07290,WP_000458406.1,cysT,1510049,1510883,pos,,sulfate/thiosulfate ABC transporter permease CysT,,COORDINATES: similar to AA sequence:RefSeq:WP_000458418.1,,O3K_07285
CDS_NC_018658.1_1510882_1511758_pos,NC_018658.1,O3K_RS07295,WP_000852685.1,cysW,1510882,1511758,pos,,sulfate/thiosulfate ABC transporter permease CysW,,COORDINATES: similar to AA sequence:RefSeq:YP_026168.2,,O3K_07290
CDS_NC_018658.1_1511747_1512845_pos,NC_018658.1,O3K_RS07300,WP_000021040.1,cysA,1511747,1512845,pos,,sulfate/thiosulfate ABC transporter ATP-binding protein CysA,,COORDINATES: similar to AA sequence:RefSeq:NP_416917.1,,O3K_07295
CDS_NC_018658.1_1512978_1513890_pos,NC_018658.1,O3K_RS07305,WP_001297645.1,cysM,1512978,1513890,pos,,cysteine synthase B,,COORDINATES: similar to AA sequence:RefSeq:NP_416916.1,2.5.1.47,O3K_07300
CDS_NC_018658.1_1513892_1514261_neg,NC_018658.1,O3K_RS07310,WP_000719943.1,,1513892,1514261,neg,,YfeK family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416914.1,,O3K_07305
CDS_NC_018658.1_1514365_1515217_pos,NC_018658.1,O3K_RS07315,WP_000096625.1,pdxK,1514365,1515217,pos,,pyridoxine/pyridoxal/pyridoxamine kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_708273.1,2.7.1.35,O3K_07310
CDS_NC_018658.1_1515258_1515768_neg,NC_018658.1,O3K_RS07320,WP_000522247.1,crr,1515258,1515768,neg,,PTS glucose transporter subunit IIA,,COORDINATES: similar to AA sequence:RefSeq:WP_015833547.1,,O3K_07315
CDS_NC_018658.1_1515808_1517536_neg,NC_018658.1,O3K_RS07325,WP_000623131.1,ptsI,1515808,1517536,neg,,phosphoenolpyruvate-protein phosphotransferase PtsI,,COORDINATES: similar to AA sequence:RefSeq:NP_311315.1,2.7.3.9,O3K_07320
CDS_NC_018658.1_1517580_1517838_neg,NC_018658.1,O3K_RS07330,WP_000487600.1,ptsH,1517580,1517838,neg,,phosphocarrier protein Hpr,,COORDINATES: similar to AA sequence:RefSeq:WP_003038086.1,,O3K_07325
CDS_NC_018658.1_1518221_1519193_neg,NC_018658.1,O3K_RS07335,WP_000034402.1,cysK,1518221,1519193,neg,,cysteine synthase A,,COORDINATES: similar to AA sequence:RefSeq:WP_000034402.1,2.5.1.47,O3K_07330
CDS_NC_018658.1_1519377_1520139_neg,NC_018658.1,O3K_RS07340,WP_000254843.1,cysZ,1519377,1520139,neg,,sulfate transporter CysZ,,COORDINATES: similar to AA sequence:RefSeq:NP_311312.1,,O3K_07335
CDS_NC_018658.1_1520368_1521355_pos,NC_018658.1,O3K_RS07345,WP_001297862.1,zipA,1520368,1521355,pos,,cell division protein ZipA,,COORDINATES: similar to AA sequence:RefSeq:NP_311311.1,,O3K_07340
CDS_NC_018658.1_1521425_1523441_pos,NC_018658.1,O3K_RS07350,WP_000443665.1,ligA,1521425,1523441,pos,,NAD-dependent DNA ligase LigA,,COORDINATES: similar to AA sequence:RefSeq:NP_416906.1,6.5.1.2,O3K_07345
CDS_NC_018658.1_1523442_1523661_pos,NC_018658.1,O3K_RS07355,WP_000410201.1,,1523442,1523661,pos,,DUF3820 family protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588464.1,,O3K_07350
CDS_NC_018658.1_1523657_1524656_neg,NC_018658.1,O3K_RS07360,WP_000765587.1,,1523657,1524656,neg,,bile acid:sodium symporter,,COORDINATES: similar to AA sequence:RefSeq:NP_311309.1,,O3K_07355
CDS_NC_018658.1_1524745_1525672_pos,NC_018658.1,O3K_RS07365,WP_001109794.1,,1524745,1525672,pos,,LysR family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_416904.1,,O3K_07360
CDS_NC_018658.1_1525710_1526475_neg,NC_018658.1,O3K_RS07370,WP_000716421.1,,1525710,1526475,neg,,outer membrane protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416903.1,,O3K_07365
CDS_NC_018658.1_1526723_1527557_pos,NC_018658.1,O3K_RS07375,WP_000084573.1,xapA,1526723,1527557,pos,,xanthosine phosphorylase,,COORDINATES: similar to AA sequence:RefSeq:NP_416902.1,,O3K_07370
CDS_NC_018658.1_1527616_1528873_pos,NC_018658.1,O3K_RS07380,WP_000020401.1,xapB,1527616,1528873,pos,,xanthosine/proton symporter XapB,,COORDINATES: similar to AA sequence:RefSeq:NP_416901.1,,O3K_07375
CDS_NC_018658.1_1528925_1529084_pos,NC_018658.1,O3K_RS07385,WP_000651752.1,,1528925,1529084,pos,,DUF1427 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001392449.1,,O3K_07380
CDS_NC_018658.1_1529124_1530009_pos,NC_018658.1,O3K_RS07390,WP_001386964.1,xapR,1529124,1530009,pos,,DNA-binding transcriptional regulator XapR,,COORDINATES: similar to AA sequence:RefSeq:NP_416900.1,,O3K_07385
CDS_NC_018658.1_1530929_1532345_pos,NC_018658.1,O3K_RS07420,WP_000695655.1,gltX,1530929,1532345,pos,,glutamate--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_416899.1,6.1.1.17,O3K_07390
CDS_NC_018658.1_1532396_1532768_neg,NC_018658.1,O3K_RS07425,WP_001341599.1,,1532396,1532768,neg,,putative DNA-binding transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_708261.1,,O3K_07395
CDS_NC_018658.1_1532790_1533135_neg,NC_018658.1,O3K_RS07430,WP_001296278.1,,1532790,1533135,neg,,putative DNA-binding transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_708260.2,,O3K_07400
CDS_NC_018658.1_1533768_1535958_pos,NC_018658.1,O3K_RS07445,WP_001299660.1,,1533768,1535958,pos,,sensor domain-containing phosphodiesterase,,COORDINATES: similar to AA sequence:RefSeq:NP_416896.4,,O3K_07405
CDS_NC_018658.1_1536007_1537210_neg,NC_018658.1,O3K_RS07450,WP_000376337.1,nupC,1536007,1537210,neg,,nucleoside permease NupC,,COORDINATES: similar to AA sequence:RefSeq:NP_416894.1,,O3K_07410
CDS_NC_018658.1_1537545_1538784_pos,NC_018658.1,O3K_RS07455,WP_000186369.1,,1537545,1538784,pos,,Nramp family divalent metal transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_311298.1,,O3K_07415
CDS_NC_018658.1_1538924_1539251_neg,NC_018658.1,O3K_RS07460,WP_000490084.1,,1538924,1539251,neg,,DUF2502 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311297.1,,O3K_07420
CDS_NC_018658.1_1539365_1540622_neg,NC_018658.1,O3K_RS07465,WP_000903109.1,,1539365,1540622,neg,,ion channel protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311296.1,,O3K_07425
CDS_NC_018658.1_1540825_1541791_pos,NC_018658.1,O3K_RS07470,WP_000170346.1,glk,1540825,1541791,pos,,glucokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_311295.1,2.7.1.2,O3K_07430
CDS_NC_018658.1_1542009_1542336_pos,NC_018658.1,O3K_RS07475,WP_001296874.1,,1542009,1542336,pos,,PTS fructose transporter subunit IIB,,COORDINATES: similar to AA sequence:RefSeq:NP_311294.1,,O3K_07435
CDS_NC_018658.1_1542357_1543605_pos,NC_018658.1,O3K_RS07480,WP_000985336.1,,1542357,1543605,pos,,PTS fructose transporter subunit IIC,,COORDINATES: similar to AA sequence:RefSeq:NP_311293.1,,O3K_07440
CDS_NC_018658.1_1543619_1544705_pos,NC_018658.1,O3K_RS07485,WP_000173284.1,ypdF,1543619,1544705,pos,,aminopeptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_416886.1,3.4.11.-,O3K_07445
CDS_NC_018658.1_1544704_1545742_pos,NC_018658.1,O3K_RS07490,WP_000366033.1,ypdE,1544704,1545742,pos,,aminopeptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_416885.1,3.4.11.-,O3K_07450
