,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_011748.1_1131041_1131371_pos,NC_011748.1,EC55989_RS05555,WP_000847345.1,,1131041,1131371,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,EC55989_1072,41,2,18.0,2.0,,
CDS_NC_011748.1_1486481_1488467_neg,NC_011748.1,EC55989_RS07490,WP_000859953.1,pdeR,1486481,1488467,neg,,cyclic di-GMP phosphodiesterase,,COORDINATES: similar to AA sequence:RefSeq:NP_415801.1,3.1.4.52,EC55989_1447,42,2,,,,
CDS_NC_011748.1_1488520_1488624_pos,NC_011748.1,EC55989_RS27985,,,1488520,1488624,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_002791239.1,,,42,2,,,,
CDS_NC_011748.1_1215098_1215431_pos,NC_011748.1,EC55989_RS05990,WP_000992834.1,csgC,1215098,1215431,pos,,curli assembly protein CsgC,,COORDINATES: similar to AA sequence:RefSeq:NP_309448.1,,EC55989_1156,43,2,,,,
CDS_NC_011748.1_1215551_1215862_pos,NC_011748.1,EC55989_RS28610,,,1215551,1215862,pos,True,type 1 fimbrial protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309449.1,,,43,2,,,,
CDS_NC_011748.1_831067_831400_pos,NC_011748.1,EC55989_RS03985,WP_001070442.1,emrE,831067,831400,pos,,SMR family multidrug efflux protein EmrE,,COORDINATES: similar to AA sequence:RefSeq:NP_309641.1,,EC55989_0772,44,2,19.0,2.0,16.0,2.0
CDS_NC_011748.1_2198062_2198395_neg,NC_011748.1,EC55989_RS11125,WP_001070440.1,emrE,2198062,2198395,neg,,SMR family multidrug efflux protein EmrE,,COORDINATES: similar to AA sequence:RefSeq:NP_707822.1,,,44,2,19.0,2.0,16.0,2.0
CDS_NC_011748.1_1428950_1429265_pos,NC_011748.1,EC55989_RS07175,WP_000193273.1,,1428950,1429265,pos,,YdfR family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000192453.1,,EC55989_1383,45,2,20.0,2.0,17.0,2.0
CDS_NC_011748.1_1783465_1783780_neg,NC_011748.1,EC55989_RS08860,WP_000192454.1,,1783465,1783780,neg,,DUF1327 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000192453.1,,EC55989_1716,45,2,20.0,2.0,17.0,2.0
CDS_NC_011748.1_749879_751385_pos,NC_011748.1,EC55989_RS03515,,,749879,751385,pos,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308756.1,,EC55989_0686,46,2,,,,
CDS_NC_011748.1_749507_749834_pos,NC_011748.1,EC55989_RS03510,WP_000873944.1,,749507,749834,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415230.1,,EC55989_0685,46,2,,,,
CDS_NC_011748.1_3354801_3355059_pos,NC_011748.1,EC55989_RS16820,,,3354801,3355059,pos,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611483.1,,EC55989_3271,47,2,,,,
CDS_NC_011748.1_3354438_3354732_pos,NC_011748.1,EC55989_RS16815,WP_001091149.1,,3354438,3354732,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001091149.1,,EC55989_3270,47,2,,,,
CDS_NC_011748.1_835173_835464_pos,NC_011748.1,EC55989_RS04020,WP_000774504.1,,835173,835464,pos,,DUF1364 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309645.1,,EC55989_0779,48,2,,,,
CDS_NC_011748.1_835460_835822_pos,NC_011748.1,EC55989_RS04025,,rusA,835460,835822,pos,True,crossover junction endodeoxyribonuclease RusA,,COORDINATES: similar to AA sequence:RefSeq:NP_415082.1,,,48,2,,,,
CDS_NC_011748.1_280955_282668_neg,NC_011748.1,EC55989_RS01300,,,280955,282668,neg,True,flagellar biosynthesis protein FlhA,,COORDINATES: similar to AA sequence:RefSeq:WP_001140831.1,,EC55989_0254,49,2,,,,
CDS_NC_011748.1_280572_280851_neg,NC_011748.1,EC55989_RS01295,WP_000598758.1,,280572,280851,neg,,type II toxin-antitoxin system HicA family toxin,,COORDINATES: similar to AA sequence:RefSeq:WP_000598761.1,,EC55989_0253,49,2,,,,
CDS_NC_011748.1_1420972_1421251_pos,NC_011748.1,EC55989_RS27975,WP_001515373.1,,1420972,1421251,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309802.1,,,50,3,21.0,3.0,18.0,3.0
CDS_NC_011748.1_1788875_1789154_neg,NC_011748.1,EC55989_RS28020,WP_032213612.1,,1788875,1789154,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309802.1,,,50,3,21.0,3.0,18.0,3.0
CDS_NC_011748.1_1108278_1108557_pos,NC_011748.1,EC55989_RS27915,WP_001405664.1,,1108278,1108557,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309802.1,,,50,3,21.0,3.0,18.0,3.0
CDS_NC_011748.1_3342582_3343286_neg,NC_011748.1,EC55989_RS16780,,,3342582,3343286,neg,True,DUF2931 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001253652.1,,EC55989_3262,51,2,,,,
CDS_NC_011748.1_3341853_3342117_pos,NC_011748.1,EC55989_RS29435,WP_001387038.1,,3341853,3342117,pos,,hypothetical protein,,COORDINATES: protein motif:HMM:NF023154.1,,EC55989_3261,51,2,,,,
CDS_NC_011748.1_1949272_1951201_neg,NC_011748.1,EC55989_RS09730,WP_001144190.1,thrS,1949272,1951201,neg,,threonine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_006894721.1,6.1.1.3,EC55989_1886,52,2,,,,
CDS_NC_011748.1_1951724_1953623_pos,NC_011748.1,EC55989_RS28715,,espL1,1951724,1953623,pos,True,type III secretion system effector EspL1,,COORDINATES: similar to AA sequence:RefSeq:NP_310454.1,,,52,2,,,,
CDS_NC_011748.1_426498_427196_neg,NC_011748.1,EC55989_RS01985,,,426498,427196,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_0390,53,4,,,,
CDS_NC_011748.1_425824_426085_pos,NC_011748.1,EC55989_RS01975,WP_000792970.1,iraP,425824,426085,pos,,anti-adapter protein IraP,,COORDINATES: similar to AA sequence:RefSeq:NP_308459.1,,EC55989_0388,53,4,,,,
CDS_NC_011748.1_427253_428378_pos,NC_011748.1,EC55989_RS01995,,phoA,427253,428378,pos,True,alkaline phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_308460.2,,EC55989_0392,53,4,,,,
CDS_NC_011748.1_426185_426482_pos,NC_011748.1,EC55989_RS01980,,,426185,426482,pos,True,alkaline phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_414917.2,,EC55989_0389,53,4,,,,
CDS_NC_011748.1_5056960_5057092_neg,NC_011748.1,EC55989_RS29150,,,5056960,5057092,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612086.1,,,54,2,,,,
CDS_NC_011748.1_5056365_5056623_pos,NC_011748.1,EC55989_RS25250,WP_000555341.1,,5056365,5056623,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016230781.1,,,54,2,,,,
CDS_NC_011748.1_1107960_1108212_pos,NC_011748.1,EC55989_RS05390,WP_000980988.1,,1107960,1108212,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416079.1,,EC55989_1044,55,3,22.0,3.0,19.0,3.0
CDS_NC_011748.1_1789220_1789472_neg,NC_011748.1,EC55989_RS08920,WP_012601996.1,,1789220,1789472,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416079.1,,EC55989_1727,55,3,22.0,3.0,19.0,3.0
CDS_NC_011748.1_1420654_1420906_pos,NC_011748.1,EC55989_RS07110,WP_000980987.1,,1420654,1420906,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416079.1,,EC55989_1373,55,3,22.0,3.0,19.0,3.0
CDS_NC_011748.1_2990963_2991203_pos,NC_011748.1,EC55989_RS15005,WP_001367084.1,,2990963,2991203,pos,,AlpA family phage regulatory protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001367084.1,,,56,2,,,,
CDS_NC_011748.1_2991368_2991653_pos,NC_011748.1,EC55989_RS15010,,,2991368,2991653,pos,True,50S ribosome-binding GTPase,,COORDINATES: similar to AA sequence:RefSeq:WP_016233469.1,,EC55989_2916,56,2,,,,
CDS_NC_011748.1_4513324_4513561_pos,NC_011748.1,EC55989_RS22545,WP_000644414.1,,4513324,4513561,pos,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,,57,3,,,,
CDS_NC_011748.1_4514553_4515161_neg,NC_011748.1,EC55989_RS22570,,,4514553,4515161,neg,True,YiiX family permuted papain-like enzyme,,COORDINATES: similar to AA sequence:RefSeq:NP_312893.1,,EC55989_4419,57,3,,,,
CDS_NC_011748.1_4513733_4514409_neg,NC_011748.1,EC55989_RS28380,,,4513733,4514409,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477181.1,,,57,3,,,,
CDS_NC_011748.1_2059331_2059571_pos,NC_011748.1,EC55989_RS10325,WP_001211011.1,,2059331,2059571,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588456.1,,EC55989_2001,58,4,,,,
CDS_NC_011748.1_2059713_2059812_neg,NC_011748.1,EC55989_RS28725,,,2059713,2059812,neg,True,DNA-binding transcriptional regulator KdgR,,COORDINATES: similar to AA sequence:RefSeq:NP_310564.1,,,58,4,,,,
CDS_NC_011748.1_2059867_2060565_pos,NC_011748.1,EC55989_RS10335,,,2059867,2060565,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_2003,58,4,,,,
CDS_NC_011748.1_2060580_2061282_neg,NC_011748.1,EC55989_RS10340,,kdgR,2060580,2061282,neg,True,DNA-binding transcriptional regulator KdgR,,COORDINATES: similar to AA sequence:RefSeq:NP_310564.1,,EC55989_2004,58,4,,,,
CDS_NC_011748.1_1617815_1617970_pos,NC_011748.1,EC55989_RS08105,,,1617815,1617970,pos,True,mRNA interferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415954.2,,,59,2,,,,
CDS_NC_011748.1_1617363_1617594_neg,NC_011748.1,EC55989_RS08100,WP_000494244.1,,1617363,1617594,neg,,YncJ family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415953.1,,EC55989_1569,59,2,,,,
CDS_NC_011748.1_5001988_5002210_pos,NC_011748.1,EC55989_RS24945,WP_000692350.1,,5001988,5002210,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,EC55989_4893,60,4,23.0,4.0,20.0,4.0
CDS_NC_011748.1_4749443_4749665_neg,NC_011748.1,EC55989_RS23650,WP_000692350.1,,4749443,4749665,neg,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,EC55989_4634,60,4,23.0,4.0,20.0,4.0
CDS_NC_011748.1_3447769_3447991_pos,NC_011748.1,EC55989_RS17270,WP_000692350.1,,3447769,3447991,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708771.1,,EC55989_3364,60,4,23.0,4.0,20.0,4.0
CDS_NC_011748.1_2307843_2308065_pos,NC_011748.1,EC55989_RS11680,WP_000692323.1,,2307843,2308065,pos,,DUF987 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310831.1,,EC55989_2261,60,4,23.0,4.0,20.0,4.0
CDS_NC_011748.1_2993680_2993899_neg,NC_011748.1,EC55989_RS26855,WP_071524581.1,,2993680,2993899,neg,,recombinase family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000340076.1,,EC55989_2920,61,3,,,,
CDS_NC_011748.1_2997011_2999265_pos,NC_011748.1,EC55989_RS29300,,,2997011,2999265,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_008439272.1,,EC55989_2924,61,3,,,,
CDS_NC_011748.1_2994253_2995626_neg,NC_011748.1,EC55989_RS28860,,,2994253,2995626,neg,True,DUF5507 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000961353.1,,,61,3,,,,
CDS_NC_011748.1_2828632_2830071_pos,NC_011748.1,EC55989_RS26820,,hyfD,2828632,2830071,pos,True,hydrogenase 4 subunit HyfD,,COORDINATES: similar to AA sequence:RefSeq:NP_416979.1,,EC55989_2769,62,3,,,,
CDS_NC_011748.1_2825639_2827658_pos,NC_011748.1,EC55989_RS14245,WP_000339449.1,hyfB,2825639,2827658,pos,,hydrogenase 4 subunit B,,COORDINATES: similar to AA sequence:RefSeq:NP_311371.1,,EC55989_2765,62,3,,,,
CDS_NC_011748.1_2827668_2828616_pos,NC_011748.1,EC55989_RS14250,,hyfC,2827668,2828616,pos,True,hydrogenase 4 subunit HyfC,,COORDINATES: similar to AA sequence:RefSeq:NP_416978.4,,EC55989_2766,62,3,,,,
CDS_NC_011748.1_1428730_1428946_pos,NC_011748.1,EC55989_RS07170,WP_000284510.1,,1428730,1428946,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,EC55989_1382,63,2,24.0,2.0,,
CDS_NC_011748.1_1115237_1115453_pos,NC_011748.1,EC55989_RS05440,WP_000284510.1,,1115237,1115453,pos,,class II holin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309239.1,,EC55989_1051,63,2,24.0,2.0,,
CDS_NC_011748.1_1158852_1159065_neg,NC_011748.1,EC55989_RS05685,WP_000087763.1,cspH,1158852,1159065,neg,,cold shock-like protein CspH,,COORDINATES: similar to AA sequence:RefSeq:NP_415509.1,,EC55989_1097,64,2,,,,
CDS_NC_011748.1_1159123_1159821_neg,NC_011748.1,EC55989_RS05690,,,1159123,1159821,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_1098,64,2,,,,
CDS_NC_011748.1_3214792_3215033_neg,NC_011748.1,EC55989_RS26890,,,3214792,3215033,neg,True,type III secretion system needle complex protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311745.1,,,65,2,,,,
CDS_NC_011748.1_3214485_3214701_neg,NC_011748.1,EC55989_RS28260,WP_000566300.1,sctI,3214485,3214701,neg,,type III secretion system inner rod subunit SctI,,COORDINATES: similar to AA sequence:RefSeq:WP_000566300.1,,EC55989_3138,65,2,,,,
CDS_NC_011748.1_1783784_1784000_neg,NC_011748.1,EC55989_RS08865,WP_000839561.1,essD,1783784,1784000,neg,,phage lysis protein EssD,,COORDINATES: similar to AA sequence:RefSeq:NP_415086.1,,EC55989_1717,66,2,25.0,2.0,,
CDS_NC_011748.1_838287_838503_pos,NC_011748.1,EC55989_RS04045,WP_000839596.1,essD,838287,838503,pos,,phage lysis protein EssD,,COORDINATES: similar to AA sequence:RefSeq:NP_415086.1,,EC55989_0783,66,2,25.0,2.0,,
CDS_NC_011748.1_1314639_1314849_pos,NC_011748.1,EC55989_RS29405,WP_001297677.1,,1314639,1314849,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001297677.1,,EC55989_1260,67,2,,,,
CDS_NC_011748.1_1315055_1315753_pos,NC_011748.1,EC55989_RS06540,,,1315055,1315753,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_1262,67,2,,,,
CDS_NC_011748.1_2145009_2145213_pos,NC_011748.1,EC55989_RS10780,WP_000014504.1,,2145009,2145213,pos,,DNA-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310649.1,,EC55989_2091,68,2,,,,
CDS_NC_011748.1_2145238_2145586_pos,NC_011748.1,EC55989_RS10785,,,2145238,2145586,pos,True,DUF4761 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310650.1,,,68,2,,,,
CDS_NC_011748.1_5064761_5064968_pos,NC_011748.1,EC55989_RS28465,WP_000235221.1,,5064761,5064968,pos,,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000235222.1,,EC55989_4978,69,3,26.0,3.0,21.0,2.0
CDS_NC_011748.1_3434204_3434411_pos,NC_011748.1,EC55989_RS17210,WP_001095912.1,,3434204,3434411,pos,,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_708761.1,,EC55989_3352,69,3,26.0,3.0,21.0,2.0
CDS_NC_011748.1_2292010_2292217_pos,NC_011748.1,EC55989_RS11595,WP_000235214.1,,2292010,2292217,pos,,AlpA family phage regulatory protein,,COORDINATES: similar to AA sequence:RefSeq:WP_020234041.1,,EC55989_2244,69,3,26.0,3.0,,
CDS_NC_011748.1_269451_269637_neg,NC_011748.1,EC55989_RS28500,WP_122985282.1,,269451,269637,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518780.1,,,70,3,,,,
CDS_NC_011748.1_270946_272083_pos,NC_011748.1,EC55989_RS01240,,,270946,272083,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,EC55989_0242,70,3,,,,
CDS_NC_011748.1_269717_270844_pos,NC_011748.1,EC55989_RS01235,,,269717,270844,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000027427.1,,EC55989_0240,70,3,,,,
CDS_NC_011748.1_607241_609143_neg,NC_011748.1,EC55989_RS02835,WP_000103238.1,,607241,609143,neg,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_308634.1,,EC55989_0560,71,3,27.0,3.0,22.0,3.0
CDS_NC_011748.1_263190_265332_pos,NC_011748.1,EC55989_RS01215,WP_000103304.1,,263190,265332,pos,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_308263.1,,EC55989_0236,71,3,27.0,3.0,22.0,3.0
CDS_NC_011748.1_1637803_1639912_pos,NC_011748.1,EC55989_RS08210,WP_000103203.1,,1637803,1639912,pos,,type VI secretion system tip protein VgrG,,COORDINATES: similar to AA sequence:RefSeq:NP_310087.1,,EC55989_1588,71,3,27.0,3.0,22.0,3.0
CDS_NC_011748.1_5003629_5003827_pos,NC_011748.1,EC55989_RS24965,WP_001327226.1,,5003629,5003827,pos,,DUF957 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309435.1,,,72,3,28.0,3.0,23.0,3.0
CDS_NC_011748.1_3449093_3449291_pos,NC_011748.1,EC55989_RS28950,WP_085949090.1,,3449093,3449291,pos,,DUF957 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309435.1,,,72,3,28.0,3.0,23.0,3.0
CDS_NC_011748.1_4747860_4748058_neg,NC_011748.1,EC55989_RS23630,WP_000772029.1,,4747860,4748058,neg,,DUF957 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708775.1,,,72,3,28.0,3.0,23.0,3.0
CDS_NC_011748.1_1412264_1412456_neg,NC_011748.1,EC55989_RS07025,WP_001090200.1,,1412264,1412456,neg,,DUF1482 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309787.1,,EC55989_1358,73,2,29.0,2.0,24.0,2.0
CDS_NC_011748.1_1795889_1796081_pos,NC_011748.1,EC55989_RS08975,WP_001083282.1,,1795889,1796081,pos,,DUF1482 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416093.1,,EC55989_1738,73,2,29.0,2.0,24.0,2.0
CDS_NC_011748.1_1458296_1458422_pos,NC_011748.1,EC55989_RS26365,,,1458296,1458422,pos,True,outer membrane protein OmpW,,COORDINATES: similar to AA sequence:RefSeq:NP_415772.1,,,74,2,,,,
CDS_NC_011748.1_1457822_1457993_pos,NC_011748.1,EC55989_RS29210,WP_000251936.1,,1457822,1457993,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001710241.1,,,74,2,,,,
CDS_NC_011748.1_5018943_5019108_pos,NC_011748.1,EC55989_RS25045,WP_001215044.1,,5018943,5019108,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001215044.1,,EC55989_4919,75,3,,,,
CDS_NC_011748.1_5019887_5020377_pos,NC_011748.1,EC55989_RS25065,,,5019887,5020377,pos,True,IS630 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_011787828.1,,,75,3,,,,
CDS_NC_011748.1_5020395_5020950_neg,NC_011748.1,EC55989_RS28440,,,5020395,5020950,neg,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000907654.1,,,75,3,,,,
CDS_NC_011748.1_1795704_1795893_pos,NC_011748.1,EC55989_RS08970,WP_000854559.1,dicB,1795704,1795893,pos,,cell division inhibition protein DicB,,COORDINATES: similar to AA sequence:RefSeq:NP_416092.1,,,76,2,30.0,2.0,25.0,2.0
CDS_NC_011748.1_1412452_1412641_neg,NC_011748.1,EC55989_RS07030,WP_000449192.1,,1412452,1412641,neg,,cell division inhibition protein DicB,,COORDINATES: similar to AA sequence:RefSeq:NP_309788.1,,,76,2,30.0,2.0,25.0,2.0
CDS_NC_011748.1_1099907_1100063_neg,NC_011748.1,EC55989_RS05305,WP_000379557.1,,1099907,1100063,neg,,DUF1391 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309092.1,,EC55989_1028,77,3,31.0,3.0,26.0,3.0
CDS_NC_011748.1_1413740_1413893_neg,NC_011748.1,EC55989_RS07055,WP_000379548.1,,1413740,1413893,neg,,DUF1391 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000379546.1,,,77,3,31.0,3.0,26.0,3.0
CDS_NC_011748.1_1794485_1794641_pos,NC_011748.1,EC55989_RS08960,WP_000379589.1,,1794485,1794641,pos,,DUF1391 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309092.1,,EC55989_1735,77,3,31.0,3.0,26.0,3.0
CDS_NC_011748.1_1420282_1420438_pos,NC_011748.1,EC55989_RS07105,WP_000813254.1,hokD,1420282,1420438,pos,,type I toxin-antitoxin system toxin HokD,,COORDINATES: similar to AA sequence:RefSeq:NP_416080.1,,,78,3,32.0,3.0,27.0,3.0
CDS_NC_011748.1_1789688_1789844_neg,NC_011748.1,EC55989_RS08925,WP_000813254.1,hokD,1789688,1789844,neg,,type I toxin-antitoxin system toxin HokD,,COORDINATES: similar to AA sequence:RefSeq:NP_416080.1,,,78,3,32.0,3.0,27.0,3.0
CDS_NC_011748.1_1107588_1107744_pos,NC_011748.1,EC55989_RS05385,WP_000813254.1,hokD,1107588,1107744,pos,,type I toxin-antitoxin system toxin HokD,,COORDINATES: similar to AA sequence:RefSeq:NP_416080.1,,,78,3,32.0,3.0,27.0,3.0
CDS_NC_011748.1_4977757_4977895_neg,NC_011748.1,EC55989_RS29360,WP_001611300.1,,4977757,4977895,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001611300.1,,,79,2,,,,
CDS_NC_011748.1_4979590_4980192_neg,NC_011748.1,EC55989_RS29370,,,4979590,4980192,neg,True,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004152817.1,,EC55989_4862,79,2,,,,
CDS_NC_011748.1_624747_624900_pos,NC_011748.1,EC55989_RS02915,WP_000956465.1,hokE,624747,624900,pos,,type I toxin-antitoxin system toxin HokE,,COORDINATES: similar to AA sequence:RefSeq:NP_308648.2,,,80,2,33.0,2.0,28.0,2.0
CDS_NC_011748.1_624244_624397_pos,NC_011748.1,EC55989_RS02910,WP_000956456.1,hokE,624244,624397,pos,,type I toxin-antitoxin system toxin HokE,,COORDINATES: similar to AA sequence:RefSeq:YP_025295.1,,EC55989_0573,80,2,33.0,2.0,28.0,2.0
CDS_NC_011748.1_3122247_3123120_pos,NC_011748.1,EC55989_RS15700,,,3122247,3123120,pos,True,YgcG family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417258.4,,EC55989_3052,81,2,,,,
CDS_NC_011748.1_3122093_3122234_pos,NC_011748.1,EC55989_RS15695,WP_001288227.1,,3122093,3122234,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_002791252.1,,,81,2,,,,
CDS_NC_011748.1_4280899_4281736_neg,NC_011748.1,EC55989_RS27305,,bglG,4280899,4281736,neg,True,transcriptional antiterminator BglG,,COORDINATES: similar to AA sequence:RefSeq:NP_418179.1,,,82,2,,,,
CDS_NC_011748.1_4278888_4280766_neg,NC_011748.1,EC55989_RS21400,WP_000137312.1,bglF,4278888,4280766,neg,,PTS beta-glucoside transporter subunit IIABC,,COORDINATES: similar to AA sequence:RefSeq:NP_418178.1,,EC55989_4192,82,2,,,,
CDS_NC_011748.1_4565802_4566987_pos,NC_011748.1,EC55989_RS22800,WP_000031784.1,tuf,4565802,4566987,pos,,elongation factor Tu,,COORDINATES: similar to AA sequence:RefSeq:NP_312930.1,,EC55989_4464,83,2,34.0,2.0,29.0,2.0
CDS_NC_011748.1_3804676_3805861_neg,NC_011748.1,EC55989_RS19165,WP_000031783.1,tuf,3804676,3805861,neg,,elongation factor Tu,,COORDINATES: similar to AA sequence:RefSeq:NP_312217.1,,EC55989_3742,83,2,34.0,2.0,29.0,2.0
CDS_NC_011748.1_3980274_3983421_neg,NC_011748.1,EC55989_RS20025,WP_000574029.1,silA,3980274,3983421,neg,,Cu(+)/Ag(+) efflux RND transporter permease subunit SilA,,COORDINATES: similar to AA sequence:RefSeq:WP_011711636.1,,EC55989_3912,84,2,35.0,2.0,30.0,2.0
CDS_NC_011748.1_615146_618290_pos,NC_011748.1,EC55989_RS02865,WP_000573949.1,cusA,615146,618290,pos,,Cu(+)/Ag(+) efflux RND transporter permease subunit CusA,,COORDINATES: similar to AA sequence:RefSeq:NP_415107.1,,EC55989_0566,84,2,35.0,2.0,30.0,2.0
CDS_NC_011748.1_3986793_3987474_pos,NC_011748.1,EC55989_RS20045,WP_000697968.1,silR,3986793,3987474,pos,,copper/silver response regulator transcription factor SilR,,COORDINATES: similar to AA sequence:RefSeq:WP_001572351.1,,EC55989_3917,85,2,36.0,2.0,31.0,2.0
CDS_NC_011748.1_611317_612001_neg,NC_011748.1,EC55989_RS02845,WP_000770953.1,cusR,611317,612001,neg,,copper response regulator transcription factor CusR,,COORDINATES: similar to AA sequence:RefSeq:NP_308636.1,,EC55989_0562,85,2,36.0,2.0,31.0,2.0
CDS_NC_011748.1_1421252_1422302_pos,NC_011748.1,EC55989_RS07120,WP_001265117.1,,1421252,1422302,pos,,DUF968 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707428.1,,EC55989_1374,86,3,37.0,3.0,32.0,3.0
CDS_NC_011748.1_1787824_1788874_neg,NC_011748.1,EC55989_RS08910,WP_001265278.1,,1787824,1788874,neg,,DUF968 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707428.1,,EC55989_1726,86,3,37.0,3.0,32.0,3.0
CDS_NC_011748.1_1108558_1109614_pos,NC_011748.1,EC55989_RS05395,WP_001265110.1,,1108558,1109614,pos,,DUF968 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001265086.1,,EC55989_1045,86,3,37.0,3.0,32.0,3.0
CDS_NC_011748.1_1100754_1100982_pos,NC_011748.1,EC55989_RS05315,WP_000912294.1,,1100754,1100982,pos,,transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000921592.1,,EC55989_1030,87,2,38.0,2.0,33.0,2.0
