,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_009800.1_2801286_2802434_neg,NC_009800.1,ECHS_RS13765,WP_085949497.1,,2801286,2802434,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A2788,46,19,9.0,12.0,,
CDS_NC_009800.1_328521_329669_pos,NC_009800.1,ECHS_RS01625,WP_085949497.1,,328521,329669,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A0326,46,19,9.0,12.0,,
CDS_NC_009800.1_456938_458315_pos,NC_009800.1,ECHS_RS02190,,,456938,458315,pos,True,autotransporter outer membrane beta-barrel domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308451.1,,EcHS_A0437,46,19,,,,
CDS_NC_009800.1_3967327_3967630_pos,NC_009800.1,ECHS_RS19565,,,3967327,3967630,pos,True,substrate-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312722.1,,EcHS_A3972,46,19,,,,
CDS_NC_009800.1_455717_456865_neg,NC_009800.1,ECHS_RS02180,WP_085949497.1,,455717,456865,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A0435,46,19,9.0,12.0,,
CDS_NC_009800.1_297868_298021_neg,NC_009800.1,ECHS_RS23045,,,297868,298021,neg,True,siphovirus Gp157 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000041330.1,,EcHS_A0282,46,19,,,,
CDS_NC_009800.1_358044_358128_neg,NC_009800.1,ECHS_RS25745,,,358044,358128,neg,True,fimbrial protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308350.1,,,46,19,,,,
CDS_NC_009800.1_4536299_4537447_neg,NC_009800.1,ECHS_RS22295,WP_085949497.1,,4536299,4537447,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A4529,46,19,9.0,12.0,,
CDS_NC_009800.1_1998113_1999261_pos,NC_009800.1,ECHS_RS09860,WP_085949497.1,,1998113,1999261,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A1991,46,19,9.0,12.0,,
CDS_NC_009800.1_356878_358026_pos,NC_009800.1,ECHS_RS01750,WP_085949497.1,,356878,358026,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A0347,46,19,9.0,12.0,,
CDS_NC_009800.1_1263332_1264480_neg,NC_009800.1,ECHS_RS06215,WP_085949497.1,,1263332,1264480,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A1260,46,19,9.0,12.0,,
CDS_NC_009800.1_153231_154379_neg,NC_009800.1,ECHS_RS00700,WP_085949497.1,,153231,154379,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A0141,46,19,9.0,12.0,,
CDS_NC_009800.1_2054062_2054344_pos,NC_009800.1,ECHS_RS10220,,,2054062,2054344,pos,True,porin,,COORDINATES: similar to AA sequence:RefSeq:NP_460946.1,,EcHS_A2067,46,19,,,,
CDS_NC_009800.1_2052897_2054045_pos,NC_009800.1,ECHS_RS10215,WP_148204713.1,,2052897,2054045,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612015.1,,EcHS_A2066,46,19,9.0,12.0,,
CDS_NC_009800.1_291830_292991_neg,NC_009800.1,ECHS_RS01355,WP_000023575.1,,291830,292991,neg,,site-specific integrase,,COORDINATES: similar to AA sequence:RefSeq:WP_016042215.1,,EcHS_A0272,47,2,,,,
CDS_NC_009800.1_292882_293215_neg,NC_009800.1,ECHS_RS23035,,,292882,293215,neg,True,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_019076104.1,,,47,2,,,,
CDS_NC_009800.1_3464477_3465659_pos,NC_009800.1,ECHS_RS17050,WP_000019647.1,,3464477,3465659,pos,,amino acid ABC transporter permease,,COORDINATES: similar to AA sequence:RefSeq:YP_026209.1,,EcHS_A3463,48,2,,,,
CDS_NC_009800.1_3465668_3466771_pos,NC_009800.1,ECHS_RS17055,,,3465668,3466771,pos,True,amino acid ABC transporter permease,,COORDINATES: similar to AA sequence:RefSeq:NP_417736.2,,EcHS_A3464,48,2,,,,
CDS_NC_009800.1_1106277_1107417_neg,NC_009800.1,ECHS_RS05365,WP_024186690.1,,1106277,1107417,neg,,polysaccharide export protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309166.1,,EcHS_A1092,49,2,,,,
CDS_NC_009800.1_1107462_1109559_neg,NC_009800.1,ECHS_RS05370,,,1107462,1109559,neg,True,YjbH domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309167.1,,EcHS_A1094,49,2,,,,
CDS_NC_009800.1_803194_804460_pos,NC_009800.1,ECHS_RS03870,WP_000030637.1,tolA,803194,804460,pos,,cell envelope integrity protein TolA,,COORDINATES: similar to AA sequence:RefSeq:NP_415267.1,,EcHS_A0792,50,2,,,,
CDS_NC_009800.1_804592_805886_pos,NC_009800.1,ECHS_RS03875,,tolB,804592,805886,pos,True,Tol-Pal system protein TolB,,COORDINATES: similar to AA sequence:RefSeq:WP_001646851.1,,EcHS_A0793,50,2,,,,
CDS_NC_009800.1_2545848_2546961_neg,NC_009800.1,ECHS_RS12520,WP_001300563.1,,2545848,2546961,neg,,IS4-like element IS421 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_414557.1,,EcHS_A2531,51,3,10.0,3.0,,
CDS_NC_009800.1_644145_645258_pos,NC_009800.1,ECHS_RS03095,WP_001300563.1,,644145,645258,pos,,IS4-like element IS421 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_414557.1,,EcHS_A0630,51,3,10.0,3.0,,
CDS_NC_009800.1_15559_16672_neg,NC_009800.1,ECHS_RS00080,WP_001300563.1,,15559,16672,neg,,IS4-like element IS421 family transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_414557.1,,EcHS_A0017,51,3,10.0,3.0,,
CDS_NC_009800.1_2072695_2073781_neg,NC_009800.1,ECHS_RS10335,WP_000102291.1,,2072695,2073781,neg,,tail protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000102291.1,,EcHS_A2087,52,2,,,,
CDS_NC_009800.1_2073777_2074203_neg,NC_009800.1,ECHS_RS10340,,,2073777,2074203,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001139208.1,,EcHS_A2088,52,2,,,,
CDS_NC_009800.1_338171_339242_pos,NC_009800.1,ECHS_RS01675,WP_000920175.1,,338171,339242,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001736892.1,,EcHS_A0332,53,3,,,,
CDS_NC_009800.1_339442_340140_neg,NC_009800.1,ECHS_RS01680,,,339442,340140,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A0333,53,3,,,,
CDS_NC_009800.1_340193_340375_neg,NC_009800.1,ECHS_RS24695,,,340193,340375,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001379442.1,,,53,3,,,,
CDS_NC_009800.1_3677236_3677563_neg,NC_009800.1,ECHS_RS24300,,,3677236,3677563,neg,True,DUF4049 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417945.1,,,54,4,,,,
CDS_NC_009800.1_3677620_3678318_pos,NC_009800.1,ECHS_RS18165,,,3677620,3678318,pos,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A3688,54,4,,,,
CDS_NC_009800.1_3675803_3676871_neg,NC_009800.1,ECHS_RS18160,WP_000361479.1,,3675803,3676871,neg,,HlyD family secretion protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312387.1,,EcHS_A3686,54,4,,,,
CDS_NC_009800.1_3678332_3678401_pos,NC_009800.1,ECHS_RS25630,,,3678332,3678401,pos,True,DUF2776 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417948.4,,,54,4,,,,
CDS_NC_009800.1_3346319_3346715_pos,NC_009800.1,ECHS_RS16455,,,3346319,3346715,pos,True,YraN family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417617.1,,EcHS_A3340,55,2,,,,
CDS_NC_009800.1_3344325_3346362_pos,NC_009800.1,ECHS_RS16450,WP_000249096.1,lpoA,3344325,3346362,pos,,penicillin-binding protein activator LpoA,,COORDINATES: similar to AA sequence:RefSeq:NP_417616.1,,EcHS_A3339,55,2,,,,
CDS_NC_009800.1_3608605_3609598_neg,NC_009800.1,ECHS_RS17850,WP_012136191.1,,3608605,3609598,neg,,PstS family phosphate ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312298.1,,EcHS_A3625,56,2,,,,
CDS_NC_009800.1_3609623_3611046_neg,NC_009800.1,ECHS_RS17855,,,3609623,3611046,neg,True,PstS family phosphate ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312299.2,,EcHS_A3626,56,2,,,,
CDS_NC_009800.1_214385_215366_pos,NC_009800.1,ECHS_RS00975,WP_000399648.1,,214385,215366,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A0196,57,15,11.0,15.0,,
CDS_NC_009800.1_1833164_1834145_neg,NC_009800.1,ECHS_RS08985,WP_000399648.1,,1833164,1834145,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A1814,57,15,11.0,15.0,,
CDS_NC_009800.1_4475526_4476507_pos,NC_009800.1,ECHS_RS22020,WP_000399648.1,,4475526,4476507,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A4472,57,15,11.0,15.0,,
CDS_NC_009800.1_884436_885417_pos,NC_009800.1,ECHS_RS04300,WP_000399648.1,,884436,885417,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A0878,57,15,11.0,15.0,,
CDS_NC_009800.1_2577101_2578082_pos,NC_009800.1,ECHS_RS12695,WP_000399648.1,,2577101,2578082,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A2567,57,15,11.0,15.0,,
CDS_NC_009800.1_728612_729593_neg,NC_009800.1,ECHS_RS03515,WP_000399648.1,,728612,729593,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A0718,57,15,11.0,15.0,,
CDS_NC_009800.1_2752836_2753817_pos,NC_009800.1,ECHS_RS13495,WP_000399671.1,,2752836,2753817,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A2733,57,15,11.0,15.0,,
CDS_NC_009800.1_1129589_1130570_pos,NC_009800.1,ECHS_RS05485,WP_000399648.1,,1129589,1130570,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A1120,57,15,11.0,15.0,,
CDS_NC_009800.1_3121810_3122791_neg,NC_009800.1,ECHS_RS15340,WP_000399648.1,,3121810,3122791,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A3109,57,15,11.0,15.0,,
CDS_NC_009800.1_4505763_4506744_neg,NC_009800.1,ECHS_RS22140,WP_000399648.1,,4505763,4506744,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A4498,57,15,11.0,15.0,,
CDS_NC_009800.1_4107105_4108086_neg,NC_009800.1,ECHS_RS20260,WP_000399648.1,,4107105,4108086,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A4118,57,15,11.0,15.0,,
CDS_NC_009800.1_4397437_4398418_pos,NC_009800.1,ECHS_RS21605,WP_000399648.1,,4397437,4398418,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A4386,57,15,11.0,15.0,,
CDS_NC_009800.1_441663_442644_pos,NC_009800.1,ECHS_RS02110,WP_000399648.1,,441663,442644,pos,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A0419,57,15,11.0,15.0,,
CDS_NC_009800.1_4166599_4167580_neg,NC_009800.1,ECHS_RS20555,WP_000399648.1,,4166599,4167580,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A4179,57,15,11.0,15.0,,
CDS_NC_009800.1_1044876_1045857_neg,NC_009800.1,ECHS_RS05065,WP_000399648.1,,1044876,1045857,neg,,IS110-like element IS621 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012904434.1,,EcHS_A1035,57,15,11.0,15.0,,
CDS_NC_009800.1_1380911_1381886_pos,NC_009800.1,ECHS_RS06825,WP_000776253.1,cysB,1380911,1381886,pos,,HTH-type transcriptional regulator CysB,,COORDINATES: similar to AA sequence:RefSeq:WP_012017585.1,,EcHS_A1384,58,2,,,,
CDS_NC_009800.1_1382174_1382872_pos,NC_009800.1,ECHS_RS06830,,,1382174,1382872,pos,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1386,58,2,,,,
CDS_NC_009800.1_454194_455694_pos,NC_009800.1,ECHS_RS02175,,,454194,455694,pos,True,autotransporter,,COORDINATES: similar to AA sequence:RefSeq:WP_000556507.1,,EcHS_A0434,59,2,,,,
CDS_NC_009800.1_452696_453671_neg,NC_009800.1,ECHS_RS02170,WP_001295337.1,hemB,452696,453671,neg,,porphobilinogen synthase,,COORDINATES: similar to AA sequence:RefSeq:NP_308450.2,4.2.1.24,EcHS_A0433,59,2,,,,
CDS_NC_009800.1_3022338_3023286_neg,NC_009800.1,ECHS_RS14895,WP_000467452.1,,3022338,3023286,neg,,YscQ/HrcQ family type III secretion apparatus protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001578916.1,,EcHS_A3019,60,2,,,,
CDS_NC_009800.1_3023285_3023405_neg,NC_009800.1,ECHS_RS25800,,,3023285,3023405,neg,True,type III secretion protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001314987.1,,EcHS_A3020,60,2,,,,
CDS_NC_009800.1_2716920_2717618_neg,NC_009800.1,ECHS_RS13330,,,2716920,2717618,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2701,61,2,,,,
CDS_NC_009800.1_2715940_2716885_neg,NC_009800.1,ECHS_RS13325,WP_000212609.1,,2715940,2716885,neg,,substrate-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001720407.1,,EcHS_A2700,61,2,,,,
CDS_NC_009800.1_1009003_1009912_neg,NC_009800.1,ECHS_RS04925,WP_001242684.1,,1009003,1009912,neg,,LysR family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_415420.1,,EcHS_A1006,62,2,,,,
CDS_NC_009800.1_1010011_1010601_pos,NC_009800.1,ECHS_RS04930,,,1010011,1010601,pos,True,NAD(P)H oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415421.1,,EcHS_A1007,62,2,,,,
CDS_NC_009800.1_2422394_2423312_pos,NC_009800.1,ECHS_RS11950,WP_001300687.1,rbn,2422394,2423312,pos,,ribonuclease BN,,COORDINATES: similar to AA sequence:RefSeq:NP_416771.4,,EcHS_A2414,63,4,,,,
CDS_NC_009800.1_2423480_2423750_pos,NC_009800.1,ECHS_RS23955,,,2423480,2423750,pos,True,peptidase,,COORDINATES: similar to AA sequence:RefSeq:WP_001400703.1,,EcHS_A2415,63,4,,,,
CDS_NC_009800.1_2424560_2425495_pos,NC_009800.1,ECHS_RS11965,,,2424560,2425495,pos,True,peptidase,,COORDINATES: similar to AA sequence:RefSeq:WP_001379978.1,,EcHS_A2418,63,4,,,,
CDS_NC_009800.1_2423763_2424461_neg,NC_009800.1,ECHS_RS11960,,,2423763,2424461,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2416,63,4,,,,
CDS_NC_009800.1_20628_21960_neg,NC_009800.1,ECHS_RS00110,,,20628,21960,neg,True,fimbria/pilus outer membrane usher protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308049.1,,EcHS_A0023,64,4,,,,
CDS_NC_009800.1_19657_20616_neg,NC_009800.1,ECHS_RS25285,,,19657,20616,neg,True,fimbrial family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000871680.1,,EcHS_A0021,64,4,,,,
CDS_NC_009800.1_18719_19619_pos,NC_009800.1,ECHS_RS00095,WP_001300855.1,nhaR,18719,19619,pos,,transcriptional activator NhaR,,COORDINATES: similar to AA sequence:RefSeq:NP_705976.2,,EcHS_A0020,64,4,,,,
CDS_NC_009800.1_22206_23627_neg,NC_009800.1,ECHS_RS00115,,espX1,22206,23627,neg,True,type III secretion system effector EspX1,,COORDINATES: similar to AA sequence:RefSeq:NP_308052.1,,,64,4,,,,
CDS_NC_009800.1_716349_718226_pos,NC_009800.1,ECHS_RS03440,,,716349,718226,pos,True,rhomboid family intramembrane serine protease,,COORDINATES: similar to AA sequence:RefSeq:WP_001276742.1,,EcHS_A0702,65,2,,,,
CDS_NC_009800.1_714986_715895_neg,NC_009800.1,ECHS_RS03435,WP_001177088.1,gltI,714986,715895,neg,,glutamate/aspartate ABC transporter substrate-binding protein GltI,,COORDINATES: similar to AA sequence:RefSeq:NP_308721.1,,EcHS_A0700,65,2,,,,
CDS_NC_009800.1_3724941_3726930_neg,NC_009800.1,ECHS_RS18375,WP_001266293.1,hmsP,3724941,3726930,neg,,biofilm formation regulator HmsP,,COORDINATES: similar to AA sequence:RefSeq:NP_417986.4,,EcHS_A3732,66,3,,,,
CDS_NC_009800.1_3727873_3728398_pos,NC_009800.1,ECHS_RS18385,,bcsG,3727873,3728398,pos,True,cellulose biosynthesis protein BcsG,,COORDINATES: similar to AA sequence:RefSeq:NP_417995.1,,EcHS_A3733,66,3,,,,
CDS_NC_009800.1_3727011_3727884_neg,NC_009800.1,ECHS_RS18380,,,3727011,3727884,neg,True,BCSC C-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:YP_026226.4,,EcHS_A3734,66,3,,,,
CDS_NC_009800.1_3964472_3965402_pos,NC_009800.1,ECHS_RS19545,WP_001300603.1,rbsK,3964472,3965402,pos,,ribokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_312721.1,2.7.1.15,EcHS_A3968,67,2,,,,
CDS_NC_009800.1_3965405_3966101_pos,NC_009800.1,ECHS_RS19550,,,3965405,3966101,pos,True,LacI family DNA-binding transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_312722.1,,EcHS_A3969,67,2,,,,
CDS_NC_009800.1_4281297_4282218_pos,NC_009800.1,ECHS_RS21060,WP_000783444.1,malM,4281297,4282218,pos,,maltose operon protein MalM,,COORDINATES: similar to AA sequence:RefSeq:NP_313047.1,,EcHS_A4277,68,2,,,,
CDS_NC_009800.1_4282446_4284027_pos,NC_009800.1,ECHS_RS21070,,,4282446,4284027,pos,True,SopA family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000579104.1,,EcHS_A4278,68,2,,,,
CDS_NC_009800.1_2464219_2465110_neg,NC_009800.1,ECHS_RS12150,,rpnB,2464219,2465110,neg,True,recombination-promoting nuclease RpnB,,COORDINATES: similar to AA sequence:RefSeq:NP_416808.1,,EcHS_A2455,69,2,,,,
CDS_NC_009800.1_2463278_2464172_pos,NC_009800.1,ECHS_RS12145,WP_001028347.1,,2463278,2464172,pos,,TIGR01777 family oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_416807.1,,EcHS_A2454,69,2,,,,
CDS_NC_009800.1_2118920_2119793_pos,NC_009800.1,ECHS_RS10615,WP_001069714.1,,2118920,2119793,pos,,GTPase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309422.1,,EcHS_A2138,70,2,,,,
CDS_NC_009800.1_2120164_2121865_pos,NC_009800.1,ECHS_RS10620,,,2120164,2121865,pos,True,AIDA repeat-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309423.1,,EcHS_A2139,70,2,,,,
CDS_NC_009800.1_1875872_1876810_neg,NC_009800.1,ECHS_RS09210,,,1875872,1876810,neg,True,NAD(P)-dependent alcohol dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_416288.1,,EcHS_A1859,71,2,,,,
CDS_NC_009800.1_1875015_1875852_neg,NC_009800.1,ECHS_RS09205,WP_000878893.1,,1875015,1875852,neg,,ketose-bisphosphate aldolase,,COORDINATES: similar to AA sequence:RefSeq:NP_416287.1,,EcHS_A1857,71,2,,,,
CDS_NC_009800.1_3847341_3848166_pos,NC_009800.1,ECHS_RS25825,,dinD,3847341,3848166,pos,True,DNA damage-inducible protein D,,COORDINATES: similar to AA sequence:RefSeq:NP_312547.2,,EcHS_A3855,72,2,,,,
CDS_NC_009800.1_3846257_3847121_pos,NC_009800.1,ECHS_RS18975,WP_000621336.1,,3846257,3847121,pos,,YicC family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_005122606.1,,EcHS_A3853,72,2,,,,
CDS_NC_009800.1_3792867_3793710_pos,NC_009800.1,ECHS_RS18720,WP_000072850.1,,3792867,3793710,pos,,HEAT repeat domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_418051.1,,EcHS_A3801,73,2,,,,
CDS_NC_009800.1_3793737_3794696_pos,NC_009800.1,ECHS_RS18725,,,3793737,3794696,pos,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312497.1,,EcHS_A3802,73,2,,,,
CDS_NC_009800.1_2083539_2090616_pos,NC_009800.1,ECHS_RS24965,,yeeJ,2083539,2090616,pos,True,inverse autotransporter adhesin YeeJ,,COORDINATES: similar to AA sequence:RefSeq:NP_416485.4,,EcHS_A2102,74,2,,,,
CDS_NC_009800.1_2082252_2083050_pos,NC_009800.1,ECHS_RS10395,WP_001515476.1,mtfA,2082252,2083050,pos,,DgsA anti-repressor MtfA,,COORDINATES: similar to AA sequence:RefSeq:NP_310801.2,,EcHS_A2099,74,2,,,,
CDS_NC_009800.1_3418457_3419824_pos,NC_009800.1,ECHS_RS16830,,dcuC,3418457,3419824,pos,True,anaerobic C4-dicarboxylate transporter DcuC,,COORDINATES: similar to AA sequence:RefSeq:NP_417694.1,,EcHS_A3415,75,2,,,,
CDS_NC_009800.1_3417287_3418079_neg,NC_009800.1,ECHS_RS16825,WP_000523845.1,nanR,3417287,3418079,neg,,transcriptional regulator NanR,,COORDINATES: similar to AA sequence:RefSeq:NP_417693.3,,EcHS_A3414,75,2,,,,
CDS_NC_009800.1_1397810_1398599_neg,NC_009800.1,ECHS_RS06915,WP_000506490.1,fabI,1397810,1398599,neg,,enoyl-ACP reductase FabI,,COORDINATES: similar to AA sequence:RefSeq:WP_005126472.1,1.3.1.9,EcHS_A1401,76,2,,,,
CDS_NC_009800.1_1398878_1399214_neg,NC_009800.1,ECHS_RS06920,,,1398878,1399214,neg,True,DUF559 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415805.1,,EcHS_A1403,76,2,,,,
CDS_NC_009800.1_1817442_1819371_neg,NC_009800.1,ECHS_RS08915,WP_001144190.1,thrS,1817442,1819371,neg,,threonine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_006894721.1,6.1.1.3,EcHS_A1800,77,2,,,,
CDS_NC_009800.1_1819894_1821795_pos,NC_009800.1,ECHS_RS08920,,espL1,1819894,1821795,pos,True,type III secretion system effector EspL1,,COORDINATES: similar to AA sequence:RefSeq:NP_310454.1,,EcHS_A1801,77,2,,,,
CDS_NC_009800.1_2019211_2020012_neg,NC_009800.1,ECHS_RS09995,WP_012135898.1,tcyJ,2019211,2020012,neg,,cystine ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_416430.1,,EcHS_A2019,78,2,,,,
CDS_NC_009800.1_2020099_2020650_neg,NC_009800.1,ECHS_RS25485,,fliZ,2020099,2020650,neg,True,flagella biosynthesis regulatory protein FliZ,,COORDINATES: similar to AA sequence:RefSeq:NP_310687.2,,EcHS_A2020,78,2,,,,
CDS_NC_009800.1_2923142_2923871_pos,NC_009800.1,ECHS_RS14385,WP_012135963.1,,2923142,2923871,pos,,YgcG family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001268462.1,,EcHS_A2920,79,2,,,,
CDS_NC_009800.1_2923904_2924602_pos,NC_009800.1,ECHS_RS14390,,,2923904,2924602,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A2922,79,2,,,,
CDS_NC_009800.1_1438175_1438313_neg,NC_009800.1,ECHS_RS07115,,,1438175,1438313,neg,True,NAD-dependent dehydratase,,COORDINATES: similar to AA sequence:RefSeq:NP_707232.2,,,80,2,,,,
CDS_NC_009800.1_1437320_1438049_neg,NC_009800.1,ECHS_RS07110,WP_000219122.1,mpaA,1437320,1438049,neg,,murein tripeptide amidase MpaA,,COORDINATES: similar to AA sequence:RefSeq:NP_415842.2,,EcHS_A1442,80,2,,,,
CDS_NC_009800.1_2297491_2298190_pos,NC_009800.1,ECHS_RS11405,WP_000658586.1,yeiL,2297491,2298190,pos,,transcriptional regulator YeiL,,COORDINATES: similar to AA sequence:RefSeq:NP_311082.4,,EcHS_A2299,81,2,,,,
CDS_NC_009800.1_2298260_2299512_neg,NC_009800.1,ECHS_RS11410,,,2298260,2299512,neg,True,NupC/NupG family nucleoside CNT transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_416669.1,,EcHS_A2300,81,2,,,,
CDS_NC_009800.1_3779388_3780084_pos,NC_009800.1,ECHS_RS18655,WP_000893142.1,araD,3779388,3780084,pos,,L-ribulose-5-phosphate 4-epimerase,,COORDINATES: similar to AA sequence:RefSeq:NP_418040.1,5.1.3.4,EcHS_A3787,82,3,,,,
CDS_NC_009800.1_3780220_3780409_pos,NC_009800.1,ECHS_RS24360,,,3780220,3780409,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312486.1,,,82,3,,,,
CDS_NC_009800.1_3780115_3780217_neg,NC_009800.1,ECHS_RS25850,,,3780115,3780217,neg,True,AraC family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_312484.1,,,82,3,,,,
CDS_NC_009800.1_1360747_1360837_neg,NC_009800.1,ECHS_RS25405,,,1360747,1360837,neg,True,YkgJ family cysteine cluster protein,,COORDINATES: similar to AA sequence:RefSeq:NP_460692.1,,,83,2,,,,
CDS_NC_009800.1_1359976_1360720_neg,NC_009800.1,ECHS_RS06720,WP_000028540.1,,1359976,1360720,neg,,UPF0259 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415771.1,,EcHS_A1364,83,2,,,,
CDS_NC_009800.1_327122_327779_pos,NC_009800.1,ECHS_RS01610,WP_048902015.1,,327122,327779,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016062809.1,,EcHS_A0323,84,2,,,,
