,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_013364.1_4955984_4956965_pos,NC_013364.1,ECO111_RS25630,,,4955984,4956965,pos,True,DUF2713 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001560258.1,,ECO111_4870,91,2,,,,
CDS_NC_013364.1_2561277_2561811_neg,NC_013364.1,ECO111_RS13530,WP_001092858.1,,2561277,2561811,neg,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309123.1,,ECO111_2583,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_1457223_1457757_pos,NC_013364.1,ECO111_RS07605,WP_000992167.1,,1457223,1457757,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_310768.1,,ECO111_1435,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_1142760_1143294_pos,NC_013364.1,ECO111_RS05665,WP_001003118.1,,1142760,1143294,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309123.1,,ECO111_1073,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_2561853_2562370_neg,NC_013364.1,ECO111_RS13535,,,2561853,2562370,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001385817.1,,ECO111_2584,92,8,,,,
CDS_NC_013364.1_2037740_2038274_neg,NC_013364.1,ECO111_RS10650,WP_000992122.1,,2037740,2038274,neg,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_310768.1,,ECO111_2030,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_2419448_2419982_neg,NC_013364.1,ECO111_RS12665,WP_000992167.1,,2419448,2419982,neg,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_310768.1,,ECO111_2422,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_1206845_1207379_pos,NC_013364.1,ECO111_RS06120,WP_000087461.1,,1206845,1207379,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309240.1,,ECO111_1153,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_1621881_1622415_pos,NC_013364.1,ECO111_RS08500,WP_000992150.1,,1621881,1622415,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309559.1,,ECO111_1606,92,8,23.0,7.0,13.0,7.0
CDS_NC_013364.1_2213019_2213592_neg,NC_013364.1,ECO111_RS11570,WP_000954196.1,,2213019,2213592,neg,,serine acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_310665.2,,ECO111_2211,93,2,24.0,2.0,14.0,2.0
CDS_NC_013370.1_26300_26873_pos,NC_013370.1,ECO111_RS29110,WP_001369353.1,,26300,26873,pos,,serine acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_310665.2,,ECO111_p2-029,93,2,24.0,2.0,14.0,2.0
CDS_NC_013364.1_1109566_1110076_neg,NC_013364.1,ECO111_RS05390,WP_000288710.1,sulA,1109566,1110076,neg,,cell division inhibitor SulA,,COORDINATES: similar to AA sequence:RefSeq:NP_309069.1,,ECO111_1026,94,2,,,,
CDS_NC_013364.1_1110294_1110924_pos,NC_013364.1,ECO111_RS05395,,sxy,1110294,1110924,pos,True,CRP-S regulon transcriptional coactivator Sxy,,COORDINATES: similar to AA sequence:RefSeq:NP_415479.1,,ECO111_1027,94,2,,,,
CDS_NC_013364.1_4972038_4972536_pos,NC_013364.1,ECO111_RS25760,WP_000075132.1,rrrD,4972038,4972536,pos,,lysozyme RrrD,,COORDINATES: similar to AA sequence:RefSeq:NP_308846.1,3.2.1.17,ECO111_4890,95,2,25.0,2.0,15.0,2.0
CDS_NC_013364.1_2907896_2908394_neg,NC_013364.1,ECO111_RS15495,WP_000075144.1,rrrD,2907896,2908394,neg,,lysozyme RrrD,,COORDINATES: similar to AA sequence:RefSeq:NP_308846.1,3.2.1.17,ECO111_2964,95,2,25.0,2.0,15.0,2.0
CDS_NC_013364.1_3567208_3567685_pos,NC_013364.1,ECO111_RS18745,WP_001352551.1,,3567208,3567685,pos,,lytic transglycosylase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001311103.1,,ECO111_3583,96,2,,,,
CDS_NC_013364.1_3567729_3568362_neg,NC_013364.1,ECO111_RS18750,,,3567729,3568362,neg,True,response regulator transcription factor,,COORDINATES: similar to AA sequence:RefSeq:NP_311739.1,,ECO111_3584,96,2,,,,
CDS_NC_013364.1_1190620_1191091_neg,NC_013364.1,ECO111_RS05970,WP_000167579.1,,1190620,1191091,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000167579.1,,ECO111_1131,97,2,26.0,2.0,16.0,2.0
CDS_NC_013364.1_2653992_2654463_pos,NC_013364.1,ECO111_RS14235,WP_000167579.1,,2653992,2654463,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000167579.1,,ECO111_2717,97,2,26.0,2.0,16.0,2.0
CDS_NC_013364.1_1478164_1481644_pos,NC_013364.1,ECO111_RS07740,WP_000514853.1,,1478164,1481644,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310188.1,,ECO111_1464,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_1638417_1641894_pos,NC_013364.1,ECO111_RS08595,WP_000514851.1,,1638417,1641894,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310188.1,,ECO111_1628,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_4990364_4993841_pos,NC_013364.1,ECO111_RS25875,WP_000514845.1,,4990364,4993841,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_309148.1,,ECO111_4912,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_876250_879727_pos,NC_013364.1,ECO111_RS04340,WP_000514984.1,,876250,879727,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_309833.1,,ECO111_0823,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_2396746_2400244_neg,NC_013364.1,ECO111_RS12540,WP_000515051.1,,2396746,2400244,neg,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310017.1,,ECO111_2396,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_1765135_1768633_pos,NC_013364.1,ECO111_RS09290,WP_000515042.1,,1765135,1768633,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310017.1,,ECO111_1761,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_3319742_3323219_neg,NC_013364.1,ECO111_RS17490,WP_000514843.1,,3319742,3323219,neg,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310188.1,,ECO111_3345,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_2014344_2017818_neg,NC_013364.1,ECO111_RS10505,WP_000514717.1,,2014344,2017818,neg,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_309833.1,,ECO111_2003,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_2539825_2543302_neg,NC_013364.1,ECO111_RS13405,WP_000514844.1,,2539825,2543302,neg,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_310188.1,,ECO111_2558,98,9,27.0,9.0,17.0,9.0
CDS_NC_013364.1_564697_567112_pos,NC_013364.1,ECO111_RS02745,WP_000561841.1,,564697,567112,pos,,ABC transporter permease,,COORDINATES: similar to AA sequence:RefSeq:NP_415029.1,,ECO111_0531,99,2,,,,
CDS_NC_013364.1_567540_571753_pos,NC_013364.1,ECO111_RS02750,,,567540,571753,pos,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308587.2,,ECO111_0532,99,2,,,,
CDS_NC_013364.1_1623594_1624071_pos,NC_013364.1,ECO111_RS08510,WP_000373407.1,,1623594,1624071,pos,,DUF1441 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310991.1,,ECO111_1610,100,2,28.0,2.0,18.0,2.0
CDS_NC_013364.1_3336962_3337439_pos,NC_013364.1,ECO111_RS17600,WP_000373407.1,,3336962,3337439,pos,,DUF1441 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310991.1,,ECO111_3366,100,2,28.0,2.0,18.0,2.0
CDS_NC_013364.1_4241920_4242415_pos,NC_013364.1,ECO111_RS22240,WP_000988496.1,,4241920,4242415,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001759491.1,,ECO111_4253,101,2,,,,
CDS_NC_013364.1_4242509_4242665_pos,NC_013364.1,ECO111_RS33935,,,4242509,4242665,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518820.1,,,101,2,,,,
CDS_NC_013364.1_3343929_3344553_pos,NC_013364.1,ECO111_RS17635,WP_000974958.1,,3343929,3344553,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310981.1,,ECO111_3373,102,2,29.0,2.0,,
CDS_NC_013364.1_1630561_1631185_pos,NC_013364.1,ECO111_RS08545,WP_000974966.1,,1630561,1631185,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310981.1,,ECO111_1617,102,2,29.0,2.0,,
CDS_NC_013364.1_4102893_4103367_neg,NC_013364.1,ECO111_RS21495,WP_000460672.1,,4102893,4103367,neg,,DUF494 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_005134083.1,,ECO111_4104,103,2,,,,
CDS_NC_013364.1_4103338_4104447_neg,NC_013364.1,ECO111_RS21500,,dprA,4103338,4104447,neg,True,DNA-protecting protein DprA,,COORDINATES: similar to AA sequence:RefSeq:YP_026211.1,,,103,2,,,,
CDS_NC_013364.1_4124999_4125476_neg,NC_013364.1,ECO111_RS21695,WP_000675515.1,bfr,4124999,4125476,neg,,bacterioferritin,,COORDINATES: similar to AA sequence:RefSeq:NP_709111.1,,ECO111_4144,104,2,,,,
CDS_NC_013364.1_4125548_4125742_neg,NC_013364.1,ECO111_RS21700,,bfd,4125548,4125742,neg,True,bacterioferritin-associated ferredoxin,,COORDINATES: similar to AA sequence:RefSeq:NP_709112.1,,,104,2,,,,
CDS_NC_013364.1_2705178_2705628_neg,NC_013364.1,ECO111_RS14540,WP_000482917.1,wzb,2705178,2705628,neg,,low molecular weight protein-tyrosine-phosphatase Wzb,,COORDINATES: similar to AA sequence:RefSeq:WP_008785204.1,3.1.3.48,ECO111_2781,105,2,,,,
CDS_NC_013364.1_2705633_2706773_neg,NC_013364.1,ECO111_RS14545,,wza,2705633,2706773,neg,True,polysaccharide export protein Wza,,COORDINATES: similar to AA sequence:RefSeq:NP_310894.1,,,105,2,,,,
CDS_NC_013364.1_2609561_2610038_pos,NC_013364.1,ECO111_RS13895,WP_001186773.1,,2609561,2610038,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,ECO111_2647,106,3,30.0,3.0,19.0,3.0
CDS_NC_013364.1_1346341_1346818_pos,NC_013364.1,ECO111_RS06920,WP_001186738.1,,1346341,1346818,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309430.1,,ECO111_1303,106,3,30.0,3.0,19.0,3.0
CDS_NC_013364.1_333692_334169_neg,NC_013364.1,ECO111_RS01605,WP_001186787.1,,333692,334169,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309430.1,,ECO111_0311,106,3,30.0,3.0,19.0,3.0
CDS_NC_013364.1_334184_334670_neg,NC_013364.1,ECO111_RS01610,WP_000214420.1,,334184,334670,neg,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309429.1,,ECO111_0312,107,3,31.0,3.0,20.0,3.0
CDS_NC_013364.1_2609066_2609546_pos,NC_013364.1,ECO111_RS13890,WP_000860076.1,,2609066,2609546,pos,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310829.1,,ECO111_2646,107,3,31.0,3.0,20.0,3.0
CDS_NC_013364.1_1345840_1346326_pos,NC_013364.1,ECO111_RS06915,WP_000214398.1,,1345840,1346326,pos,,antirestriction protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309429.1,,ECO111_1302,107,3,31.0,3.0,20.0,3.0
CDS_NC_013364.1_1131179_1131641_pos,NC_013364.1,ECO111_RS05545,WP_001209481.1,,1131179,1131641,pos,,ead/Ea22-like family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001209479.1,,ECO111_1056,108,2,32.0,2.0,21.0,2.0
CDS_NC_013364.1_1609850_1610312_pos,NC_013364.1,ECO111_RS08400,WP_001209477.1,,1609850,1610312,pos,,ead/Ea22-like family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001209479.1,,ECO111_1586,108,2,32.0,2.0,21.0,2.0
CDS_NC_013364.1_3481642_3482943_neg,NC_013364.1,ECO111_RS18360,,rlmD,3481642,3482943,neg,True,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,,COORDINATES: similar to AA sequence:RefSeq:NP_708579.1,,,109,2,,,,
CDS_NC_013364.1_3479360_3481595_neg,NC_013364.1,ECO111_RS18355,WP_000226815.1,,3479360,3481595,neg,,GTP pyrophosphokinase,,COORDINATES: similar to AA sequence:RefSeq:NP_311671.1,,ECO111_3508,109,2,,,,
CDS_NC_013364.1_2647443_2647890_neg,NC_013364.1,ECO111_RS14175,WP_001303571.1,,2647443,2647890,neg,,recombination protein NinB,,COORDINATES: similar to AA sequence:RefSeq:NP_309222.1,,ECO111_2703,110,2,33.0,2.0,22.0,2.0
CDS_NC_013364.1_1198464_1198911_pos,NC_013364.1,ECO111_RS06040,WP_000814576.1,,1198464,1198911,pos,,recombination protein NinB,,COORDINATES: similar to AA sequence:RefSeq:NP_309222.1,,ECO111_1144,110,2,33.0,2.0,22.0,2.0
CDS_NC_013364.1_4982215_4982662_pos,NC_013364.1,ECO111_RS25825,WP_000573374.1,,4982215,4982662,pos,,HK97 gp10 family phage protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309574.1,,ECO111_4902,111,5,34.0,5.0,,
CDS_NC_013364.1_1468365_1468812_pos,NC_013364.1,ECO111_RS07675,WP_000573391.1,,1468365,1468812,pos,,HK97 gp10 family phage protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309825.1,,ECO111_1450,111,5,34.0,5.0,,
CDS_NC_013364.1_2027452_2027899_neg,NC_013364.1,ECO111_RS10570,WP_000573391.1,,2027452,2027899,neg,,HK97 gp10 family phage protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309825.1,,ECO111_2015,111,5,34.0,5.0,,
CDS_NC_013364.1_2408554_2409001_neg,NC_013364.1,ECO111_RS12595,WP_000573391.1,,2408554,2409001,neg,,HK97 gp10 family phage protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309825.1,,ECO111_2407,111,5,34.0,5.0,,
CDS_NC_013364.1_1756370_1756817_pos,NC_013364.1,ECO111_RS09230,WP_000573391.1,,1756370,1756817,pos,,HK97 gp10 family phage protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309825.1,,ECO111_1750,111,5,34.0,5.0,,
CDS_NC_013365.1_161297_161594_neg,NC_013365.1,ECO111_RS34180,,,161297,161594,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000856245.1,,,112,2,,,,
CDS_NC_013365.1_160810_161248_neg,NC_013365.1,ECO111_RS28710,WP_000280013.1,,160810,161248,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000280013.1,,ECO111_p1-175,112,2,,,,
CDS_NC_013364.1_3569016_3569238_neg,NC_013364.1,ECO111_RS34480,,,3569016,3569238,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001304051.1,,,113,2,,,,
CDS_NC_013364.1_3568582_3569014_neg,NC_013364.1,ECO111_RS34475,WP_001369445.1,,3568582,3569014,neg,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,ECO111_3586,113,2,,,,
CDS_NC_013364.1_2548932_2549355_neg,NC_013364.1,ECO111_RS13440,WP_000479045.1,,2548932,2549355,neg,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310195.1,,ECO111_2565,114,3,35.0,3.0,,
CDS_NC_013364.1_1632369_1632792_pos,NC_013364.1,ECO111_RS08560,WP_000479043.1,,1632369,1632792,pos,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310978.1,,ECO111_1620,114,3,35.0,3.0,,
CDS_NC_013364.1_3328840_3329263_neg,NC_013364.1,ECO111_RS17525,WP_000479043.1,,3328840,3329263,neg,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310978.1,,ECO111_3352,114,3,35.0,3.0,,
CDS_NC_013364.1_614291_614726_pos,NC_013364.1,ECO111_RS02995,WP_000459457.1,,614291,614726,pos,,phage tail assembly protein T,,COORDINATES: similar to AA sequence:RefSeq:NP_309669.1,,ECO111_0579,115,2,,,,
CDS_NC_013364.1_614718_616851_pos,NC_013364.1,ECO111_RS03000,,,614718,616851,pos,True,phage tail tape measure protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309141.1,,ECO111_0580,115,2,,,,
CDS_NC_013364.1_3333131_3333566_pos,NC_013364.1,ECO111_RS17565,WP_001204849.1,,3333131,3333566,pos,,antitermination protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309230.1,,ECO111_3360,116,2,36.0,2.0,23.0,2.0
CDS_NC_013364.1_1202328_1202763_pos,NC_013364.1,ECO111_RS06070,WP_001204880.1,,1202328,1202763,pos,,antitermination protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309230.1,,ECO111_1149,116,2,36.0,2.0,23.0,2.0
CDS_NC_013364.1_1241982_1242452_neg,NC_013364.1,ECO111_RS34225,,,1241982,1242452,neg,True,ead/Ea22-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309196.1,,,117,2,,,,
CDS_NC_013364.1_1241553_1241961_neg,NC_013364.1,ECO111_RS34220,WP_001120841.1,,1241553,1241961,neg,,DUF551 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001120841.1,,,117,2,,,,
CDS_NC_013364.1_2578071_2578497_neg,NC_013364.1,ECO111_RS13680,WP_000693883.1,,2578071,2578497,neg,,Rha family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_309098.1,,ECO111_2611,118,3,37.0,3.0,24.0,3.0
CDS_NC_013364.1_1443077_1443503_pos,NC_013364.1,ECO111_RS07495,WP_000693943.1,,1443077,1443503,pos,,Rha family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_310304.1,,ECO111_1415,118,3,37.0,3.0,24.0,3.0
CDS_NC_013364.1_1128859_1129285_pos,NC_013364.1,ECO111_RS05525,WP_000693949.1,,1128859,1129285,pos,,Rha family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_309098.1,,ECO111_1052,118,3,37.0,3.0,24.0,3.0
CDS_NC_013364.1_3894219_3894636_neg,NC_013364.1,ECO111_RS20420,WP_000560266.1,higA,3894219,3894636,neg,,type II toxin-antitoxin system antitoxin HigA,,COORDINATES: similar to AA sequence:RefSeq:NP_417553.1,,ECO111_3904,119,2,,,,
CDS_NC_013364.1_3894632_3894716_neg,NC_013364.1,ECO111_RS33925,,,3894632,3894716,neg,True,type II toxin-antitoxin system HigB family toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_311992.1,,,119,2,,,,
CDS_NC_013364.1_1624067_1626191_pos,NC_013364.1,ECO111_RS08515,WP_001077625.1,,1624067,1626191,pos,,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310990.1,,ECO111_1611,120,2,38.0,2.0,,
CDS_NC_013364.1_3337435_3339559_pos,NC_013364.1,ECO111_RS17605,WP_001077625.1,,3337435,3339559,pos,,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310990.1,,ECO111_3367,120,2,38.0,2.0,,
CDS_NC_013364.1_3563203_3563629_neg,NC_013364.1,ECO111_RS18720,WP_000350613.1,,3563203,3563629,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311733.2,,ECO111_3578,121,3,,,,
CDS_NC_013364.1_3563822_3564313_pos,NC_013364.1,ECO111_RS18725,,,3563822,3564313,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311734.1,,ECO111_3579,121,3,,,,
CDS_NC_013364.1_3564537_3565029_pos,NC_013364.1,ECO111_RS18730,,,3564537,3565029,pos,True,tetratricopeptide repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417328.1,,,121,3,,,,
CDS_NC_013364.1_2907462_2907900_neg,NC_013364.1,ECO111_RS15490,WP_000092247.1,,2907462,2907900,neg,,lysis protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009453323.1,,ECO111_2962,122,2,39.0,2.0,25.0,2.0
CDS_NC_013364.1_2642397_2642835_neg,NC_013364.1,ECO111_RS14115,WP_000092296.1,,2642397,2642835,neg,,lysis protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009453323.1,,ECO111_2692,122,2,39.0,2.0,25.0,2.0
CDS_NC_013364.1_1525606_1526026_pos,NC_013364.1,ECO111_RS07995,WP_000897379.1,,1525606,1526026,pos,,translesion error-prone DNA polymerase V autoproteolytic subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_309705.1,,ECO111_1511,123,2,,,,
CDS_NC_013364.1_1526025_1527293_pos,NC_013364.1,ECO111_RS08000,,umuC,1526025,1527293,pos,True,DNA polymerase V catalytic protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415702.1,,,123,2,,,,
CDS_NC_013364.1_2191266_2191662_neg,NC_013364.1,ECO111_RS11420,WP_000416308.1,,2191266,2191662,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000416306.1,,,124,2,,,,
CDS_NC_013364.1_2191672_2192464_neg,NC_013364.1,ECO111_RS11425,,,2191672,2192464,neg,True,tyrosine-type recombinase/integrase,,COORDINATES: similar to AA sequence:RefSeq:WP_001247208.1,,ECO111_2182,124,2,,,,
CDS_NC_013364.1_3573846_3574578_neg,NC_013364.1,ECO111_RS18810,,,3573846,3574578,neg,True,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001284706.1,,ECO111_3595,125,2,,,,
CDS_NC_013364.1_3573457_3573850_neg,NC_013364.1,ECO111_RS18805,WP_000834146.1,,3573457,3573850,neg,,EscU/YscU/HrcU family type III secretion system export apparatus switch protein,,COORDINATES: similar to AA sequence:RefSeq:WP_020218801.1,,ECO111_3594,125,2,,,,
CDS_NC_013366.1_9878_10268_neg,NC_013366.1,ECO111_RS29655,WP_001282151.1,,9878,10268,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: protein motif:HMM:NF013677.1,,ECO111_p3-08,126,4,40.0,2.0,26.0,2.0
CDS_NC_013366.1_65775_66165_pos,NC_013366.1,ECO111_RS30015,WP_001282151.1,,65775,66165,pos,,IS66 family insertion sequence hypothetical protein,,COORDINATES: protein motif:HMM:NF013677.1,,ECO111_p3-79,126,4,40.0,2.0,26.0,2.0
CDS_NC_013366.1_66161_66510_pos,NC_013366.1,ECO111_RS30020,,tnpB,66161,66510,pos,True,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_013060295.1,,ECO111_p3-80,126,4,,,,
CDS_NC_013366.1_10350_10884_pos,NC_013366.1,ECO111_RS29660,,,10350,10884,pos,True,IS66 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,ECO111_p3-09,126,4,,,,
CDS_NC_013364.1_1310014_1310174_pos,NC_013364.1,ECO111_RS33640,,,1310014,1310174,pos,True,transposase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001066419.1,,,127,2,,,,
CDS_NC_013364.1_1309491_1309878_pos,NC_013364.1,ECO111_RS06700,WP_001053349.1,,1309491,1309878,pos,,TerD family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001053349.1,,ECO111_1261,127,2,,,,
CDS_NC_013364.1_4282494_4283631_pos,NC_013364.1,ECO111_RS22455,,,4282494,4283631,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,ECO111_4293,128,3,,,,
CDS_NC_013364.1_4282003_4282354_pos,NC_013364.1,ECO111_RS22445,,,4282003,4282354,pos,True,lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_418051.1,,,128,3,,,,
CDS_NC_013364.1_4281515_4281899_pos,NC_013364.1,ECO111_RS22440,WP_001271686.1,,4281515,4281899,pos,,protein YhhH,,COORDINATES: similar to AA sequence:RefSeq:NP_417940.2,,ECO111_4291,128,3,,,,
CDS_NC_013364.1_2655689_2656073_pos,NC_013364.1,ECO111_RS14250,WP_000951320.1,,2655689,2656073,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000951334.1,,ECO111_2721,129,2,41.0,2.0,27.0,2.0
CDS_NC_013364.1_1189010_1189394_neg,NC_013364.1,ECO111_RS05955,WP_000951320.1,,1189010,1189394,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000951334.1,,ECO111_1127,129,2,41.0,2.0,27.0,2.0
CDS_NC_013364.1_2762279_2764313_pos,NC_013364.1,ECO111_RS14790,WP_001295427.1,metG,2762279,2764313,pos,,methionine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_310947.1,6.1.1.10,ECO111_2830,130,2,,,,
CDS_NC_013364.1_2764453_2768248_pos,NC_013364.1,ECO111_RS31645,,,2764453,2768248,pos,True,WGR and DUF4132 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001215568.1,,,130,2,,,,
CDS_NC_013364.1_2438714_2438819_pos,NC_013364.1,ECO111_RS31450,,,2438714,2438819,pos,True,DUF4222 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000457709.1,,ECO111_2451,131,2,,,,
CDS_NC_013364.1_2438311_2438683_pos,NC_013364.1,ECO111_RS12820,WP_001484100.1,,2438311,2438683,pos,,DUF5406 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001695578.1,,ECO111_2450,131,2,,,,
CDS_NC_013364.1_3752419_3753552_neg,NC_013364.1,ECO111_RS19720,,,3752419,3753552,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611435.1,,ECO111_3773,132,2,,,,
CDS_NC_013364.1_3751192_3751564_neg,NC_013364.1,ECO111_RS19715,WP_001339878.1,ler,3751192,3751564,neg,,type III secretion system LEE master regulator Ler,,COORDINATES: similar to AA sequence:RefSeq:NP_312615.2,,ECO111_3772,132,2,,,,
CDS_NC_013364.1_885023_885598_pos,NC_013364.1,ECO111_RS32890,,,885023,885598,pos,True,DUF1076 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310183.1,,,133,3,,,,
CDS_NC_013364.1_884208_884580_neg,NC_013364.1,ECO111_RS04375,WP_021351651.1,,884208,884580,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001400530.1,,ECO111_0829,133,3,,,,
CDS_NC_013364.1_884784_884865_pos,NC_013364.1,ECO111_RS30685,,,884784,884865,pos,True,tail fiber assembly protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309678.1,,,133,3,,,,
CDS_NC_013366.1_17064_17430_neg,NC_013366.1,ECO111_RS29715,WP_000091308.1,,17064,17430,neg,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,,134,6,42.0,5.0,28.0,5.0
