,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_011748.1_736408_736513_neg,NC_011748.1,EC55989_RS28550,WP_001312672.1,,736408,736513,neg,,DUF2618 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001312672.1,,
CDS_NC_011748.1_736787_737465_neg,NC_011748.1,EC55989_RS03470,WP_000186101.1,kdpE,736787,737465,neg,,two-component system response regulator KdpE,,COORDINATES: similar to AA sequence:RefSeq:NP_459687.1,,EC55989_0678
CDS_NC_011748.1_737461_740146_neg,NC_011748.1,EC55989_RS03475,WP_001356143.1,kdpD,737461,740146,neg,,two-component system sensor histidine kinase KdpD,,COORDINATES: similar to AA sequence:RefSeq:NP_308750.1,2.7.13.3,EC55989_0679
CDS_NC_011748.1_740138_740711_neg,NC_011748.1,EC55989_RS03480,WP_001344323.1,kdpC,740138,740711,neg,,K(+)-transporting ATPase subunit C,,COORDINATES: similar to AA sequence:RefSeq:NP_415224.1,7.2.2.6,EC55989_0680
CDS_NC_011748.1_740719_742768_neg,NC_011748.1,EC55989_RS03485,WP_000087961.1,kdpB,740719,742768,neg,,potassium-transporting ATPase subunit KdpB,,COORDINATES: similar to AA sequence:RefSeq:NP_415225.1,7.2.2.6,EC55989_0681
CDS_NC_011748.1_742790_744464_neg,NC_011748.1,EC55989_RS03490,WP_000741112.1,kdpA,742790,744464,neg,,potassium-transporting ATPase subunit KdpA,,COORDINATES: similar to AA sequence:RefSeq:NP_706533.2,7.2.2.6,EC55989_0682
CDS_NC_011748.1_744463_744553_neg,NC_011748.1,EC55989_RS03495,WP_001272653.1,kdpF,744463,744553,neg,,K(+)-transporting ATPase subunit F,,COORDINATES: similar to AA sequence:RefSeq:YP_588443.1,,
CDS_NC_011748.1_744865_745072_pos,NC_011748.1,EC55989_RS03500,WP_000424924.1,,744865,745072,pos,,YbfA family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308755.1,,EC55989_0683
CDS_NC_011748.1_745314_749508_pos,NC_011748.1,EC55989_RS03505,WP_000015022.1,rhsC,745314,749508,pos,,rhs element protein RhsC,,COORDINATES: similar to AA sequence:RefSeq:NP_415229.1,,EC55989_0684
CDS_NC_011748.1_749507_749834_pos,NC_011748.1,EC55989_RS03510,WP_000873944.1,,749507,749834,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415230.1,,EC55989_0685
CDS_NC_011748.1_749879_751385_pos,NC_011748.1,EC55989_RS03515,,,749879,751385,pos,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308756.1,,EC55989_0686
CDS_NC_011748.1_751381_751951_pos,NC_011748.1,EC55989_RS03520,WP_000832340.1,,751381,751951,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415232.1,,EC55989_0687
CDS_NC_011748.1_752176_752410_pos,NC_011748.1,EC55989_RS03525,,,752176,752410,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,EC55989_0688
CDS_NC_011748.1_752556_753315_pos,NC_011748.1,EC55989_RS03530,,,752556,753315,pos,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,EC55989_0689
CDS_NC_011748.1_753465_753975_pos,NC_011748.1,EC55989_RS03535,WP_001076004.1,,753465,753975,pos,,YbgA family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706525.1,,EC55989_0690
CDS_NC_011748.1_753971_755390_pos,NC_011748.1,EC55989_RS03540,WP_000628038.1,phrB,753971,755390,pos,,deoxyribodipyrimidine photo-lyase,,COORDINATES: similar to AA sequence:RefSeq:WP_001740284.1,4.1.99.3,EC55989_0691
CDS_NC_011748.1_755431_756913_neg,NC_011748.1,EC55989_RS03545,WP_001032694.1,dtpD,755431,756913,neg,,dipeptide permease DtpD,,COORDINATES: similar to AA sequence:RefSeq:NP_706523.1,,EC55989_0692
CDS_NC_011748.1_757183_757927_pos,NC_011748.1,EC55989_RS03550,WP_000798871.1,ybgI,757183,757927,pos,,radiation resistance protein YbgI,,COORDINATES: similar to AA sequence:RefSeq:WP_000798886.1,,EC55989_0693
CDS_NC_011748.1_757949_758606_pos,NC_011748.1,EC55989_RS03555,WP_001188343.1,pxpB,757949,758606,pos,,5-oxoprolinase subunit PxpB,,COORDINATES: similar to AA sequence:RefSeq:NP_308763.1,3.5.2.9,EC55989_0694
CDS_NC_011748.1_758599_759532_pos,NC_011748.1,EC55989_RS03560,WP_000912736.1,pxpC,758599,759532,pos,,5-oxoprolinase subunit PxpC,,COORDINATES: similar to AA sequence:RefSeq:NP_308764.1,3.5.2.9,EC55989_0695
CDS_NC_011748.1_759521_760256_pos,NC_011748.1,EC55989_RS03565,WP_000687142.1,pxpA,759521,760256,pos,,5-oxoprolinase subunit PxpA,,COORDINATES: similar to AA sequence:RefSeq:NP_706520.1,3.5.2.9,EC55989_0696
CDS_NC_011748.1_760291_761083_pos,NC_011748.1,EC55989_RS03570,WP_001114035.1,nei,760291,761083,pos,,endonuclease VIII,,COORDINATES: similar to AA sequence:RefSeq:NP_706519.1,4.2.99.18,EC55989_0697
CDS_NC_011748.1_761079_762126_neg,NC_011748.1,EC55989_RS03575,WP_001297246.1,,761079,762126,neg,,AbrB family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_415243.4,,EC55989_0698
CDS_NC_011748.1_762277_763339_neg,NC_011748.1,EC55989_RS03580,WP_001272421.1,,762277,763339,neg,,fimbrial protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415244.4,,EC55989_0699
CDS_NC_011748.1_763335_764067_neg,NC_011748.1,EC55989_RS03585,WP_000143529.1,,763335,764067,neg,,molecular chaperone,,COORDINATES: similar to AA sequence:RefSeq:NP_706517.2,,EC55989_0700
CDS_NC_011748.1_764081_766541_neg,NC_011748.1,EC55989_RS03590,WP_162493379.1,,764081,766541,neg,,fimbria/pilus outer membrane usher protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706516.2,,EC55989_0701
CDS_NC_011748.1_766591_767158_neg,NC_011748.1,EC55989_RS03595,WP_000472422.1,,766591,767158,neg,,type 1 fimbrial protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706515.1,,EC55989_0702
CDS_NC_011748.1_767547_768831_neg,NC_011748.1,EC55989_RS03600,WP_000785834.1,gltA,767547,768831,neg,,citrate (Si)-synthase,,COORDINATES: similar to AA sequence:RefSeq:NP_415248.1,2.3.3.1,EC55989_0703
CDS_NC_011748.1_769036_769144_neg,NC_011748.1,EC55989_RS28555,WP_001305582.1,,769036,769144,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518759.1,,EC55989_0704
CDS_NC_011748.1_769524_769929_pos,NC_011748.1,EC55989_RS03610,WP_000263347.1,sdhC,769524,769929,pos,,succinate dehydrogenase cytochrome b556 subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_000263334.1,1.3.5.1,EC55989_0705
CDS_NC_011748.1_769922_770270_pos,NC_011748.1,EC55989_RS03615,WP_000254371.1,sdhD,769922,770270,pos,,succinate dehydrogenase membrane anchor subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_415250.1,,EC55989_0706
CDS_NC_011748.1_770269_772036_pos,NC_011748.1,EC55989_RS03620,WP_000775540.1,sdhA,770269,772036,pos,,succinate dehydrogenase flavoprotein subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_005122549.1,1.3.5.1,EC55989_0707
CDS_NC_011748.1_772051_772768_pos,NC_011748.1,EC55989_RS03625,WP_001235263.1,sdhB,772051,772768,pos,,succinate dehydrogenase iron-sulfur subunit SdhB,,COORDINATES: similar to AA sequence:RefSeq:WP_012133276.1,1.3.5.1,EC55989_0708
CDS_NC_011748.1_772968_775770_pos,NC_011748.1,EC55989_RS03635,WP_001181473.1,sucA,772968,775770,pos,,2-oxoglutarate dehydrogenase E1 component,,COORDINATES: similar to AA sequence:RefSeq:NP_308778.1,1.2.4.2,EC55989_0709
CDS_NC_011748.1_775784_777002_pos,NC_011748.1,EC55989_RS03640,WP_000099834.1,odhB,775784,777002,pos,,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_308779.1,2.3.1.61,EC55989_0710
CDS_NC_011748.1_777095_778262_pos,NC_011748.1,EC55989_RS03645,WP_001048602.1,sucC,777095,778262,pos,,ADP-forming succinate--CoA ligase subunit beta,,COORDINATES: similar to AA sequence:RefSeq:WP_012133271.1,6.2.1.5,EC55989_0711
CDS_NC_011748.1_778261_779131_pos,NC_011748.1,EC55989_RS03650,WP_000025458.1,sucD,778261,779131,pos,,succinate--CoA ligase subunit alpha,,COORDINATES: similar to AA sequence:RefSeq:NP_308781.1,6.2.1.5,EC55989_0712
CDS_NC_011748.1_779234_779957_neg,NC_011748.1,EC55989_RS03655,WP_000509899.1,mngR,779234,779957,neg,,mannosyl-D-glycerate transport/metabolism system transcriptional repressor MngR,,COORDINATES: similar to AA sequence:RefSeq:NP_415258.1,,EC55989_0713
CDS_NC_011748.1_780125_782042_pos,NC_011748.1,EC55989_RS03660,WP_001054850.1,mngA,780125,782042,pos,,PTS 2-O-a-mannosyl-D-glycerate transporter subunit IIABC,,COORDINATES: similar to AA sequence:RefSeq:WP_001393949.1,,EC55989_0714
CDS_NC_011748.1_782059_784693_pos,NC_011748.1,EC55989_RS03665,WP_000649004.1,mngB,782059,784693,pos,,mannosylglycerate hydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_415260.1,3.2.1.170,EC55989_0715
CDS_NC_011748.1_785539_787108_pos,NC_011748.1,EC55989_RS03675,WP_000884361.1,cydA,785539,787108,pos,,cytochrome ubiquinol oxidase subunit I,,COORDINATES: similar to AA sequence:RefSeq:NP_415261.2,,EC55989_0718
CDS_NC_011748.1_787123_788263_pos,NC_011748.1,EC55989_RS03680,WP_000568275.1,cydB,787123,788263,pos,,cytochrome d ubiquinol oxidase subunit II,,COORDINATES: similar to AA sequence:RefSeq:WP_000568269.1,,EC55989_0719
CDS_NC_011748.1_788277_788391_pos,NC_011748.1,EC55989_RS03685,WP_000270282.1,cydX,788277,788391,pos,,cytochrome bd-I oxidase subunit CydX,,COORDINATES: similar to AA sequence:RefSeq:YP_588444.1,,
CDS_NC_011748.1_788390_788684_pos,NC_011748.1,EC55989_RS03690,WP_000034602.1,ybgE,788390,788684,pos,,cyd operon protein YbgE,,COORDINATES: similar to AA sequence:RefSeq:NP_308797.1,,EC55989_0720
CDS_NC_011748.1_788833_789238_pos,NC_011748.1,EC55989_RS03695,WP_001098384.1,ybgC,788833,789238,pos,,tol-pal system-associated acyl-CoA thioesterase,,COORDINATES: similar to AA sequence:RefSeq:NP_308798.1,3.1.2.20,EC55989_0721
CDS_NC_011748.1_789234_789927_pos,NC_011748.1,EC55989_RS03700,WP_000131314.1,tolQ,789234,789927,pos,,Tol-Pal system protein TolQ,,COORDINATES: similar to AA sequence:RefSeq:NP_308799.1,,EC55989_0722
CDS_NC_011748.1_789930_790359_pos,NC_011748.1,EC55989_RS03705,WP_000090097.1,tolR,789930,790359,pos,,colicin uptake protein TolR,,COORDINATES: similar to AA sequence:RefSeq:WP_015965300.1,,EC55989_0723
CDS_NC_011748.1_790423_791689_pos,NC_011748.1,EC55989_RS03710,WP_000030637.1,tolA,790423,791689,pos,,cell envelope integrity protein TolA,,COORDINATES: similar to AA sequence:RefSeq:NP_415267.1,,EC55989_0724
CDS_NC_011748.1_791821_793114_pos,NC_011748.1,EC55989_RS03715,WP_001295307.1,tolB,791821,793114,pos,,Tol-Pal system protein TolB,,COORDINATES: similar to AA sequence:RefSeq:WP_001646851.1,,EC55989_0725
CDS_NC_011748.1_793148_793670_pos,NC_011748.1,EC55989_RS03720,WP_001295306.1,pal,793148,793670,pos,,peptidoglycan-associated lipoprotein Pal,,COORDINATES: similar to AA sequence:RefSeq:NP_308803.1,,EC55989_0726
CDS_NC_011748.1_793679_794471_pos,NC_011748.1,EC55989_RS03725,WP_000097580.1,cpoB,793679,794471,pos,,cell division protein CpoB,,COORDINATES: similar to AA sequence:RefSeq:NP_308804.1,,EC55989_0727
CDS_NC_011748.1_795939_796983_pos,NC_011748.1,EC55989_RS03765,WP_000115295.1,nadA,795939,796983,pos,,quinolinate synthase NadA,,COORDINATES: similar to AA sequence:RefSeq:NP_415271.1,2.5.1.72,EC55989_0729
CDS_NC_011748.1_797020_797740_pos,NC_011748.1,EC55989_RS03770,WP_000345410.1,pnuC,797020,797740,pos,,nicotinamide riboside transporter PnuC,,COORDINATES: similar to AA sequence:RefSeq:NP_415272.1,,EC55989_0730
CDS_NC_011748.1_797736_798678_neg,NC_011748.1,EC55989_RS03775,WP_000951292.1,zitB,797736,798678,neg,,CDF family zinc transporter ZitB,,COORDINATES: similar to AA sequence:RefSeq:NP_415273.1,,EC55989_0731
CDS_NC_011748.1_798791_799172_neg,NC_011748.1,EC55989_RS03780,WP_000784351.1,,798791,799172,neg,,YbgS-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415274.1,,EC55989_0732
CDS_NC_011748.1_799487_800540_pos,NC_011748.1,EC55989_RS03790,WP_001109196.1,aroG,799487,800540,pos,,3-deoxy-7-phosphoheptulonate synthase AroG,,COORDINATES: similar to AA sequence:RefSeq:WP_001109196.1,2.5.1.54,EC55989_0733
CDS_NC_011748.1_800697_801450_neg,NC_011748.1,EC55989_RS03795,WP_001295305.1,gpmA,800697,801450,neg,,"2,3-diphosphoglycerate-dependent phosphoglycerate mutase",,COORDINATES: similar to AA sequence:RefSeq:WP_000301556.1,5.4.2.11,EC55989_0734
CDS_NC_011748.1_801654_802695_neg,NC_011748.1,EC55989_RS03800,WP_000931389.1,galM,801654,802695,neg,,galactose-1-epimerase,,COORDINATES: similar to AA sequence:RefSeq:NP_415277.1,,EC55989_0735
CDS_NC_011748.1_802688_803837_neg,NC_011748.1,EC55989_RS03805,WP_000053415.1,galK,802688,803837,neg,,galactokinase,,COORDINATES: similar to AA sequence:RefSeq:WP_001713229.1,2.7.1.6,EC55989_0736
CDS_NC_011748.1_803840_804887_neg,NC_011748.1,EC55989_RS03810,WP_000191531.1,galT,803840,804887,neg,,galactose-1-phosphate uridylyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_308813.1,,EC55989_0737
CDS_NC_011748.1_804896_805913_neg,NC_011748.1,EC55989_RS03815,WP_001265438.1,galE,804896,805913,neg,,UDP-glucose 4-epimerase GalE,,COORDINATES: similar to AA sequence:RefSeq:NP_415280.3,5.1.3.2,EC55989_0738
CDS_NC_011748.1_806173_807646_neg,NC_011748.1,EC55989_RS03820,WP_000096881.1,modF,806173,807646,neg,,molybdate ABC transporter ATP-binding protein ModF,,COORDINATES: similar to AA sequence:RefSeq:NP_415281.1,,EC55989_0739
CDS_NC_011748.1_807713_808502_neg,NC_011748.1,EC55989_RS03825,WP_001147439.1,modE,807713,808502,neg,,molybdenum-dependent transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_308816.1,,EC55989_0741
CDS_NC_011748.1_808630_808780_pos,NC_011748.1,EC55989_RS03830,WP_000891515.1,acrZ,808630,808780,pos,,multidrug efflux pump accessory protein AcrZ,,COORDINATES: similar to AA sequence:RefSeq:NP_308817.1,,EC55989_0742
CDS_NC_011748.1_808946_809720_pos,NC_011748.1,EC55989_RS03835,WP_000101987.1,modA,808946,809720,pos,,molybdate ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308818.1,,EC55989_0743
CDS_NC_011748.1_809719_810409_pos,NC_011748.1,EC55989_RS03840,WP_000604032.1,modB,809719,810409,pos,,molybdate ABC transporter permease subunit,,COORDINATES: similar to AA sequence:RefSeq:NP_308819.1,,EC55989_0744
CDS_NC_011748.1_810411_811470_pos,NC_011748.1,EC55989_RS03845,WP_000891676.1,modC,810411,811470,pos,,molybdenum ABC transporter ATP-binding protein ModC,,COORDINATES: similar to AA sequence:RefSeq:NP_308820.1,7.3.2.5,EC55989_0745
CDS_NC_011748.1_811470_812289_neg,NC_011748.1,EC55989_RS03850,WP_000213425.1,ybhA,811470,812289,neg,,"bifunctional pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",,COORDINATES: similar to AA sequence:RefSeq:NP_308821.1,3.1.3.74,EC55989_0746
CDS_NC_011748.1_812443_813439_pos,NC_011748.1,EC55989_RS03855,WP_000815435.1,pgl,812443,813439,pos,,6-phosphogluconolactonase,,COORDINATES: similar to AA sequence:RefSeq:NP_415288.1,3.1.1.31,EC55989_0747
CDS_NC_011748.1_813479_814151_neg,NC_011748.1,EC55989_RS03860,WP_167309365.1,,813479,814151,neg,,transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_001706182.1,,EC55989_0748
CDS_NC_011748.1_814237_814935_pos,NC_011748.1,EC55989_RS03865,,,814237,814935,pos,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EC55989_0750
CDS_NC_011748.1_814952_815621_pos,NC_011748.1,EC55989_RS03870,,,814952,815621,pos,True,4-oxalomesaconate tautomerase,,COORDINATES: similar to AA sequence:RefSeq:NP_415290.1,,EC55989_0751
CDS_NC_011748.1_815696_817130_pos,NC_011748.1,EC55989_RS03875,WP_001036475.1,,815696,817130,pos,,anion permease,,COORDINATES: similar to AA sequence:RefSeq:NP_415291.1,,EC55989_0752
CDS_NC_011748.1_817312_819574_pos,NC_011748.1,EC55989_RS03880,WP_000593936.1,,817312,819574,pos,,hydratase,,COORDINATES: similar to AA sequence:RefSeq:NP_415292.2,,EC55989_0753
CDS_NC_011748.1_819807_821091_neg,NC_011748.1,EC55989_RS03885,WP_001091569.1,,819807,821091,neg,,putative acyl-CoA thioester hydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_415293.1,,EC55989_0754
CDS_NC_011748.1_821225_822296_neg,NC_011748.1,EC55989_RS03890,WP_000533642.1,,821225,822296,neg,,tyrosine-type recombinase/integrase,,COORDINATES: similar to AA sequence:RefSeq:WP_000533644.1,,EC55989_0755
CDS_NC_011748.1_822273_822492_neg,NC_011748.1,EC55989_RS03895,WP_001303849.1,,822273,822492,neg,,excisionase,,COORDINATES: similar to AA sequence:RefSeq:WP_001325331.1,,
CDS_NC_011748.1_822531_822699_neg,NC_011748.1,EC55989_RS03900,WP_000545745.1,,822531,822699,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308829.1,,
CDS_NC_011748.1_822941_823544_pos,NC_011748.1,EC55989_RS03905,WP_000120064.1,,822941,823544,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308831.2,,
CDS_NC_011748.1_823754_823976_neg,NC_011748.1,EC55989_RS03910,WP_000763367.1,,823754,823976,neg,,TraR/DksA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_308832.1,,EC55989_0758
CDS_NC_011748.1_824074_824290_neg,NC_011748.1,EC55989_RS03915,WP_000188870.1,,824074,824290,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000151206.1,,EC55989_0759
CDS_NC_011748.1_824366_824558_neg,NC_011748.1,EC55989_RS03925,WP_000548541.1,,824366,824558,neg,,DUF1382 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308834.1,,EC55989_0761
CDS_NC_011748.1_824530_824713_neg,NC_011748.1,EC55989_RS03930,WP_000682318.1,,824530,824713,neg,,DUF1317 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309200.1,,
CDS_NC_011748.1_824709_825390_neg,NC_011748.1,EC55989_RS03935,WP_000186833.1,,824709,825390,neg,,YqaJ viral recombinase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308836.1,,EC55989_0762
CDS_NC_011748.1_825386_826172_neg,NC_011748.1,EC55989_RS03940,WP_000100847.1,bet,825386,826172,neg,,phage recombination protein Bet,,COORDINATES: similar to AA sequence:RefSeq:NP_311028.1,,EC55989_0763
CDS_NC_011748.1_826177_826474_neg,NC_011748.1,EC55989_RS03945,WP_000995433.1,,826177,826474,neg,,host-nuclease inhibitor protein Gam,,COORDINATES: similar to AA sequence:RefSeq:NP_309203.2,,EC55989_0764
CDS_NC_011748.1_826549_826756_neg,NC_011748.1,EC55989_RS03950,WP_000233576.1,,826549,826756,neg,,phage encoded cell division inhibitor protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001524508.1,,EC55989_0765
CDS_NC_011748.1_827353_828043_neg,NC_011748.1,EC55989_RS03955,WP_000858975.1,,827353,828043,neg,,helix-turn-helix transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000858971.1,,EC55989_0766
CDS_NC_011748.1_828147_828378_pos,NC_011748.1,EC55989_RS03960,WP_001067458.1,,828147,828378,pos,,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001067458.1,,EC55989_0767
CDS_NC_011748.1_828447_828987_pos,NC_011748.1,EC55989_RS03965,WP_001182903.1,,828447,828987,pos,,toxin YdaT domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001182892.1,,EC55989_0768
CDS_NC_011748.1_828983_830003_pos,NC_011748.1,EC55989_RS03970,WP_000147903.1,,828983,830003,pos,,replication protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000147908.1,,EC55989_0769
CDS_NC_011748.1_829999_830701_pos,NC_011748.1,EC55989_RS03975,WP_000788812.1,,829999,830701,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309639.1,,EC55989_0770
CDS_NC_011748.1_830697_831000_pos,NC_011748.1,EC55989_RS03980,WP_000145901.1,,830697,831000,pos,,protein ren,,COORDINATES: similar to AA sequence:RefSeq:NP_309640.1,,EC55989_0771
CDS_NC_011748.1_831067_831400_pos,NC_011748.1,EC55989_RS03985,WP_001070442.1,emrE,831067,831400,pos,,SMR family multidrug efflux protein EmrE,,COORDINATES: similar to AA sequence:RefSeq:NP_309641.1,,EC55989_0772
CDS_NC_011748.1_831448_831559_pos,NC_011748.1,EC55989_RS28565,WP_044168796.1,,831448,831559,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009518754.1,,
CDS_NC_011748.1_831655_833182_pos,NC_011748.1,EC55989_RS03995,WP_000709099.1,,831655,833182,pos,,recombinase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415076.1,,EC55989_0773
CDS_NC_011748.1_833293_833533_pos,NC_011748.1,EC55989_RS04000,WP_000338663.1,,833293,833533,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000338663.1,,EC55989_0775
CDS_NC_011748.1_834109_834361_pos,NC_011748.1,EC55989_RS29190,WP_001391403.1,,834109,834361,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001391403.1,,
CDS_NC_011748.1_834457_834559_pos,NC_011748.1,EC55989_RS27865,WP_072147432.1,,834457,834559,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:YP_001165308.1,,
CDS_NC_011748.1_834555_835011_pos,NC_011748.1,EC55989_RS04010,WP_001053034.1,ybcN,834555,835011,pos,,DNA base-flipping protein YbcN,,COORDINATES: similar to AA sequence:RefSeq:NP_415079.1,,EC55989_0777
CDS_NC_011748.1_835010_835181_pos,NC_011748.1,EC55989_RS04015,WP_000224912.1,,835010,835181,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309644.1,,EC55989_0778
CDS_NC_011748.1_835173_835464_pos,NC_011748.1,EC55989_RS04020,WP_000774504.1,,835173,835464,pos,,DUF1364 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309645.1,,EC55989_0779
CDS_NC_011748.1_835460_835822_pos,NC_011748.1,EC55989_RS04025,,rusA,835460,835822,pos,True,crossover junction endodeoxyribonuclease RusA,,COORDINATES: similar to AA sequence:RefSeq:NP_415082.1,,
CDS_NC_011748.1_835818_835959_pos,NC_011748.1,EC55989_RS04030,WP_000971074.1,,835818,835959,pos,,YlcG family protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588439.1,,
CDS_NC_011748.1_836044_836428_pos,NC_011748.1,EC55989_RS04035,WP_001204791.1,quuD,836044,836428,pos,,antitermination protein QuuD,,COORDINATES: similar to AA sequence:RefSeq:NP_415083.1,,EC55989_0781
CDS_NC_011748.1_836616_837699_neg,NC_011748.1,EC55989_RS04040,WP_000737263.1,,836616,837699,neg,,porin OmpD,,COORDINATES: similar to AA sequence:RefSeq:NP_707819.1,,EC55989_0782
CDS_NC_011748.1_838287_838503_pos,NC_011748.1,EC55989_RS04045,WP_000839596.1,essD,838287,838503,pos,,phage lysis protein EssD,,COORDINATES: similar to AA sequence:RefSeq:NP_415086.1,,EC55989_0783
CDS_NC_011748.1_838502_839000_pos,NC_011748.1,EC55989_RS04050,WP_001135297.1,rrrD,838502,839000,pos,,lysozyme RrrD,,COORDINATES: similar to AA sequence:RefSeq:NP_415087.1,3.2.1.17,EC55989_0784
CDS_NC_011748.1_838996_839434_pos,NC_011748.1,EC55989_RS04055,WP_000092234.1,,838996,839434,pos,,lysis protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009453323.1,,EC55989_0785
CDS_NC_011748.1_839639_840161_pos,NC_011748.1,EC55989_RS04060,WP_001028465.1,,839639,840161,pos,,KilA-N domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001723433.1,,EC55989_0786
CDS_NC_011748.1_840510_840921_neg,NC_011748.1,EC55989_RS04070,WP_000079508.1,,840510,840921,neg,,DUF1398 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001619138.1,,EC55989_0787
CDS_NC_011748.1_840977_841211_neg,NC_011748.1,EC55989_RS04075,WP_000105084.1,,840977,841211,neg,,YlcI/YnfO family protein,,COORDINATES: similar to AA sequence:RefSeq:YP_588454.1,,EC55989_0788
CDS_NC_011748.1_841599_842145_pos,NC_011748.1,EC55989_RS04090,WP_000453580.1,,841599,842145,pos,,DNA-packaging protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415092.1,,EC55989_0789
CDS_NC_011748.1_842119_844044_pos,NC_011748.1,EC55989_RS04095,,,842119,844044,pos,True,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309657.1,,EC55989_0790
CDS_NC_011748.1_844040_844247_pos,NC_011748.1,EC55989_RS04105,WP_000198149.1,,844040,844247,pos,,gpW family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309658.1,,EC55989_0792
CDS_NC_011748.1_844243_845845_pos,NC_011748.1,EC55989_RS04110,WP_012601934.1,,844243,845845,pos,,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309659.1,,EC55989_0793
CDS_NC_011748.1_845825_847145_pos,NC_011748.1,EC55989_RS04115,WP_000123216.1,,845825,847145,pos,,S49 family peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_309660.1,,EC55989_0794
CDS_NC_011748.1_847154_847487_pos,NC_011748.1,EC55989_RS04120,WP_001299443.1,,847154,847487,pos,,head decoration protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309661.1,,EC55989_0795
CDS_NC_011748.1_847542_848568_pos,NC_011748.1,EC55989_RS04125,WP_000063238.1,,847542,848568,pos,,major capsid protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309662.1,,EC55989_0796
CDS_NC_011748.1_848609_849005_pos,NC_011748.1,EC55989_RS04130,WP_000158875.1,,848609,849005,pos,,DNA-packaging protein FI,,COORDINATES: similar to AA sequence:RefSeq:NP_309663.1,,EC55989_0797
