,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_013364.1_944859_946452_pos,NC_013364.1,ECO111_RS04680,WP_000923072.1,,944859,946452,pos,,ABC-F family ATPase,,COORDINATES: similar to AA sequence:RefSeq:NP_308924.1,,ECO111_0888
CDS_NC_013364.1_946688_947954_neg,NC_013364.1,ECO111_RS04685,WP_000168797.1,,946688,947954,neg,,DUF1479 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415342.1,,ECO111_0889
CDS_NC_013364.1_948105_948921_neg,NC_013364.1,ECO111_RS04690,WP_000114244.1,ybiV,948105,948921,neg,,sugar-phosphatase YbiV,,COORDINATES: similar to AA sequence:RefSeq:NP_308926.1,3.1.3.23,ECO111_0890
CDS_NC_013364.1_949066_951499_neg,NC_013364.1,ECO111_RS04695,WP_000209359.1,,949066,951499,neg,,glycyl radical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415344.1,,ECO111_0891
CDS_NC_013364.1_951504_952404_neg,NC_013364.1,ECO111_RS04700,WP_001295295.1,,951504,952404,neg,,glycyl-radical enzyme activating protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415345.2,,ECO111_0892
CDS_NC_013364.1_952534_953197_pos,NC_013364.1,ECO111_RS04705,WP_000424890.1,fsa,952534,953197,pos,,fructose-6-phosphate aldolase,,COORDINATES: similar to AA sequence:RefSeq:NP_415346.4,,ECO111_0893
CDS_NC_013364.1_953272_954022_neg,NC_013364.1,ECO111_RS04710,WP_000137924.1,moeB,953272,954022,neg,,molybdopterin-synthase adenylyltransferase MoeB,,COORDINATES: similar to AA sequence:RefSeq:NP_706703.1,,ECO111_0894
CDS_NC_013364.1_954021_955257_neg,NC_013364.1,ECO111_RS04715,WP_000397324.1,moeA,954021,955257,neg,,molybdopterin molybdotransferase MoeA,,COORDINATES: similar to AA sequence:RefSeq:NP_415348.1,2.10.1.1,ECO111_0895
CDS_NC_013364.1_955460_956426_pos,NC_013364.1,ECO111_RS04720,WP_000513775.1,iaaA,955460,956426,pos,,beta-aspartyl-peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_415349.1,3.4.19.5,ECO111_0896
CDS_NC_013364.1_956412_958284_pos,NC_013364.1,ECO111_RS04725,WP_001296993.1,gsiA,956412,958284,pos,,glutathione ABC transporter ATP-binding protein GsiA,,COORDINATES: similar to AA sequence:RefSeq:NP_415350.2,,ECO111_0897
CDS_NC_013364.1_958303_959842_pos,NC_013364.1,ECO111_RS04730,WP_000090130.1,gsiB,958303,959842,pos,,glutathione ABC transporter substrate-binding protein GsiB,,COORDINATES: similar to AA sequence:RefSeq:NP_706707.2,,ECO111_0898
CDS_NC_013364.1_959859_960780_pos,NC_013364.1,ECO111_RS04735,WP_000936040.1,gsiC,959859,960780,pos,,glutathione ABC transporter permease GsiC,,COORDINATES: similar to AA sequence:RefSeq:NP_415352.1,,ECO111_0899
CDS_NC_013364.1_960782_961694_pos,NC_013364.1,ECO111_RS04740,WP_001236047.1,gsiD,960782,961694,pos,,glutathione ABC transporter permease GsiD,,COORDINATES: similar to AA sequence:RefSeq:NP_308938.1,,ECO111_0900
CDS_NC_013364.1_961871_964229_pos,NC_013364.1,ECO111_RS04745,WP_001345436.1,,961871,964229,pos,,CHASE9 sensor domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415354.1,,ECO111_0901
CDS_NC_013364.1_964236_965565_pos,NC_013364.1,ECO111_RS04750,WP_000086916.1,,964236,965565,pos,,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308940.1,,ECO111_0902
CDS_NC_013364.1_965611_966937_neg,NC_013364.1,ECO111_RS04755,WP_000049367.1,rimO,965611,966937,neg,,30S ribosomal protein S12 methylthiotransferase RimO,,COORDINATES: similar to AA sequence:RefSeq:NP_308942.1,2.8.4.4,ECO111_0903
CDS_NC_013364.1_967149_967533_pos,NC_013364.1,ECO111_RS04760,WP_000497137.1,bssR,967149,967533,pos,,biofilm formation regulator BssR,,COORDINATES: similar to AA sequence:RefSeq:NP_308943.1,,ECO111_0904
CDS_NC_013364.1_967643_968759_pos,NC_013364.1,ECO111_RS04765,WP_000555035.1,yliI,967643,968759,pos,,aldose sugar dehydrogenase YliI,,COORDINATES: similar to AA sequence:RefSeq:NP_415358.1,1.1.5.-,ECO111_0905
CDS_NC_013364.1_968755_969382_neg,NC_013364.1,ECO111_RS04770,WP_001295292.1,gstB,968755,969382,neg,,glutathione S-transferase GstB,,COORDINATES: similar to AA sequence:RefSeq:NP_308945.2,2.5.1.18,ECO111_0906
CDS_NC_013364.1_969628_970831_pos,NC_013364.1,ECO111_RS04775,WP_000195961.1,dacC,969628,970831,pos,,serine-type D-Ala-D-Ala carboxypeptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_308946.1,3.4.16.4,ECO111_0907
CDS_NC_013364.1_970877_971636_neg,NC_013364.1,ECO111_RS04780,WP_000450133.1,deoR,970877,971636,neg,,DNA-binding transcriptional repressor DeoR,,COORDINATES: similar to AA sequence:RefSeq:NP_706719.1,,ECO111_0908
CDS_NC_013364.1_971693_972290_neg,NC_013364.1,ECO111_RS04785,WP_000892317.1,ybjG,971693,972290,neg,,undecaprenyl-diphosphate phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_308948.1,3.6.1.27,ECO111_0909
CDS_NC_013364.1_972574_973807_pos,NC_013364.1,ECO111_RS04790,WP_001180078.1,mdfA,972574,973807,pos,,multidrug efflux MFS transporter MdfA,,COORDINATES: similar to AA sequence:RefSeq:NP_308949.1,,ECO111_0910
CDS_NC_013364.1_973847_974132_neg,NC_013364.1,ECO111_RS04795,WP_000605480.1,,973847,974132,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415364.1,,ECO111_0911
CDS_NC_013364.1_974217_975033_neg,NC_013364.1,ECO111_RS04800,WP_001324713.1,ybjI,974217,975033,neg,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_415365.4,3.1.3.104,ECO111_0912
CDS_NC_013364.1_975032_976241_neg,NC_013364.1,ECO111_RS04805,,,975032,976241,neg,True,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_415366.1,,
CDS_NC_013364.1_976324_976861_pos,NC_013364.1,ECO111_RS04810,WP_001297003.1,rcdA,976324,976861,pos,,DNA-binding transcriptional regulator RcdA,,COORDINATES: similar to AA sequence:RefSeq:NP_308953.1,,ECO111_0915
CDS_NC_013364.1_977035_978721_neg,NC_013364.1,ECO111_RS04815,WP_001024876.1,,977035,978721,neg,,aspartate:alanine antiporter,,COORDINATES: similar to AA sequence:RefSeq:WP_001024888.1,,ECO111_0916
CDS_NC_013364.1_978990_979368_pos,NC_013364.1,ECO111_RS04820,WP_000681108.1,,978990,979368,pos,,inner membrane protein YbjM,,COORDINATES: similar to AA sequence:RefSeq:NP_308955.1,,ECO111_0917
CDS_NC_013364.1_979397_979655_neg,NC_013364.1,ECO111_RS04825,WP_001195240.1,grxA,979397,979655,neg,,glutaredoxin 1,,COORDINATES: similar to AA sequence:RefSeq:NP_415370.1,,ECO111_0918
CDS_NC_013364.1_979814_980102_pos,NC_013364.1,ECO111_RS04830,WP_001201560.1,,979814,980102,pos,,DUF1418 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415371.1,,ECO111_0919
CDS_NC_013364.1_980085_980808_pos,NC_013364.1,ECO111_RS04835,WP_000189159.1,nfsA,980085,980808,pos,,nitroreductase NfsA,,COORDINATES: similar to AA sequence:RefSeq:NP_415372.1,1.5.1.38,ECO111_0920
CDS_NC_013364.1_980868_981771_pos,NC_013364.1,ECO111_RS04840,WP_000684321.1,rimK,980868,981771,pos,,30S ribosomal protein S6--L-glutamate ligase,,COORDINATES: similar to AA sequence:RefSeq:NP_308959.1,6.3.2.-,ECO111_0921
CDS_NC_013364.1_981858_982335_pos,NC_013364.1,ECO111_RS04845,WP_001345433.1,,981858,982335,pos,,YbjN domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308960.1,,ECO111_0922
CDS_NC_013364.1_982685_983798_pos,NC_013364.1,ECO111_RS04855,WP_000126054.1,potF,982685,983798,pos,,spermidine/putrescine ABC transporter substrate-binding protein PotF,,COORDINATES: similar to AA sequence:RefSeq:NP_415375.1,,ECO111_0923
CDS_NC_013364.1_983892_985026_pos,NC_013364.1,ECO111_RS04860,WP_000996018.1,potG,983892,985026,pos,,putrescine ABC transporter ATP-binding subunit PotG,,COORDINATES: similar to AA sequence:RefSeq:WP_000996010.1,,ECO111_0924
CDS_NC_013364.1_985035_985989_pos,NC_013364.1,ECO111_RS04865,WP_001093858.1,potH,985035,985989,pos,,putrescine ABC transporter permease PotH,,COORDINATES: similar to AA sequence:RefSeq:NP_706736.1,,ECO111_0925
CDS_NC_013364.1_985985_986831_pos,NC_013364.1,ECO111_RS04870,WP_001061657.1,potI,985985,986831,pos,,putrescine ABC transporter permease PotI,,COORDINATES: similar to AA sequence:RefSeq:NP_415378.1,,ECO111_0926
CDS_NC_013364.1_986890_987379_pos,NC_013364.1,ECO111_RS04875,WP_000389260.1,,986890,987379,pos,,YbjO family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308965.1,,ECO111_0927
CDS_NC_013364.1_987419_988547_pos,NC_013364.1,ECO111_RS04880,WP_001149732.1,rlmC,987419,988547,pos,,23S rRNA (uracil(747)-C(5))-methyltransferase RlmC,,COORDINATES: similar to AA sequence:RefSeq:NP_706739.1,2.1.1.189,ECO111_0928
CDS_NC_013364.1_988721_989453_neg,NC_013364.1,ECO111_RS04885,WP_001295905.1,artJ,988721,989453,neg,,ABC transporter substrate-binding protein ArtJ,,COORDINATES: similar to AA sequence:RefSeq:NP_415381.1,,ECO111_0929
CDS_NC_013364.1_989745_990414_neg,NC_013364.1,ECO111_RS04890,WP_000464491.1,artM,989745,990414,neg,,arginine ABC transporter permease ArtM,,COORDINATES: similar to AA sequence:RefSeq:NP_308971.1,,ECO111_0930
CDS_NC_013364.1_990413_991130_neg,NC_013364.1,ECO111_RS04895,WP_001001691.1,artQ,990413,991130,neg,,arginine ABC transporter permease ArtQ,,COORDINATES: similar to AA sequence:RefSeq:NP_415383.1,,ECO111_0931
CDS_NC_013364.1_991136_991868_neg,NC_013364.1,ECO111_RS04900,WP_000756569.1,artJ,991136,991868,neg,,arginine ABC transporter substrate-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415384.1,,ECO111_0932
CDS_NC_013364.1_991885_992614_neg,NC_013364.1,ECO111_RS04905,WP_000027205.1,artP,991885,992614,neg,,arginine ABC transporter ATP-binding protein ArtP,,COORDINATES: similar to AA sequence:RefSeq:WP_001742668.1,,ECO111_0933
CDS_NC_013364.1_992831_993347_neg,NC_013364.1,ECO111_RS04910,WP_001270740.1,,992831,993347,neg,,lipoprotein,,COORDINATES: similar to AA sequence:RefSeq:NP_415386.1,,ECO111_0934
CDS_NC_013364.1_993472_993796_pos,NC_013364.1,ECO111_RS04915,WP_001160723.1,,993472,993796,pos,,heavy metal-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308979.1,,ECO111_0935
CDS_NC_013364.1_993792_994623_pos,NC_013364.1,ECO111_RS04920,WP_001255145.1,amiD,993792,994623,pos,,N-acetylmuramoyl-L-alanine amidase AmiD,,COORDINATES: similar to AA sequence:RefSeq:NP_308980.1,3.5.1.28,ECO111_0936
CDS_NC_013364.1_994619_995633_neg,NC_013364.1,ECO111_RS04925,WP_001341694.1,,994619,995633,neg,,NAD(P)-dependent oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415389.2,,ECO111_0937
CDS_NC_013364.1_995731_997162_neg,NC_013364.1,ECO111_RS04930,WP_001136554.1,,995731,997162,neg,,SDR family oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415390.4,,ECO111_0938
CDS_NC_013364.1_997172_998174_neg,NC_013364.1,ECO111_RS04935,WP_000566372.1,ltaE,997172,998174,neg,,low-specificity L-threonine aldolase,,COORDINATES: similar to AA sequence:RefSeq:NP_706751.1,4.1.2.48,ECO111_0939
CDS_NC_013364.1_998210_999929_neg,NC_013364.1,ECO111_RS04940,WP_000815379.1,poxB,998210,999929,neg,,ubiquinone-dependent pyruvate dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_415392.1,1.2.5.1,ECO111_0940
CDS_NC_013364.1_1000061_1001030_neg,NC_013364.1,ECO111_RS04945,WP_000178677.1,hcr,1000061,1001030,neg,,NADH oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415393.1,1.6.-.-,ECO111_0941
CDS_NC_013364.1_1001041_1002694_neg,NC_013364.1,ECO111_RS04950,WP_000458809.1,hcp,1001041,1002694,neg,,hydroxylamine reductase,,COORDINATES: similar to AA sequence:RefSeq:WP_005122080.1,1.7.99.1,ECO111_0942
CDS_NC_013364.1_1002837_1003737_neg,NC_013364.1,ECO111_RS04955,WP_000491142.1,lysO,1002837,1003737,neg,,L-lysine exporter LysO,,COORDINATES: similar to AA sequence:RefSeq:NP_415395.2,,ECO111_0943
CDS_NC_013364.1_1004231_1004927_neg,NC_013364.1,ECO111_RS04960,WP_001298299.1,aqpZ,1004231,1004927,neg,,aquaporin Z,,COORDINATES: similar to AA sequence:RefSeq:NP_415396.1,,ECO111_0944
CDS_NC_013364.1_1005352_1007011_pos,NC_013364.1,ECO111_RS04970,WP_000599806.1,,1005352,1007011,pos,,ATP-dependent endonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_706761.1,,ECO111_0945
CDS_NC_013364.1_1007007_1007964_neg,NC_013364.1,ECO111_RS04975,WP_001400542.1,,1007007,1007964,neg,,DUF535 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001322270.1,,ECO111_0946
CDS_NC_013364.1_1008114_1009230_pos,NC_013364.1,ECO111_RS04980,WP_000746460.1,macA,1008114,1009230,pos,,macrolide transporter subunit MacA,,COORDINATES: similar to AA sequence:RefSeq:NP_308991.2,,ECO111_0947
CDS_NC_013364.1_1009226_1011173_pos,NC_013364.1,ECO111_RS04985,WP_000188180.1,macB,1009226,1011173,pos,,macrolide ABC transporter ATP-binding protein/permease MacB,,COORDINATES: similar to AA sequence:RefSeq:NP_308992.1,,ECO111_0948
CDS_NC_013364.1_1011245_1011470_neg,NC_013364.1,ECO111_RS04990,WP_000410785.1,cspD,1011245,1011470,neg,,cold shock-like protein CspD,,COORDINATES: similar to AA sequence:RefSeq:NP_308993.1,,ECO111_0949
CDS_NC_013364.1_1011792_1012113_pos,NC_013364.1,ECO111_RS04995,WP_000520781.1,clpS,1011792,1012113,pos,,ATP-dependent Clp protease adapter ClpS,,COORDINATES: similar to AA sequence:RefSeq:WP_005128368.1,,ECO111_0950
CDS_NC_013364.1_1012143_1014420_pos,NC_013364.1,ECO111_RS05000,WP_000934045.1,clpA,1012143,1014420,pos,,ATP-dependent Clp protease ATP-binding subunit ClpA,,COORDINATES: similar to AA sequence:RefSeq:NP_308995.1,3.4.21.92,ECO111_0951
CDS_NC_013364.1_1015104_1015323_neg,NC_013364.1,ECO111_RS05010,WP_001040187.1,infA,1015104,1015323,neg,,translation initiation factor IF-1,,COORDINATES: similar to AA sequence:RefSeq:WP_001040186.1,,ECO111_0952
CDS_NC_013364.1_1015607_1016312_neg,NC_013364.1,ECO111_RS05015,WP_001241678.1,aat,1015607,1016312,neg,,leucyl/phenylalanyl-tRNA--protein transferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415405.1,2.3.2.6,ECO111_0953
CDS_NC_013364.1_1016353_1018075_neg,NC_013364.1,ECO111_RS05020,WP_001202188.1,cydC,1016353,1018075,neg,,cysteine/glutathione ABC transporter ATP-binding protein/permease CydC,,COORDINATES: similar to AA sequence:RefSeq:NP_415406.1,,ECO111_0954
CDS_NC_013364.1_1018075_1019842_neg,NC_013364.1,ECO111_RS05025,WP_001043619.1,cydD,1018075,1019842,neg,,cysteine/glutathione ABC transporter permease/ATP-binding protein CydD,,COORDINATES: similar to AA sequence:RefSeq:NP_308999.1,,ECO111_0955
CDS_NC_013364.1_1019964_1020930_neg,NC_013364.1,ECO111_RS05030,WP_000537418.1,trxB,1019964,1020930,neg,,thioredoxin-disulfide reductase,,COORDINATES: similar to AA sequence:RefSeq:NP_309000.1,1.8.1.9,ECO111_0956
CDS_NC_013364.1_1021473_1021968_pos,NC_013364.1,ECO111_RS05035,WP_000228473.1,lrp,1021473,1021968,pos,,leucine-responsive transcriptional regulator Lrp,,COORDINATES: similar to AA sequence:RefSeq:WP_001591745.1,,ECO111_0957
CDS_NC_013364.1_1022102_1026209_pos,NC_013364.1,ECO111_RS05040,WP_000077080.1,ftsK,1022102,1026209,pos,,DNA translocase FtsK,,COORDINATES: similar to AA sequence:RefSeq:NP_415410.1,,ECO111_0958
CDS_NC_013364.1_1026363_1026975_pos,NC_013364.1,ECO111_RS05045,WP_001295343.1,lolA,1026363,1026975,pos,,outer membrane lipoprotein chaperone LolA,,COORDINATES: similar to AA sequence:RefSeq:WP_010354356.1,,ECO111_0959
CDS_NC_013364.1_1026985_1028329_pos,NC_013364.1,ECO111_RS05050,WP_000067740.1,rarA,1026985,1028329,pos,,replication-associated recombination protein RarA,,COORDINATES: similar to AA sequence:RefSeq:NP_309004.1,,ECO111_0960
CDS_NC_013364.1_1028419_1029712_pos,NC_013364.1,ECO111_RS05055,WP_000886683.1,serS,1028419,1029712,pos,,serine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_000887397.1,6.1.1.11,ECO111_0961
CDS_NC_013364.1_1029950_1032395_pos,NC_013364.1,ECO111_RS05060,WP_000850306.1,dmsA,1029950,1032395,pos,,dimethylsulfoxide reductase subunit A,,COORDINATES: similar to AA sequence:RefSeq:NP_415414.4,1.8.5.3,ECO111_0962
CDS_NC_013364.1_1032405_1033023_pos,NC_013364.1,ECO111_RS05065,WP_000213098.1,dmsB,1032405,1033023,pos,,dimethylsulfoxide reductase subunit B,,COORDINATES: similar to AA sequence:RefSeq:WP_000213046.1,,ECO111_0963
CDS_NC_013364.1_1033024_1033888_pos,NC_013364.1,ECO111_RS05070,WP_000534635.1,dmsC,1033024,1033888,pos,,dimethyl sulfoxide reductase anchor subunit DmsC,,COORDINATES: similar to AA sequence:RefSeq:NP_309008.1,,ECO111_0964
CDS_NC_013364.1_1033923_1034550_neg,NC_013364.1,ECO111_RS05075,WP_000165876.1,,1033923,1034550,neg,,hydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_309009.1,,ECO111_0965
CDS_NC_013364.1_1034864_1036013_pos,NC_013364.1,ECO111_RS05080,WP_000109295.1,,1034864,1036013,pos,,MFS transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_309010.1,,ECO111_0966
CDS_NC_013364.1_1036220_1037651_pos,NC_013364.1,ECO111_RS05085,WP_000918506.1,,1036220,1037651,pos,,amino acid permease,,COORDINATES: similar to AA sequence:RefSeq:NP_415419.2,,ECO111_0967
CDS_NC_013364.1_1037651_1038560_neg,NC_013364.1,ECO111_RS05090,WP_001242678.1,,1037651,1038560,neg,,LysR family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_415420.1,,ECO111_0968
CDS_NC_013364.1_1038659_1039250_pos,NC_013364.1,ECO111_RS05095,WP_001190380.1,,1038659,1039250,pos,,NAD(P)H oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415421.1,1.6.99.-,ECO111_0969
CDS_NC_013364.1_1039331_1040072_neg,NC_013364.1,ECO111_RS05100,WP_000111043.1,pflA,1039331,1040072,neg,,pyruvate formate lyase 1-activating protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309012.1,1.97.1.4,ECO111_0970
CDS_NC_013364.1_1040263_1042546_neg,NC_013364.1,ECO111_RS05105,WP_001292822.1,pflB,1040263,1042546,neg,,formate C-acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_459948.1,2.3.1.54,ECO111_0971
CDS_NC_013364.1_1042600_1043458_neg,NC_013364.1,ECO111_RS32900,WP_000642546.1,focA,1042600,1043458,neg,,formate transporter FocA,,COORDINATES: similar to AA sequence:RefSeq:NP_309014.1,,ECO111_0972
CDS_NC_013364.1_1043863_1045624_neg,NC_013364.1,ECO111_RS05115,WP_001295344.1,,1043863,1045624,neg,,YcaO-like family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415425.4,,ECO111_0973
CDS_NC_013364.1_1045753_1046446_pos,NC_013364.1,ECO111_RS05120,WP_000642849.1,,1045753,1046446,pos,,DUF421 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415426.1,,ECO111_0974
CDS_NC_013364.1_1046644_1047733_pos,NC_013364.1,ECO111_RS05125,WP_000057149.1,serC,1046644,1047733,pos,,3-phosphoserine/phosphohydroxythreonine transaminase,,COORDINATES: similar to AA sequence:RefSeq:NP_706825.1,2.6.1.52,ECO111_0975
CDS_NC_013364.1_1047803_1049087_pos,NC_013364.1,ECO111_RS05130,WP_000445231.1,aroA,1047803,1049087,pos,,3-phosphoshikimate 1-carboxyvinyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309018.1,2.5.1.19,ECO111_0976
CDS_NC_013364.1_1049255_1050020_pos,NC_013364.1,ECO111_RS05135,WP_001295345.1,ycaL,1049255,1050020,pos,,metallopeptidase YcaL,,COORDINATES: similar to AA sequence:RefSeq:NP_706828.2,,ECO111_0977
CDS_NC_013364.1_1050192_1050876_pos,NC_013364.1,ECO111_RS05140,WP_000125016.1,cmk,1050192,1050876,pos,,(d)CMP kinase,,COORDINATES: similar to AA sequence:RefSeq:WP_000125007.1,2.7.4.25,ECO111_0978
CDS_NC_013364.1_1050986_1052660_pos,NC_013364.1,ECO111_RS05145,WP_000140327.1,rpsA,1050986,1052660,pos,,30S ribosomal protein S1,,COORDINATES: similar to AA sequence:RefSeq:WP_005123560.1,,ECO111_0979
CDS_NC_013364.1_1052819_1053104_pos,NC_013364.1,ECO111_RS05150,WP_000167336.1,ihfB,1052819,1053104,pos,,integration host factor subunit beta,,COORDINATES: similar to AA sequence:RefSeq:WP_006819309.1,,ECO111_0980
CDS_NC_013364.1_1053310_1055575_pos,NC_013364.1,ECO111_RS05155,WP_000705695.1,,1053310,1055575,pos,,ComEC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309023.2,,ECO111_0981
CDS_NC_013364.1_1055611_1057360_pos,NC_013364.1,ECO111_RS05160,WP_000551270.1,msbA,1055611,1057360,pos,,lipid A ABC transporter ATP-binding protein/permease MsbA,,COORDINATES: similar to AA sequence:RefSeq:NP_309024.1,,ECO111_0982
CDS_NC_013364.1_1057356_1058343_pos,NC_013364.1,ECO111_RS05165,WP_000570540.1,lpxK,1057356,1058343,pos,,tetraacyldisaccharide 4'-kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_706833.1,2.7.1.130,ECO111_0983
CDS_NC_013364.1_1058379_1059612_pos,NC_013364.1,ECO111_RS05170,WP_000056498.1,,1058379,1059612,pos,,winged helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706834.1,,ECO111_0984
CDS_NC_013364.1_1059663_1059846_pos,NC_013364.1,ECO111_RS05175,WP_000350058.1,ycaR,1059663,1059846,pos,,protein YcaR,,COORDINATES: similar to AA sequence:RefSeq:NP_309027.1,,ECO111_0985
CDS_NC_013364.1_1059842_1060589_pos,NC_013364.1,ECO111_RS05180,WP_000011601.1,kdsB,1059842,1060589,pos,,3-deoxy-manno-octulosonate cytidylyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415438.1,2.7.7.38,ECO111_0986
CDS_NC_013364.1_1060742_1061636_pos,NC_013364.1,ECO111_RS05185,WP_000436915.1,,1060742,1061636,pos,,YcbJ family phosphotransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309029.1,,ECO111_0987
CDS_NC_013364.1_1061612_1062392_neg,NC_013364.1,ECO111_RS05190,WP_000899599.1,elyC,1061612,1062392,neg,,envelope biogenesis factor ElyC,,COORDINATES: similar to AA sequence:RefSeq:NP_706838.2,,ECO111_0988
CDS_NC_013364.1_1062527_1063313_pos,NC_013364.1,ECO111_RS05195,WP_001298300.1,cmoM,1062527,1063313,pos,,tRNA uridine 5-oxyacetic acid(34) methyltransferase CmoM,,COORDINATES: similar to AA sequence:RefSeq:NP_415441.1,2.1.1.-,ECO111_0989
CDS_NC_013364.1_1063309_1064632_pos,NC_013364.1,ECO111_RS05200,WP_001288850.1,mukF,1063309,1064632,pos,,chromosome partition protein MukF,,COORDINATES: similar to AA sequence:RefSeq:WP_005123549.1,,ECO111_0990
CDS_NC_013364.1_1064612_1065317_pos,NC_013364.1,ECO111_RS05205,WP_001295347.1,mukE,1064612,1065317,pos,,chromosome partition protein MukE,,COORDINATES: similar to AA sequence:RefSeq:NP_415443.2,,ECO111_0991
CDS_NC_013364.1_1065316_1069777_pos,NC_013364.1,ECO111_RS05210,WP_000572696.1,mukB,1065316,1069777,pos,,chromosome partition protein MukB,,COORDINATES: similar to AA sequence:RefSeq:NP_309034.1,,ECO111_0992
CDS_NC_013364.1_1070037_1071885_pos,NC_013364.1,ECO111_RS05215,WP_000925995.1,ldtD,1070037,1071885,pos,,"L,D-transpeptidase",,COORDINATES: similar to AA sequence:RefSeq:NP_415445.1,,ECO111_0993
CDS_NC_013364.1_1072065_1072614_pos,NC_013364.1,ECO111_RS05220,WP_001295932.1,,1072065,1072614,pos,,YcbK family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309036.1,,ECO111_0994
CDS_NC_013364.1_1072640_1073288_pos,NC_013364.1,ECO111_RS05225,WP_001109487.1,gloC,1072640,1073288,pos,,hydroxyacylglutathione hydrolase GloC,,COORDINATES: similar to AA sequence:RefSeq:WP_003035823.1,3.1.2.6,ECO111_0995
CDS_NC_013364.1_1073509_1074700_neg,NC_013364.1,ECO111_RS05230,WP_000462687.1,aspC,1073509,1074700,neg,,aspartate transaminase,,COORDINATES: similar to AA sequence:RefSeq:WP_009653304.1,2.6.1.1,ECO111_0996
CDS_NC_013364.1_1074884_1075973_neg,NC_013364.1,ECO111_RS05240,WP_000977920.1,ompF,1074884,1075973,neg,,porin OmpF,,COORDINATES: similar to AA sequence:RefSeq:NP_415449.1,,ECO111_0997
CDS_NC_013364.1_1076574_1077975_neg,NC_013364.1,ECO111_RS05245,WP_000117881.1,asnS,1076574,1077975,neg,,asparagine--tRNA ligase,,COORDINATES: similar to AA sequence:RefSeq:WP_005123540.1,6.1.1.22,ECO111_0998
CDS_NC_013364.1_1078143_1079346_neg,NC_013364.1,ECO111_RS05250,WP_001297200.1,pncB,1078143,1079346,neg,,nicotinate phosphoribosyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_706850.2,6.3.4.21,ECO111_0999
CDS_NC_013364.1_1079611_1082224_pos,NC_013364.1,ECO111_RS05255,WP_000193859.1,pepN,1079611,1082224,pos,,aminopeptidase N,,COORDINATES: similar to AA sequence:RefSeq:WP_000193787.1,3.4.11.-,ECO111_1000
CDS_NC_013364.1_1082430_1083198_neg,NC_013364.1,ECO111_RS05260,WP_001090514.1,ssuB,1082430,1083198,neg,,aliphatic sulfonates ABC transporter ATP-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706852.1,,ECO111_1001
CDS_NC_013364.1_1083194_1083986_neg,NC_013364.1,ECO111_RS05265,WP_000235205.1,ssuC,1083194,1083986,neg,,aliphatic sulfonate ABC transporter permease SsuC,,COORDINATES: similar to AA sequence:RefSeq:NP_415454.4,,ECO111_1002
