,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NZ_CP009166.1_1263711_1264128_neg,NZ_CP009166.1,EC1303_RS06035,WP_000197363.1,flgN,1263711,1264128,neg,,flagella biosynthesis chaperone FlgN,,COORDINATES: similar to AA sequence:RefSeq:NP_415588.1,,EC1303_c11650
CDS_NZ_CP009166.1_1264132_1264426_neg,NZ_CP009166.1,EC1303_RS06040,WP_000020880.1,flgM,1264132,1264426,neg,,anti-sigma-28 factor FlgM,,COORDINATES: similar to AA sequence:RefSeq:NP_415589.1,,EC1303_c11660
CDS_NZ_CP009166.1_1264501_1265161_neg,NZ_CP009166.1,EC1303_RS06045,WP_000905458.1,flgA,1264501,1265161,neg,,flagellar basal body P-ring formation protein FlgA,,COORDINATES: similar to AA sequence:RefSeq:NP_415590.1,,EC1303_c11670
CDS_NZ_CP009166.1_1265315_1265732_pos,NZ_CP009166.1,EC1303_RS06050,WP_000884702.1,flgB,1265315,1265732,pos,,flagellar basal body rod protein FlgB,,COORDINATES: similar to AA sequence:RefSeq:NP_415591.1,,EC1303_c11680
CDS_NZ_CP009166.1_1265735_1266140_pos,NZ_CP009166.1,EC1303_RS06055,WP_001196460.1,flgC,1265735,1266140,pos,,flagellar basal body rod protein FlgC,,COORDINATES: similar to AA sequence:RefSeq:WP_001740734.1,,EC1303_c11690
CDS_NZ_CP009166.1_1266151_1266847_pos,NZ_CP009166.1,EC1303_RS06060,WP_000020486.1,flgD,1266151,1266847,pos,,flagellar hook assembly protein FlgD,,COORDINATES: similar to AA sequence:RefSeq:NP_415593.1,,EC1303_c11700
CDS_NZ_CP009166.1_1266871_1268080_pos,NZ_CP009166.1,EC1303_RS06065,WP_000885873.1,flgE,1266871,1268080,pos,,flagellar hook protein FlgE,,COORDINATES: similar to AA sequence:RefSeq:NP_415594.1,,EC1303_c11710
CDS_NZ_CP009166.1_1268099_1268855_pos,NZ_CP009166.1,EC1303_RS06070,WP_000349316.1,flgF,1268099,1268855,pos,,flagellar basal-body rod protein FlgF,,COORDINATES: similar to AA sequence:RefSeq:NP_415595.1,,EC1303_c11720
CDS_NZ_CP009166.1_1269026_1269809_pos,NZ_CP009166.1,EC1303_RS06075,WP_000625837.1,flgG,1269026,1269809,pos,,flagellar basal-body rod protein FlgG,,COORDINATES: similar to AA sequence:RefSeq:WP_006819466.1,,EC1303_c11730
CDS_NZ_CP009166.1_1269861_1270560_pos,NZ_CP009166.1,EC1303_RS06080,WP_001295442.1,flgH,1269861,1270560,pos,,flagellar basal body L-ring protein FlgH,,COORDINATES: similar to AA sequence:RefSeq:NP_309484.1,,EC1303_c11740
CDS_NZ_CP009166.1_1270571_1271669_pos,NZ_CP009166.1,EC1303_RS06085,WP_000589326.1,flgI,1270571,1271669,pos,,flagellar basal body P-ring protein FlgI,,COORDINATES: similar to AA sequence:RefSeq:NP_415598.3,,EC1303_c11750
CDS_NZ_CP009166.1_1271668_1272610_pos,NZ_CP009166.1,EC1303_RS06090,WP_001295441.1,flgJ,1271668,1272610,pos,,flagellar assembly peptidoglycan hydrolase FlgJ,,COORDINATES: similar to AA sequence:RefSeq:NP_415599.1,3.2.1.-,EC1303_c11760
CDS_NZ_CP009166.1_1272675_1274319_pos,NZ_CP009166.1,EC1303_RS06095,WP_000096479.1,flgK,1272675,1274319,pos,,flagellar hook-associated protein FlgK,,COORDINATES: similar to AA sequence:RefSeq:NP_415600.1,,EC1303_c11770
CDS_NZ_CP009166.1_1274330_1275284_pos,NZ_CP009166.1,EC1303_RS06100,WP_001212782.1,flgL,1274330,1275284,pos,,flagellar hook-associated protein FlgL,,COORDINATES: similar to AA sequence:RefSeq:NP_415601.1,,EC1303_c11780
CDS_NZ_CP009166.1_1275479_1278665_neg,NZ_CP009166.1,EC1303_RS06105,WP_000827360.1,rne,1275479,1278665,neg,,ribonuclease E,,COORDINATES: similar to AA sequence:RefSeq:NP_415602.1,3.1.26.12,EC1303_c11790
CDS_NZ_CP009166.1_1279237_1280197_pos,NZ_CP009166.1,EC1303_RS06115,WP_000846343.1,rluC,1279237,1280197,pos,,23S rRNA pseudouridine(955/2504/2580) synthase RluC,,COORDINATES: similar to AA sequence:RefSeq:NP_415604.1,5.4.99.24,EC1303_c11810
CDS_NZ_CP009166.1_1280308_1280893_neg,NZ_CP009166.1,EC1303_RS06120,WP_001125202.1,yceF,1280308,1280893,neg,,7-methyl-GTP pyrophosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_415605.2,3.6.1.-,EC1303_c11820
CDS_NZ_CP009166.1_1281091_1281613_pos,NZ_CP009166.1,EC1303_RS06125,WP_001174481.1,yceD,1281091,1281613,pos,,23S rRNA accumulation protein YceD,,COORDINATES: similar to AA sequence:RefSeq:WP_001174481.1,,EC1303_c11830
CDS_NZ_CP009166.1_1281664_1281838_pos,NZ_CP009166.1,EC1303_RS06130,WP_000290727.1,rpmF,1281664,1281838,pos,,50S ribosomal protein L32,,COORDINATES: similar to AA sequence:RefSeq:WP_005125993.1,,EC1303_c11840
CDS_NZ_CP009166.1_1281918_1282989_pos,NZ_CP009166.1,EC1303_RS06135,WP_000197578.1,plsX,1281918,1282989,pos,,phosphate acyltransferase PlsX,,COORDINATES: similar to AA sequence:RefSeq:NP_415608.2,2.3.1.-,EC1303_c11850
CDS_NZ_CP009166.1_1283056_1284010_pos,NZ_CP009166.1,EC1303_RS06140,WP_000288132.1,fabH,1283056,1284010,pos,,beta-ketoacyl-ACP synthase III,,COORDINATES: similar to AA sequence:RefSeq:WP_005129019.1,2.3.1.180,EC1303_c11860
CDS_NZ_CP009166.1_1284025_1284955_pos,NZ_CP009166.1,EC1303_RS06145,WP_000191372.1,fabD,1284025,1284955,pos,,ACP S-malonyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415610.1,2.3.1.39,EC1303_c11870
CDS_NZ_CP009166.1_1284967_1285702_pos,NZ_CP009166.1,EC1303_RS06150,WP_001008535.1,fabG,1284967,1285702,pos,,3-oxoacyl-ACP reductase FabG,,COORDINATES: similar to AA sequence:RefSeq:WP_005129017.1,1.1.1.100,EC1303_c11880
CDS_NZ_CP009166.1_1285912_1286149_pos,NZ_CP009166.1,EC1303_RS06155,WP_000103754.1,acpP,1285912,1286149,pos,,acyl carrier protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016535861.1,,EC1303_c11890
CDS_NZ_CP009166.1_1286236_1287478_pos,NZ_CP009166.1,EC1303_RS06160,WP_000044679.1,fabF,1286236,1287478,pos,,beta-ketoacyl-ACP synthase II,,COORDINATES: similar to AA sequence:RefSeq:NP_309500.1,,EC1303_c11900
CDS_NZ_CP009166.1_1287597_1288407_pos,NZ_CP009166.1,EC1303_RS06165,WP_000478681.1,pabC,1287597,1288407,pos,,aminodeoxychorismate lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_415614.1,4.1.3.38,EC1303_c11910
CDS_NZ_CP009166.1_1288409_1289432_pos,NZ_CP009166.1,EC1303_RS06170,WP_000756827.1,yceG,1288409,1289432,pos,,cell division protein YceG,,COORDINATES: similar to AA sequence:RefSeq:NP_415615.1,,EC1303_c11920
CDS_NZ_CP009166.1_1289421_1290063_pos,NZ_CP009166.1,EC1303_RS06175,WP_001257000.1,,1289421,1290063,pos,,dTMP kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_415616.1,2.7.4.9,EC1303_c11930
CDS_NZ_CP009166.1_1290059_1291064_pos,NZ_CP009166.1,EC1303_RS06180,WP_001267956.1,holB,1290059,1291064,pos,,DNA polymerase III subunit delta',,COORDINATES: similar to AA sequence:RefSeq:NP_415617.1,,EC1303_c11940
CDS_NZ_CP009166.1_1291074_1291872_pos,NZ_CP009166.1,EC1303_RS06185,WP_000480245.1,,1291074,1291872,pos,,metal-dependent hydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_309505.1,,EC1303_c11950
CDS_NZ_CP009166.1_1292166_1293600_pos,NZ_CP009166.1,EC1303_RS06190,WP_000475719.1,ptsG,1292166,1293600,pos,,PTS glucose transporter subunit IIBC,,COORDINATES: similar to AA sequence:RefSeq:WP_000475716.1,,EC1303_c11960
CDS_NZ_CP009166.1_1293659_1295849_neg,NZ_CP009166.1,EC1303_RS06195,WP_000953441.1,fhuE,1293659,1295849,neg,,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,,COORDINATES: similar to AA sequence:RefSeq:NP_415620.1,,EC1303_c11970
CDS_NZ_CP009166.1_1296182_1296542_pos,NZ_CP009166.1,EC1303_RS06200,WP_000807125.1,hinT,1296182,1296542,pos,,purine nucleoside phosphoramidase,,COORDINATES: similar to AA sequence:RefSeq:NP_415621.3,3.9.1.-,EC1303_c11980
CDS_NZ_CP009166.1_1296544_1296922_pos,NZ_CP009166.1,EC1303_RS06205,WP_001225295.1,,1296544,1296922,pos,,YcfL family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415622.1,,EC1303_c11990
CDS_NZ_CP009166.1_1296935_1297577_pos,NZ_CP009166.1,EC1303_RS06210,WP_000164439.1,lpoB,1296935,1297577,pos,,penicillin-binding protein activator LpoB,,COORDINATES: similar to AA sequence:RefSeq:NP_309510.1,,EC1303_c12000
CDS_NZ_CP009166.1_1297557_1298382_pos,NZ_CP009166.1,EC1303_RS06215,WP_032223147.1,thiK,1297557,1298382,pos,,thiamine kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_415624.1,2.7.1.89,EC1303_c12010
CDS_NZ_CP009166.1_1298392_1299418_pos,NZ_CP009166.1,EC1303_RS06220,WP_000529320.1,nagZ,1298392,1299418,pos,,beta-N-acetylhexosaminidase,,COORDINATES: similar to AA sequence:RefSeq:NP_415625.1,3.2.1.52,EC1303_c12020
CDS_NZ_CP009166.1_1299440_1299983_pos,NZ_CP009166.1,EC1303_RS06225,WP_000587933.1,,1299440,1299983,pos,,alpha/beta hydrolase,,COORDINATES: similar to AA sequence:RefSeq:WP_005126033.1,,EC1303_c12030
CDS_NZ_CP009166.1_1300382_1301687_pos,NZ_CP009166.1,EC1303_RS06230,WP_000211045.1,ndh,1300382,1301687,pos,,NADH-quinone dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_017384716.1,,EC1303_c12040
CDS_NZ_CP009166.1_1301896_1302436_pos,NZ_CP009166.1,EC1303_RS06235,WP_001043459.1,,1301896,1302436,pos,,glycine zipper 2TM domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415628.1,,EC1303_c12050
CDS_NZ_CP009166.1_1302497_1303130_neg,NZ_CP009166.1,EC1303_RS06240,WP_001336528.1,comR,1302497,1303130,neg,,TetR family copper-responsive transcriptional repressor ComR,,COORDINATES: similar to AA sequence:RefSeq:NP_415629.4,,EC1303_c12060
CDS_NZ_CP009166.1_1303370_1303628_pos,NZ_CP009166.1,EC1303_RS06245,WP_000800153.1,bhsA,1303370,1303628,pos,,multiple stress resistance protein BhsA,,COORDINATES: similar to AA sequence:RefSeq:NP_309517.1,,EC1303_c12070
CDS_NZ_CP009166.1_1303709_1304672_neg,NZ_CP009166.1,EC1303_RS06250,WP_001300895.1,ldtC,1303709,1304672,neg,,"L,D-transpeptidase LdtC",,COORDINATES: similar to AA sequence:RefSeq:NP_415631.1,,EC1303_c12080
CDS_NZ_CP009166.1_1304815_1308262_neg,NZ_CP009166.1,EC1303_RS06255,WP_001115094.1,mfd,1304815,1308262,neg,,transcription-repair coupling factor,,COORDINATES: similar to AA sequence:RefSeq:NP_415632.1,,EC1303_c12090
CDS_NZ_CP009166.1_1308389_1309463_neg,NZ_CP009166.1,EC1303_RS06260,WP_000810253.1,,1308389,1309463,neg,,acyltransferase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415633.1,,EC1303_c12100
CDS_NZ_CP009166.1_1309724_1310924_pos,NZ_CP009166.1,EC1303_RS06265,WP_000284714.1,lolC,1309724,1310924,pos,,lipoprotein-releasing ABC transporter permease subunit LolC,,COORDINATES: similar to AA sequence:RefSeq:WP_004976588.1,,EC1303_c12110
CDS_NZ_CP009166.1_1310916_1311618_pos,NZ_CP009166.1,EC1303_RS06270,WP_001033694.1,lolD,1310916,1311618,pos,,lipoprotein-releasing ABC transporter ATP-binding protein LolD,,COORDINATES: similar to AA sequence:RefSeq:NP_415635.4,,EC1303_c12120
CDS_NZ_CP009166.1_1311617_1312862_pos,NZ_CP009166.1,EC1303_RS06275,WP_001251348.1,lolE,1311617,1312862,pos,,lipoprotein-releasing ABC transporter permease subunit LolE,,COORDINATES: similar to AA sequence:RefSeq:NP_415636.1,,EC1303_c12130
CDS_NZ_CP009166.1_1312890_1313802_pos,NZ_CP009166.1,EC1303_RS06280,WP_000291270.1,nagK,1312890,1313802,pos,,N-acetylglucosamine kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_415637.1,2.7.1.59,EC1303_c12140
CDS_NZ_CP009166.1_1313817_1314657_pos,NZ_CP009166.1,EC1303_RS06285,WP_000952737.1,cobB,1313817,1314657,pos,,NAD-dependent protein deacylase,,COORDINATES: similar to AA sequence:RefSeq:NP_415638.3,,EC1303_c12150
CDS_NZ_CP009166.1_1314776_1315565_neg,NZ_CP009166.1,EC1303_RS06290,WP_000713462.1,,1314776,1315565,neg,,TPM domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415639.1,,EC1303_c12160
CDS_NZ_CP009166.1_1315561_1316023_neg,NZ_CP009166.1,EC1303_RS06295,WP_000076376.1,,1315561,1316023,neg,,DUF3592 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415640.2,,EC1303_c12170
CDS_NZ_CP009166.1_1316080_1317127_neg,NZ_CP009166.1,EC1303_RS06300,WP_000759317.1,potD,1316080,1317127,neg,,spermidine/putrescine ABC transporter substrate-binding protein PotD,,COORDINATES: similar to AA sequence:RefSeq:WP_005121082.1,,EC1303_c12180
CDS_NZ_CP009166.1_1317123_1317918_neg,NZ_CP009166.1,EC1303_RS06305,WP_000580316.1,potC,1317123,1317918,neg,,spermidine/putrescine ABC transporter permease PotC,,COORDINATES: similar to AA sequence:RefSeq:NP_309527.1,,EC1303_c12190
CDS_NZ_CP009166.1_1318226_1318430_pos,NZ_CP009166.1,EC1303_RS06310,WP_000824186.1,,1318226,1318430,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_009433571.1,,EC1303_c12200
CDS_NZ_CP009166.1_1318407_1318875_pos,NZ_CP009166.1,EC1303_RS06315,WP_001113310.1,,1318407,1318875,pos,,DUF2335 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001113313.1,,EC1303_c12210
CDS_NZ_CP009166.1_1318951_1320070_neg,NZ_CP009166.1,EC1303_RS06320,WP_000074975.1,,1318951,1320070,neg,,phage integrase Arm DNA-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309528.1,,EC1303_c12220
CDS_NZ_CP009166.1_1320038_1320308_neg,NZ_CP009166.1,EC1303_RS06325,WP_000003742.1,,1320038,1320308,neg,,excisionase,,COORDINATES: similar to AA sequence:RefSeq:NP_309529.1,,
CDS_NZ_CP009166.1_1320369_1322841_neg,NZ_CP009166.1,EC1303_RS06330,WP_000048533.1,,1320369,1322841,neg,,exonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_309786.1,,EC1303_c12230
CDS_NZ_CP009166.1_1322933_1323125_neg,NZ_CP009166.1,EC1303_RS06335,WP_001090190.1,,1322933,1323125,neg,,DUF1482 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309787.1,,EC1303_c12240
CDS_NZ_CP009166.1_1323127_1323310_neg,NZ_CP009166.1,EC1303_RS06340,WP_000449182.1,,1323127,1323310,neg,,cell division inhibition protein DicB,,COORDINATES: similar to AA sequence:RefSeq:NP_309788.1,,EC1303_c12250
CDS_NZ_CP009166.1_1324007_1324454_pos,NZ_CP009166.1,EC1303_RS06355,WP_000373330.1,,1324007,1324454,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000373331.1,,EC1303_c12260
CDS_NZ_CP009166.1_1324532_1324907_neg,NZ_CP009166.1,EC1303_RS06360,WP_001345627.1,,1324532,1324907,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001405127.1,,EC1303_c12270
CDS_NZ_CP009166.1_1324918_1325071_neg,NZ_CP009166.1,EC1303_RS06365,WP_001345626.1,,1324918,1325071,neg,,DUF1391 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000379546.1,,EC1303_c12280
CDS_NZ_CP009166.1_1325340_1326057_neg,NZ_CP009166.1,EC1303_RS06375,WP_040081872.1,,1325340,1326057,neg,,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000103684.1,,EC1303_c12290
CDS_NZ_CP009166.1_1326106_1326322_pos,NZ_CP009166.1,EC1303_RS06380,WP_000471549.1,,1326106,1326322,pos,,transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_000471546.1,,EC1303_c12300
CDS_NZ_CP009166.1_1326318_1326744_pos,NZ_CP009166.1,EC1303_RS06385,WP_040081868.1,,1326318,1326744,pos,,Rha family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:NP_309098.1,,EC1303_c12310
CDS_NZ_CP009166.1_1326764_1327730_pos,NZ_CP009166.1,EC1303_RS06390,WP_032215141.1,,1326764,1327730,pos,,phage O protein family,,COORDINATES: similar to AA sequence:RefSeq:WP_001373617.1,,EC1303_c12320
CDS_NZ_CP009166.1_1327736_1328483_pos,NZ_CP009166.1,EC1303_RS06395,WP_040081866.1,,1327736,1328483,pos,,ATP-binding protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309972.1,,EC1303_c12330
CDS_NZ_CP009166.1_1328505_1329276_pos,NZ_CP009166.1,EC1303_RS06400,WP_040081864.1,,1328505,1329276,pos,,DUF1627 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309102.1,,EC1303_c12340
CDS_NZ_CP009166.1_1329291_1329714_pos,NZ_CP009166.1,EC1303_RS06405,WP_040081863.1,,1329291,1329714,pos,,DUF977 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309975.1,,EC1303_c12350
CDS_NZ_CP009166.1_1329737_1330184_pos,NZ_CP009166.1,EC1303_RS06410,WP_052476150.1,,1329737,1330184,pos,,class I SAM-dependent methyltransferase,,COORDINATES: similar to AA sequence:RefSeq:WP_001345146.1,,EC1303_c12360
CDS_NZ_CP009166.1_1330328_1330511_pos,NZ_CP009166.1,EC1303_RS06415,WP_001224673.1,,1330328,1330511,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001224679.1,,EC1303_c12370
CDS_NZ_CP009166.1_1330503_1330674_pos,NZ_CP009166.1,EC1303_RS29310,WP_040081858.1,,1330503,1330674,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000753063.1,,EC1303_c12380
CDS_NZ_CP009166.1_1330670_1331186_pos,NZ_CP009166.1,EC1303_RS06425,WP_040081856.1,,1330670,1331186,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016236032.1,,EC1303_c12390
CDS_NZ_CP009166.1_1331242_1332439_neg,NZ_CP009166.1,EC1303_RS06430,WP_001358663.1,,1331242,1332439,neg,,IS110-like element ISEc20 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001297906.1,,EC1303_c12400
CDS_NZ_CP009166.1_1332773_1333031_pos,NZ_CP009166.1,EC1303_RS06435,WP_001176099.1,,1332773,1333031,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016245377.1,,EC1303_c12410
CDS_NZ_CP009166.1_1333284_1333440_pos,NZ_CP009166.1,EC1303_RS06440,WP_000813254.1,hokD,1333284,1333440,pos,,type I toxin-antitoxin system toxin HokD,,COORDINATES: similar to AA sequence:RefSeq:NP_416080.1,,EC1303_c12420
CDS_NZ_CP009166.1_1333679_1333976_pos,NZ_CP009166.1,EC1303_RS29415,,,1333679,1333976,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_014639231.1,,
CDS_NZ_CP009166.1_1334271_1334550_pos,NZ_CP009166.1,EC1303_RS06450,WP_040081853.1,,1334271,1334550,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707878.1,,EC1303_c12430
CDS_NZ_CP009166.1_1334551_1335601_pos,NZ_CP009166.1,EC1303_RS06455,WP_001265061.1,,1334551,1335601,pos,,DUF968 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707428.1,,EC1303_c12440
CDS_NZ_CP009166.1_1335613_1335985_pos,NZ_CP009166.1,EC1303_RS06460,WP_000510631.1,,1335613,1335985,pos,,RusA family crossover junction endodeoxyribonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_309110.1,,EC1303_c12450
CDS_NZ_CP009166.1_1335977_1336361_pos,NZ_CP009166.1,EC1303_RS06465,WP_001345623.1,,1335977,1336361,pos,,antitermination protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309230.1,,EC1303_c12460
CDS_NZ_CP009166.1_1336634_1337120_pos,NZ_CP009166.1,EC1303_RS06470,,,1336634,1337120,pos,True,ORF6N domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001421227.1,,EC1303_c12470
CDS_NZ_CP009166.1_1337346_1338090_pos,NZ_CP009166.1,EC1303_RS06475,WP_040081848.1,,1337346,1338090,pos,,AraC family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_001345622.1,,EC1303_c12480
CDS_NZ_CP009166.1_1338269_1338662_pos,NZ_CP009166.1,EC1303_RS06480,WP_001294582.1,,1338269,1338662,pos,,holin,,COORDINATES: similar to AA sequence:RefSeq:WP_001406273.1,,EC1303_c12490
CDS_NZ_CP009166.1_1338651_1338930_pos,NZ_CP009166.1,EC1303_RS06485,WP_000950572.1,,1338651,1338930,pos,,phage holin family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001753341.1,,EC1303_c12500
CDS_NZ_CP009166.1_1338931_1339477_pos,NZ_CP009166.1,EC1303_RS06490,WP_000836745.1,,1338931,1339477,pos,,glycoside hydrolase family 108 protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001373039.1,,EC1303_c12510
CDS_NZ_CP009166.1_1339794_1340088_neg,NZ_CP009166.1,EC1303_RS06495,WP_000753189.1,,1339794,1340088,neg,,Bor family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309652.1,,EC1303_c12520
CDS_NZ_CP009166.1_1340312_1340723_neg,NZ_CP009166.1,EC1303_RS06500,WP_040081845.1,,1340312,1340723,neg,,DUF1398 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415090.2,,EC1303_c12530
CDS_NZ_CP009166.1_1340885_1342048_pos,NZ_CP009166.1,EC1303_RS06510,WP_144318840.1,,1340885,1342048,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477168.1,,EC1303_c12550
CDS_NZ_CP009166.1_1342724_1343273_pos,NZ_CP009166.1,EC1303_RS06515,WP_040082784.1,,1342724,1343273,pos,,terminase small subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_001102155.1,,EC1303_c12560
CDS_NZ_CP009166.1_1343244_1345173_pos,NZ_CP009166.1,EC1303_RS06520,WP_040082782.1,,1343244,1345173,pos,,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310762.1,,EC1303_c12570
CDS_NZ_CP009166.1_1345156_1345363_pos,NZ_CP009166.1,EC1303_RS06525,WP_000259002.1,,1345156,1345363,pos,,head-tail joining protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310761.1,,EC1303_c12580
CDS_NZ_CP009166.1_1345359_1346952_pos,NZ_CP009166.1,EC1303_RS06530,WP_040082780.1,,1345359,1346952,pos,,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309134.1,,EC1303_c12590
CDS_NZ_CP009166.1_1346941_1348447_pos,NZ_CP009166.1,EC1303_RS06535,WP_040082778.1,,1346941,1348447,pos,,S49 family peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_309135.1,,EC1303_c12600
CDS_NZ_CP009166.1_1348483_1348831_pos,NZ_CP009166.1,EC1303_RS06540,WP_000256840.1,,1348483,1348831,pos,,head decoration protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309136.1,,EC1303_c12610
CDS_NZ_CP009166.1_1348888_1349917_pos,NZ_CP009166.1,EC1303_RS06545,WP_000522651.1,,1348888,1349917,pos,,major capsid protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706633.1,,EC1303_c12620
CDS_NZ_CP009166.1_1349968_1350343_pos,NZ_CP009166.1,EC1303_RS06550,WP_000201530.1,,1349968,1350343,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000201530.1,,EC1303_c12630
CDS_NZ_CP009166.1_1350335_1350689_pos,NZ_CP009166.1,EC1303_RS06555,WP_040082774.1,,1350335,1350689,pos,,tail attachment protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001204533.1,,EC1303_c12640
CDS_NZ_CP009166.1_1350701_1351280_pos,NZ_CP009166.1,EC1303_RS06560,WP_041124087.1,,1350701,1351280,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309665.1,,EC1303_c12650
CDS_NZ_CP009166.1_1351276_1351672_pos,NZ_CP009166.1,EC1303_RS06565,WP_041124088.1,,1351276,1351672,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309666.1,,EC1303_c12660
CDS_NZ_CP009166.1_1351679_1352420_pos,NZ_CP009166.1,EC1303_RS06570,WP_041124210.1,,1351679,1352420,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309667.1,,EC1303_c12670
CDS_NZ_CP009166.1_1352435_1352858_pos,NZ_CP009166.1,EC1303_RS06575,WP_000479169.1,,1352435,1352858,pos,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_309668.1,,EC1303_c12680
CDS_NZ_CP009166.1_1352839_1353274_pos,NZ_CP009166.1,EC1303_RS06580,WP_000459457.1,,1352839,1353274,pos,,phage tail assembly protein T,,COORDINATES: similar to AA sequence:RefSeq:NP_309669.1,,EC1303_c12690
CDS_NZ_CP009166.1_1353266_1355828_pos,NZ_CP009166.1,EC1303_RS06585,WP_041124089.1,,1353266,1355828,pos,,phage tail tape measure protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309670.1,,EC1303_c12700
CDS_NZ_CP009166.1_1355824_1356154_pos,NZ_CP009166.1,EC1303_RS06590,WP_000847332.1,,1355824,1356154,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309671.1,,EC1303_c12710
CDS_NZ_CP009166.1_1356153_1356852_pos,NZ_CP009166.1,EC1303_RS06595,WP_001563779.1,,1356153,1356852,pos,,phage minor tail protein L,,COORDINATES: similar to AA sequence:RefSeq:NP_309672.1,,EC1303_c12720
CDS_NZ_CP009166.1_1356856_1357600_pos,NZ_CP009166.1,EC1303_RS06600,WP_041124090.1,,1356856,1357600,pos,,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309673.1,,EC1303_c12730
CDS_NZ_CP009166.1_1357536_1358169_pos,NZ_CP009166.1,EC1303_RS06605,WP_000090891.1,,1357536,1358169,pos,,tail assembly protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000090899.1,,EC1303_c12740
CDS_NZ_CP009166.1_1358229_1361628_pos,NZ_CP009166.1,EC1303_RS06610,WP_041124091.1,,1358229,1361628,pos,,host specificity protein J,,COORDINATES: similar to AA sequence:RefSeq:NP_309675.1,,EC1303_c12750
