,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag
CDS_NC_009800.1_1134070_1134457_neg,NC_009800.1,ECHS_RS05510,WP_001126780.1,rutC,1134070,1134457,neg,,pyrimidine utilization protein C,,COORDINATES: similar to AA sequence:RefSeq:NP_415530.1,,EcHS_A1125
CDS_NC_009800.1_1134468_1135161_neg,NC_009800.1,ECHS_RS05515,WP_001307708.1,rutB,1134468,1135161,neg,,peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB,,COORDINATES: similar to AA sequence:RefSeq:NP_415531.2,3.5.1.110,EcHS_A1126
CDS_NC_009800.1_1135160_1136252_neg,NC_009800.1,ECHS_RS05520,WP_001301233.1,rutA,1135160,1136252,neg,,pyrimidine utilization protein A,,COORDINATES: similar to AA sequence:RefSeq:NP_309285.4,,EcHS_A1127
CDS_NC_009800.1_1136540_1137179_pos,NC_009800.1,ECHS_RS05525,WP_001301219.1,rutR,1136540,1137179,pos,,HTH-type transcriptional regulator RutR,,COORDINATES: similar to AA sequence:RefSeq:NP_415533.1,,EcHS_A1128
CDS_NC_009800.1_1137218_1141181_neg,NC_009800.1,ECHS_RS05530,WP_001741503.1,putA,1137218,1141181,neg,,trifunctional transcriptional regulator/proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_309287.1,,EcHS_A1129
CDS_NC_009800.1_1141235_1141445_pos,NC_009800.1,ECHS_RS05535,WP_000979516.1,,1141235,1141445,pos,,hypothetical protein,,COORDINATES: ab initio prediction:GeneMarkS-2+,,
CDS_NC_009800.1_1141603_1143112_pos,NC_009800.1,ECHS_RS05540,WP_001018489.1,putP,1141603,1143112,pos,,sodium/proline symporter PutP,,COORDINATES: similar to AA sequence:RefSeq:NP_415535.1,,EcHS_A1131
CDS_NC_009800.1_1143653_1144484_pos,NC_009800.1,ECHS_RS05550,WP_000497942.1,,1143653,1144484,pos,,FTR1 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309290.1,,EcHS_A1132
CDS_NC_009800.1_1144541_1145669_pos,NC_009800.1,ECHS_RS05555,WP_000154398.1,efeO,1144541,1145669,pos,,iron uptake system protein EfeO,,COORDINATES: similar to AA sequence:RefSeq:NP_415537.1,,EcHS_A1133
CDS_NC_009800.1_1145674_1146946_pos,NC_009800.1,ECHS_RS05560,WP_001199471.1,efeB,1145674,1146946,pos,,deferrochelatase/peroxidase EfeB,,COORDINATES: similar to AA sequence:RefSeq:NP_415538.1,,EcHS_A1134
CDS_NC_009800.1_1147566_1148355_pos,NC_009800.1,ECHS_RS05570,WP_000533522.1,phoH,1147566,1148355,pos,,phosphate starvation-inducible protein PhoH,,COORDINATES: similar to AA sequence:RefSeq:WP_001741490.1,,EcHS_A1135
CDS_NC_009800.1_1148404_1148818_neg,NC_009800.1,ECHS_RS05575,WP_001061095.1,pgaD,1148404,1148818,neg,,"poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",,COORDINATES: similar to AA sequence:RefSeq:NP_309294.1,,EcHS_A1136
CDS_NC_009800.1_1148819_1150145_neg,NC_009800.1,ECHS_RS05580,WP_000610451.1,pgaC,1148819,1150145,neg,,"poly-beta-1,6 N-acetyl-D-glucosamine synthase",,COORDINATES: similar to AA sequence:RefSeq:NP_415541.1,,EcHS_A1137
CDS_NC_009800.1_1150137_1152156_neg,NC_009800.1,ECHS_RS05585,WP_000945573.1,pgaB,1150137,1152156,neg,,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",,COORDINATES: similar to AA sequence:RefSeq:NP_415542.1,3.5.1.-,EcHS_A1138
CDS_NC_009800.1_1152164_1153238_neg,NC_009800.1,ECHS_RS05590,,pgaA,1152164,1153238,neg,True,"poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",,COORDINATES: similar to AA sequence:RefSeq:NP_309297.1,,EcHS_A1139
CDS_NC_009800.1_1153255_1153953_neg,NC_009800.1,ECHS_RS05595,,,1153255,1153953,neg,True,IS1-like element IS1A family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1140
CDS_NC_009800.1_1154009_1155365_neg,NC_009800.1,ECHS_RS05600,,pgaA,1154009,1155365,neg,True,"poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",,COORDINATES: similar to AA sequence:RefSeq:NP_309297.1,,EcHS_A1142
CDS_NC_009800.1_1155951_1157310_pos,NC_009800.1,ECHS_RS05605,WP_000409883.1,,1155951,1157310,pos,,GGDEF domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415544.1,,EcHS_A1143
CDS_NC_009800.1_1157350_1158513_neg,NC_009800.1,ECHS_RS23350,,,1157350,1158513,neg,True,IS3-like element IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_012477168.1,,EcHS_A1145
CDS_NC_009800.1_1158580_1158922_pos,NC_009800.1,ECHS_RS05630,,,1158580,1158922,pos,True,ACP S-malonyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309324.2,,EcHS_A1147
CDS_NC_009800.1_1158918_1159905_pos,NC_009800.1,ECHS_RS05635,WP_000611842.1,,1158918,1159905,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415548.1,,EcHS_A1148
CDS_NC_009800.1_1160781_1161720_pos,NC_009800.1,ECHS_RS05650,WP_000351315.1,ghrA,1160781,1161720,pos,,glyoxylate/hydroxypyruvate reductase GhrA,,COORDINATES: similar to AA sequence:RefSeq:NP_415551.2,,EcHS_A1151
CDS_NC_009800.1_1161774_1162512_pos,NC_009800.1,ECHS_RS05655,WP_000283664.1,ycdX,1161774,1162512,pos,,zinc-binding phosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_309438.1,3.1.3.-,EcHS_A1152
CDS_NC_009800.1_1162535_1163090_pos,NC_009800.1,ECHS_RS05660,WP_001001902.1,ycdY,1162535,1163090,pos,,molecular chaperone YcdY,,COORDINATES: similar to AA sequence:RefSeq:NP_309439.1,,EcHS_A1153
CDS_NC_009800.1_1163191_1163683_pos,NC_009800.1,ECHS_RS05665,WP_001300785.1,,1163191,1163683,pos,,DUF1097 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415554.4,,EcHS_A1154
CDS_NC_009800.1_1163746_1164580_neg,NC_009800.1,ECHS_RS05670,WP_001189331.1,csgG,1163746,1164580,neg,,curli production assembly/transport protein CsgG,,COORDINATES: similar to AA sequence:RefSeq:NP_309441.1,,EcHS_A1155
CDS_NC_009800.1_1164606_1165023_neg,NC_009800.1,ECHS_RS05675,WP_001264083.1,csgF,1164606,1165023,neg,,curli production assembly/transport protein CsgF,,COORDINATES: similar to AA sequence:RefSeq:NP_309442.1,,EcHS_A1156
CDS_NC_009800.1_1165047_1165437_neg,NC_009800.1,ECHS_RS05680,WP_000833288.1,csgE,1165047,1165437,neg,,curli production assembly/transport protein CsgE,,COORDINATES: similar to AA sequence:RefSeq:NP_309443.1,,EcHS_A1157
CDS_NC_009800.1_1165441_1166092_neg,NC_009800.1,ECHS_RS05685,WP_000481505.1,csgD,1165441,1166092,neg,,transcriptional regulator CsgD,,COORDINATES: similar to AA sequence:RefSeq:NP_309444.1,,EcHS_A1158
CDS_NC_009800.1_1166846_1167302_pos,NC_009800.1,ECHS_RS05695,WP_000791650.1,csgB,1166846,1167302,pos,,curlin minor subunit CsgB,,COORDINATES: similar to AA sequence:RefSeq:NP_309446.1,,EcHS_A1160
CDS_NC_009800.1_1167342_1167798_pos,NC_009800.1,ECHS_RS05700,WP_000771437.1,csgA,1167342,1167798,pos,,curlin major subunit CsgA,,COORDINATES: similar to AA sequence:RefSeq:NP_415560.1,,EcHS_A1161
CDS_NC_009800.1_1167856_1168189_pos,NC_009800.1,ECHS_RS05705,WP_000992837.1,csgC,1167856,1168189,pos,,curli assembly protein CsgC,,COORDINATES: similar to AA sequence:RefSeq:NP_309448.1,,EcHS_A1162
CDS_NC_009800.1_1168226_1168924_neg,NC_009800.1,ECHS_RS05710,,,1168226,1168924,neg,True,IS1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612230.1,,EcHS_A1163
CDS_NC_009800.1_1169086_1169398_pos,NC_009800.1,ECHS_RS05715,WP_000489587.1,,1169086,1169398,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415562.1,,EcHS_A1165
CDS_NC_009800.1_1169492_1170026_pos,NC_009800.1,ECHS_RS05720,WP_000857401.1,ymdB,1169492,1170026,pos,,O-acetyl-ADP-ribose deacetylase,,COORDINATES: similar to AA sequence:RefSeq:NP_309450.1,3.1.1.-,EcHS_A1166
CDS_NC_009800.1_1169967_1171449_pos,NC_009800.1,ECHS_RS05725,WP_001515157.1,clsC,1169967,1171449,pos,,cardiolipin synthase ClsC,,COORDINATES: similar to AA sequence:RefSeq:NP_706957.2,2.7.8.-,EcHS_A1167
CDS_NC_009800.1_1171456_1172614_neg,NC_009800.1,ECHS_RS05730,WP_001070350.1,mdoC,1171456,1172614,neg,,glucans biosynthesis protein MdoC,,COORDINATES: similar to AA sequence:RefSeq:NP_706958.2,,EcHS_A1168
CDS_NC_009800.1_1173007_1174543_pos,NC_009800.1,ECHS_RS05745,WP_001300662.1,mdoG,1173007,1174543,pos,,glucans biosynthesis protein MdoG,,COORDINATES: similar to AA sequence:RefSeq:NP_415566.1,,EcHS_A1170
CDS_NC_009800.1_1174535_1177079_pos,NC_009800.1,ECHS_RS05750,WP_001295445.1,mdoH,1174535,1177079,pos,,glucans biosynthesis glucosyltransferase MdoH,,COORDINATES: similar to AA sequence:RefSeq:NP_415567.1,2.4.1.-,EcHS_A1171
CDS_NC_009800.1_1177251_1177479_pos,NC_009800.1,ECHS_RS05755,WP_001237205.1,,1177251,1177479,pos,,YceK/YidQ family lipoprotein,,COORDINATES: similar to AA sequence:RefSeq:NP_309455.1,,EcHS_A1173
CDS_NC_009800.1_1177479_1177854_neg,NC_009800.1,ECHS_RS05760,WP_000180054.1,,1177479,1177854,neg,,SecY/SecA suppressor protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309456.2,,EcHS_A1174
CDS_NC_009800.1_1177936_1179166_neg,NC_009800.1,ECHS_RS05770,WP_000074166.1,mdtG,1177936,1179166,neg,,multidrug efflux MFS transporter MdtG,,COORDINATES: similar to AA sequence:RefSeq:NP_415571.1,,EcHS_A1175
CDS_NC_009800.1_1179337_1180258_neg,NC_009800.1,ECHS_RS05775,WP_000183364.1,lpxL,1179337,1180258,neg,,kdo(2)-lipid IV(A) lauroyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309459.1,2.3.1.241,EcHS_A1177
CDS_NC_009800.1_1180482_1181535_pos,NC_009800.1,ECHS_RS05780,WP_001295444.1,,1180482,1181535,pos,,rhodanese-related sulfurtransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309460.1,,EcHS_A1178
CDS_NC_009800.1_1181576_1182152_neg,NC_009800.1,ECHS_RS05785,WP_000749260.1,,1181576,1182152,neg,,YceI family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309461.1,,EcHS_A1179
CDS_NC_009800.1_1182155_1182722_neg,NC_009800.1,ECHS_RS05790,WP_000011108.1,,1182155,1182722,neg,,cytochrome b,,COORDINATES: similar to AA sequence:RefSeq:NP_309462.1,,EcHS_A1180
CDS_NC_009800.1_1182982_1183096_neg,NC_009800.1,ECHS_RS05795,WP_001253418.1,,1182982,1183096,neg,,DUF2770 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706980.2,,EcHS_A1181
CDS_NC_009800.1_1183143_1184262_neg,NC_009800.1,ECHS_RS05800,WP_000872811.1,solA,1183143,1184262,neg,,N-methyl-L-tryptophan oxidase,,COORDINATES: similar to AA sequence:RefSeq:NP_309464.1,1.5.3.2,EcHS_A1182
CDS_NC_009800.1_1184376_1184631_neg,NC_009800.1,ECHS_RS05805,WP_000414437.1,bssS,1184376,1184631,neg,,biofilm formation regulator BssS,,COORDINATES: similar to AA sequence:RefSeq:NP_309465.3,,EcHS_A1183
CDS_NC_009800.1_1184920_1185166_neg,NC_009800.1,ECHS_RS05810,WP_001217754.1,dinI,1184920,1185166,neg,,DNA damage-inducible protein I,,COORDINATES: similar to AA sequence:RefSeq:NP_309466.1,,EcHS_A1184
CDS_NC_009800.1_1185239_1186286_neg,NC_009800.1,ECHS_RS05815,WP_000126543.1,pyrC,1185239,1186286,neg,,dihydroorotase,,COORDINATES: similar to AA sequence:RefSeq:NP_415580.1,3.5.2.3,EcHS_A1185
CDS_NC_009800.1_1186391_1186952_neg,NC_009800.1,ECHS_RS05820,WP_001295443.1,,1186391,1186952,neg,,lipoprotein,,COORDINATES: similar to AA sequence:RefSeq:NP_415581.1,,EcHS_A1186
CDS_NC_009800.1_1187085_1187733_neg,NC_009800.1,ECHS_RS05825,WP_000780912.1,grxB,1187085,1187733,neg,,glutaredoxin 2,,COORDINATES: similar to AA sequence:RefSeq:NP_309469.1,,EcHS_A1187
CDS_NC_009800.1_1187796_1189005_neg,NC_009800.1,ECHS_RS05830,WP_000092199.1,mdtH,1187796,1189005,neg,,multidrug efflux MFS transporter MdtH,,COORDINATES: similar to AA sequence:RefSeq:NP_415583.4,,EcHS_A1188
CDS_NC_009800.1_1189240_1189825_pos,NC_009800.1,ECHS_RS05835,WP_000468186.1,rimJ,1189240,1189825,pos,,ribosomal protein S5-alanine N-acetyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_309471.1,2.3.1.267,EcHS_A1189
CDS_NC_009800.1_1189835_1190483_pos,NC_009800.1,ECHS_RS05840,WP_000877116.1,,1189835,1190483,pos,,YceH family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309472.1,,EcHS_A1190
CDS_NC_009800.1_1190484_1191408_pos,NC_009800.1,ECHS_RS05845,WP_000736130.1,,1190484,1191408,pos,,Gfo/Idh/MocA family oxidoreductase,,COORDINATES: similar to AA sequence:RefSeq:NP_415586.1,,EcHS_A1191
CDS_NC_009800.1_1191517_1193053_pos,NC_009800.1,ECHS_RS05850,WP_001050672.1,murJ,1191517,1193053,pos,,murein biosynthesis integral membrane protein MurJ,,COORDINATES: similar to AA sequence:RefSeq:NP_706990.2,,EcHS_A1192
CDS_NC_009800.1_1193092_1193509_neg,NC_009800.1,ECHS_RS05855,WP_000197340.1,flgN,1193092,1193509,neg,,flagella biosynthesis chaperone FlgN,,COORDINATES: similar to AA sequence:RefSeq:NP_415588.1,,EcHS_A1193
CDS_NC_009800.1_1193513_1193807_neg,NC_009800.1,ECHS_RS05860,WP_000020880.1,flgM,1193513,1193807,neg,,anti-sigma-28 factor FlgM,,COORDINATES: similar to AA sequence:RefSeq:NP_415589.1,,EcHS_A1194
CDS_NC_009800.1_1193882_1194542_neg,NC_009800.1,ECHS_RS05865,WP_000879704.1,flgA,1193882,1194542,neg,,flagellar basal body P-ring formation protein FlgA,,COORDINATES: similar to AA sequence:RefSeq:NP_415590.1,,EcHS_A1195
CDS_NC_009800.1_1194697_1195114_pos,NC_009800.1,ECHS_RS05870,WP_000884702.1,flgB,1194697,1195114,pos,,flagellar basal body rod protein FlgB,,COORDINATES: similar to AA sequence:RefSeq:NP_415591.1,,EcHS_A1196
CDS_NC_009800.1_1195117_1195522_pos,NC_009800.1,ECHS_RS05875,WP_001196460.1,flgC,1195117,1195522,pos,,flagellar basal body rod protein FlgC,,COORDINATES: similar to AA sequence:RefSeq:WP_001740734.1,,EcHS_A1197
CDS_NC_009800.1_1195533_1196229_pos,NC_009800.1,ECHS_RS05880,WP_000020484.1,flgD,1195533,1196229,pos,,flagellar hook assembly protein FlgD,,COORDINATES: similar to AA sequence:RefSeq:NP_309480.1,,EcHS_A1198
CDS_NC_009800.1_1196253_1197462_pos,NC_009800.1,ECHS_RS05885,WP_000885854.1,flgE,1196253,1197462,pos,,flagellar hook protein FlgE,,COORDINATES: similar to AA sequence:RefSeq:NP_415594.1,,EcHS_A1199
CDS_NC_009800.1_1197481_1198237_pos,NC_009800.1,ECHS_RS05890,WP_000349320.1,flgF,1197481,1198237,pos,,flagellar basal-body rod protein FlgF,,COORDINATES: similar to AA sequence:RefSeq:NP_415595.1,,EcHS_A1200
CDS_NC_009800.1_1198408_1199191_pos,NC_009800.1,ECHS_RS05895,WP_000625860.1,flgG,1198408,1199191,pos,,flagellar basal-body rod protein FlgG,,COORDINATES: similar to AA sequence:RefSeq:WP_006819466.1,,EcHS_A1201
CDS_NC_009800.1_1199243_1199942_pos,NC_009800.1,ECHS_RS05900,WP_001295442.1,flgH,1199243,1199942,pos,,flagellar basal body L-ring protein FlgH,,COORDINATES: similar to AA sequence:RefSeq:NP_309484.1,,EcHS_A1202
CDS_NC_009800.1_1199953_1201051_pos,NC_009800.1,ECHS_RS05905,WP_000589315.1,flgI,1199953,1201051,pos,,flagellar basal body P-ring protein FlgI,,COORDINATES: similar to AA sequence:RefSeq:NP_415598.3,,EcHS_A1203
CDS_NC_009800.1_1201050_1201992_pos,NC_009800.1,ECHS_RS05910,WP_001295441.1,flgJ,1201050,1201992,pos,,flagellar assembly peptidoglycan hydrolase FlgJ,,COORDINATES: similar to AA sequence:RefSeq:NP_415599.1,3.2.1.-,EcHS_A1204
CDS_NC_009800.1_1202057_1203701_pos,NC_009800.1,ECHS_RS05915,WP_000096472.1,flgK,1202057,1203701,pos,,flagellar hook-associated protein FlgK,,COORDINATES: similar to AA sequence:RefSeq:NP_309487.1,,EcHS_A1205
CDS_NC_009800.1_1203712_1204666_pos,NC_009800.1,ECHS_RS05920,WP_001212781.1,flgL,1203712,1204666,pos,,flagellar hook-associated protein FlgL,,COORDINATES: similar to AA sequence:RefSeq:NP_415601.1,,EcHS_A1206
CDS_NC_009800.1_1204861_1208047_neg,NC_009800.1,ECHS_RS05925,WP_000827417.1,rne,1204861,1208047,neg,,ribonuclease E,,COORDINATES: similar to AA sequence:RefSeq:NP_415602.1,3.1.26.12,EcHS_A1207
CDS_NC_009800.1_1208619_1209579_pos,NC_009800.1,ECHS_RS05935,WP_000846343.1,rluC,1208619,1209579,pos,,23S rRNA pseudouridine(955/2504/2580) synthase RluC,,COORDINATES: similar to AA sequence:RefSeq:NP_415604.1,5.4.99.24,EcHS_A1208
CDS_NC_009800.1_1209690_1210275_neg,NC_009800.1,ECHS_RS05940,WP_001125202.1,yceF,1209690,1210275,neg,,7-methyl-GTP pyrophosphatase,,COORDINATES: similar to AA sequence:RefSeq:NP_415605.2,3.6.1.-,EcHS_A1209
CDS_NC_009800.1_1210473_1210995_pos,NC_009800.1,ECHS_RS05945,WP_001174482.1,yceD,1210473,1210995,pos,,23S rRNA accumulation protein YceD,,COORDINATES: similar to AA sequence:RefSeq:WP_001174481.1,,EcHS_A1210
CDS_NC_009800.1_1211046_1211220_pos,NC_009800.1,ECHS_RS05950,WP_000290727.1,rpmF,1211046,1211220,pos,,50S ribosomal protein L32,,COORDINATES: similar to AA sequence:RefSeq:WP_005125993.1,,EcHS_A1211
CDS_NC_009800.1_1211300_1212371_pos,NC_009800.1,ECHS_RS05955,WP_000197578.1,plsX,1211300,1212371,pos,,phosphate acyltransferase PlsX,,COORDINATES: similar to AA sequence:RefSeq:NP_415608.2,2.3.1.-,EcHS_A1212
CDS_NC_009800.1_1212438_1213392_pos,NC_009800.1,ECHS_RS05960,WP_000288146.1,fabH,1212438,1213392,pos,,beta-ketoacyl-ACP synthase III,,COORDINATES: similar to AA sequence:RefSeq:WP_005129019.1,2.3.1.180,EcHS_A1213
CDS_NC_009800.1_1213407_1214337_pos,NC_009800.1,ECHS_RS05965,WP_000191372.1,fabD,1213407,1214337,pos,,ACP S-malonyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415610.1,2.3.1.39,EcHS_A1214
CDS_NC_009800.1_1214349_1215084_pos,NC_009800.1,ECHS_RS05970,WP_001008535.1,fabG,1214349,1215084,pos,,3-oxoacyl-ACP reductase FabG,,COORDINATES: similar to AA sequence:RefSeq:WP_005129017.1,1.1.1.100,EcHS_A1215
CDS_NC_009800.1_1215294_1215531_pos,NC_009800.1,ECHS_RS05975,WP_000103754.1,acpP,1215294,1215531,pos,,acyl carrier protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016535861.1,,EcHS_A1216
CDS_NC_009800.1_1215618_1216860_pos,NC_009800.1,ECHS_RS05980,WP_000044677.1,fabF,1215618,1216860,pos,,beta-ketoacyl-ACP synthase II,,COORDINATES: similar to AA sequence:RefSeq:NP_309500.1,,EcHS_A1217
CDS_NC_009800.1_1216979_1217789_pos,NC_009800.1,ECHS_RS05985,WP_000478709.1,pabC,1216979,1217789,pos,,aminodeoxychorismate lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_707012.1,4.1.3.38,EcHS_A1218
CDS_NC_009800.1_1217791_1218814_pos,NC_009800.1,ECHS_RS05990,WP_000756838.1,yceG,1217791,1218814,pos,,cell division protein YceG,,COORDINATES: similar to AA sequence:RefSeq:NP_415615.1,,EcHS_A1219
CDS_NC_009800.1_1218803_1219445_pos,NC_009800.1,ECHS_RS05995,WP_001257000.1,,1218803,1219445,pos,,dTMP kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_415616.1,2.7.4.9,EcHS_A1220
CDS_NC_009800.1_1219441_1220446_pos,NC_009800.1,ECHS_RS06000,WP_001267920.1,holB,1219441,1220446,pos,,DNA polymerase III subunit delta',,COORDINATES: similar to AA sequence:RefSeq:NP_309504.1,,EcHS_A1221
CDS_NC_009800.1_1220456_1221254_pos,NC_009800.1,ECHS_RS06005,WP_000480255.1,,1220456,1221254,pos,,metal-dependent hydrolase,,COORDINATES: similar to AA sequence:RefSeq:NP_309505.1,,EcHS_A1222
CDS_NC_009800.1_1221548_1222982_pos,NC_009800.1,ECHS_RS06010,WP_000475719.1,ptsG,1221548,1222982,pos,,PTS glucose transporter subunit IIBC,,COORDINATES: similar to AA sequence:RefSeq:WP_000475716.1,,EcHS_A1223
CDS_NC_009800.1_1223041_1225231_neg,NC_009800.1,ECHS_RS06015,WP_000953449.1,fhuE,1223041,1225231,neg,,ferric-rhodotorulic acid/ferric-coprogen receptor FhuE,,COORDINATES: similar to AA sequence:RefSeq:NP_309507.1,,EcHS_A1224
CDS_NC_009800.1_1225564_1225924_pos,NC_009800.1,ECHS_RS06020,WP_000807125.1,hinT,1225564,1225924,pos,,purine nucleoside phosphoramidase,,COORDINATES: similar to AA sequence:RefSeq:NP_415621.3,3.9.1.-,EcHS_A1226
CDS_NC_009800.1_1225926_1226304_pos,NC_009800.1,ECHS_RS06025,WP_001225276.1,,1225926,1226304,pos,,YcfL family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309509.1,,EcHS_A1227
CDS_NC_009800.1_1226317_1226959_pos,NC_009800.1,ECHS_RS06030,WP_000164439.1,lpoB,1226317,1226959,pos,,penicillin-binding protein activator LpoB,,COORDINATES: similar to AA sequence:RefSeq:NP_309510.1,,EcHS_A1228
CDS_NC_009800.1_1226939_1227764_pos,NC_009800.1,ECHS_RS06035,WP_001116565.1,thiK,1226939,1227764,pos,,thiamine kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_309511.1,2.7.1.89,EcHS_A1229
CDS_NC_009800.1_1227774_1228800_pos,NC_009800.1,ECHS_RS06040,WP_000529318.1,nagZ,1227774,1228800,pos,,beta-N-acetylhexosaminidase,,COORDINATES: similar to AA sequence:RefSeq:NP_415625.1,3.2.1.52,EcHS_A1230
CDS_NC_009800.1_1228822_1229365_pos,NC_009800.1,ECHS_RS06045,WP_000587930.1,,1228822,1229365,pos,,alpha/beta hydrolase,,COORDINATES: similar to AA sequence:RefSeq:WP_005126033.1,,EcHS_A1231
CDS_NC_009800.1_1229772_1231077_pos,NC_009800.1,ECHS_RS06050,WP_000211045.1,ndh,1229772,1231077,pos,,NADH-quinone dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:WP_017384716.1,,EcHS_A1232
CDS_NC_009800.1_1231303_1231843_pos,NC_009800.1,ECHS_RS06055,WP_001043459.1,,1231303,1231843,pos,,glycine zipper 2TM domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415628.1,,EcHS_A1233
CDS_NC_009800.1_1231904_1232537_neg,NC_009800.1,ECHS_RS06060,WP_000179805.1,comR,1231904,1232537,neg,,TetR family copper-responsive transcriptional repressor ComR,,COORDINATES: similar to AA sequence:RefSeq:NP_415629.4,,EcHS_A1234
CDS_NC_009800.1_1232777_1233035_pos,NC_009800.1,ECHS_RS06065,WP_000800153.1,bhsA,1232777,1233035,pos,,multiple stress resistance protein BhsA,,COORDINATES: similar to AA sequence:RefSeq:NP_309517.1,,EcHS_A1235
CDS_NC_009800.1_1233117_1234080_neg,NC_009800.1,ECHS_RS06070,WP_001300895.1,ldtC,1233117,1234080,neg,,"L,D-transpeptidase LdtC",,COORDINATES: similar to AA sequence:RefSeq:NP_415631.1,,EcHS_A1236
CDS_NC_009800.1_1234223_1237670_neg,NC_009800.1,ECHS_RS06075,WP_001338472.1,mfd,1234223,1237670,neg,,transcription-repair coupling factor,,COORDINATES: similar to AA sequence:RefSeq:NP_415632.1,,EcHS_A1237
CDS_NC_009800.1_1237797_1238871_neg,NC_009800.1,ECHS_RS06080,WP_000810228.1,,1237797,1238871,neg,,acyltransferase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415633.1,,EcHS_A1238
CDS_NC_009800.1_1239132_1240332_pos,NC_009800.1,ECHS_RS06085,WP_001300689.1,lolC,1239132,1240332,pos,,lipoprotein-releasing ABC transporter permease subunit LolC,,COORDINATES: similar to AA sequence:RefSeq:WP_004976588.1,,
CDS_NC_009800.1_1240324_1241026_pos,NC_009800.1,ECHS_RS06090,WP_001033694.1,lolD,1240324,1241026,pos,,lipoprotein-releasing ABC transporter ATP-binding protein LolD,,COORDINATES: similar to AA sequence:RefSeq:NP_415635.4,,EcHS_A1239
CDS_NC_009800.1_1241025_1242270_pos,NC_009800.1,ECHS_RS06095,WP_001251348.1,lolE,1241025,1242270,pos,,lipoprotein-releasing ABC transporter permease subunit LolE,,COORDINATES: similar to AA sequence:RefSeq:NP_415636.1,,EcHS_A1240
CDS_NC_009800.1_1242298_1243210_pos,NC_009800.1,ECHS_RS06100,WP_000291268.1,nagK,1242298,1243210,pos,,N-acetylglucosamine kinase,,COORDINATES: similar to AA sequence:RefSeq:NP_415637.1,2.7.1.59,EcHS_A1241
CDS_NC_009800.1_1243225_1244065_pos,NC_009800.1,ECHS_RS06105,WP_000952737.1,cobB,1243225,1244065,pos,,NAD-dependent protein deacylase,,COORDINATES: similar to AA sequence:RefSeq:NP_415638.3,,EcHS_A1242
CDS_NC_009800.1_1244201_1245248_neg,NC_009800.1,ECHS_RS06110,WP_000759317.1,potD,1244201,1245248,neg,,spermidine/putrescine ABC transporter substrate-binding protein PotD,,COORDINATES: similar to AA sequence:RefSeq:WP_005121082.1,,EcHS_A1243
CDS_NC_009800.1_1245244_1246039_neg,NC_009800.1,ECHS_RS06115,WP_000580316.1,potC,1245244,1246039,neg,,spermidine/putrescine ABC transporter permease PotC,,COORDINATES: similar to AA sequence:RefSeq:NP_309527.1,,EcHS_A1244
CDS_NC_009800.1_1246035_1246893_neg,NC_009800.1,ECHS_RS06120,WP_000799401.1,potB,1246035,1246893,neg,,spermidine/putrescine ABC transporter permease PotB,,COORDINATES: similar to AA sequence:RefSeq:WP_000799378.1,,EcHS_A1245
CDS_NC_009800.1_1246876_1248013_neg,NC_009800.1,ECHS_RS06125,WP_000531601.1,potA,1246876,1248013,neg,,spermidine/putrescine ABC transporter ATP-binding protein PotA,,COORDINATES: similar to AA sequence:RefSeq:NP_309598.1,,EcHS_A1246
