,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_018658.1_63336_63906_pos,NC_018658.1,O3K_RS00320,WP_000148641.1,,63336,63906,pos,,inovirus Gp2 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000221568.1,,O3K_00355,48,4,19.0,4.0,12.0,4.0
CDS_NC_018658.1_874256_874826_pos,NC_018658.1,O3K_RS04235,WP_000220727.1,,874256,874826,pos,,inovirus Gp2 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_020238748.1,,O3K_04250,48,4,19.0,4.0,12.0,4.0
CDS_NC_018658.1_4541048_4541618_pos,NC_018658.1,O3K_RS22165,WP_000221544.1,,4541048,4541618,pos,,inovirus Gp2 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000221568.1,,O3K_21965,48,4,19.0,4.0,12.0,4.0
CDS_NC_018658.1_3287979_3288513_neg,NC_018658.1,O3K_RS16180,WP_000087737.1,,3287979,3288513,neg,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309240.1,,O3K_16105,49,4,20.0,4.0,13.0,4.0
CDS_NC_018658.1_2171332_2171866_pos,NC_018658.1,O3K_RS10490,WP_001092910.1,,2171332,2171866,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_310768.1,,O3K_10435,49,4,20.0,4.0,13.0,4.0
CDS_NC_018658.1_2550276_2550810_pos,NC_018658.1,O3K_RS12545,WP_000087450.1,,2550276,2550810,pos,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_309240.1,,O3K_12505,49,4,20.0,4.0,13.0,4.0
CDS_NC_018658.1_2920477_2921011_neg,NC_018658.1,O3K_RS14280,WP_001092853.1,,2920477,2921011,neg,,lysozyme,,COORDINATES: similar to AA sequence:RefSeq:NP_310768.1,,O3K_14230,49,4,20.0,4.0,13.0,4.0
CDS_NC_018658.1_2891630_2892137_pos,NC_018658.1,O3K_RS14115,WP_001079509.1,,2891630,2892137,pos,,ferritin-like domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309856.1,,O3K_14055,50,2,,,,
CDS_NC_018658.1_2892196_2892322_neg,NC_018658.1,O3K_RS14120,,,2892196,2892322,neg,True,outer membrane protein OmpW,,COORDINATES: similar to AA sequence:RefSeq:NP_415772.1,,,50,2,,,,
CDS_NC_018658.1_3690600_3690837_neg,NC_018658.1,O3K_RS18245,,,3690600,3690837,neg,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,O3K_18125,51,3,,,,
CDS_NC_018658.1_3689038_3689548_neg,NC_018658.1,O3K_RS18235,WP_001076004.1,,3689038,3689548,neg,,YbgA family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_706525.1,,O3K_18115,51,3,,,,
CDS_NC_018658.1_3689698_3690457_neg,NC_018658.1,O3K_RS18240,,,3689698,3690457,neg,True,ISAs1 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000420980.1,,O3K_18120,51,3,,,,
CDS_NC_018658.1_2582193_2582697_neg,NC_018658.1,O3K_RS12695,WP_000628768.1,,2582193,2582697,neg,,DUF551 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000628768.1,,O3K_12645,52,2,,,,
CDS_NC_018658.1_2583030_2583209_neg,NC_018658.1,O3K_RS12700,,,2583030,2583209,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_305741.1,,,52,2,,,,
CDS_NC_018658.1_1682403_1682907_neg,NC_018658.1,O3K_RS08160,WP_000525365.1,,1682403,1682907,neg,,YfbM family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311186.1,,O3K_08125,53,3,,,,
CDS_NC_018658.1_1684027_1685249_neg,NC_018658.1,O3K_RS08170,,elaD,1684027,1685249,neg,True,deubiquitinase,,COORDINATES: similar to AA sequence:RefSeq:NP_416772.1,,,53,3,,,,
CDS_NC_018658.1_1683009_1683616_neg,NC_018658.1,O3K_RS08165,,,1683009,1683616,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001544752.1,,,53,3,,,,
CDS_NC_018658.1_1986941_1987813_neg,NC_018658.1,O3K_RS09520,,,1986941,1987813,neg,True,GTPase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309422.1,,,54,4,,,,
CDS_NC_018658.1_1984327_1986724_neg,NC_018658.1,O3K_RS09515,WP_000544732.1,,1984327,1986724,neg,,dynamin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309424.1,,O3K_09460,54,4,21.0,2.0,14.0,2.0
CDS_NC_018658.1_3148820_3151217_neg,NC_018658.1,O3K_RS15540,WP_000544638.1,,3148820,3151217,neg,,dynamin family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309424.1,,O3K_15465,54,4,21.0,2.0,14.0,2.0
CDS_NC_018658.1_3151327_3153359_neg,NC_018658.1,O3K_RS15545,,ag43,3151327,3153359,neg,True,autotransporter adhesin Ag43,,COORDINATES: similar to AA sequence:RefSeq:YP_026164.1,,,54,4,,,,
CDS_NC_018666.1_14353_14647_neg,NC_018666.1,O3K_RS26190,,,14353,14647,neg,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611347.1,,O3K_26157,55,4,,,,
CDS_NC_018666.1_14646_14778_pos,NC_018666.1,O3K_RS26635,,,14646,14778,pos,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611140.1,,,55,4,,,,
CDS_NC_018666.1_14913_16453_neg,NC_018666.1,O3K_RS26200,,,14913,16453,neg,True,IS66 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,,55,4,,,,
CDS_NC_018666.1_13397_13898_pos,NC_018666.1,O3K_RS26185,WP_000033204.1,,13397,13898,pos,,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000033203.1,,O3K_26147,55,4,,,,
CDS_NC_018658.1_1074037_1074529_neg,NC_018658.1,O3K_RS05230,WP_000102786.1,,1074037,1074529,neg,,tetratricopeptide repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_417328.1,,O3K_05255,56,2,,,,
CDS_NC_018658.1_1074753_1075244_neg,NC_018658.1,O3K_RS05235,,,1074753,1075244,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311734.1,,O3K_05260,56,2,,,,
CDS_NC_018658.1_3141596_3142088_neg,NC_018658.1,O3K_RS15480,WP_000976860.1,,3141596,3142088,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312567.3,,O3K_15405,57,3,22.0,3.0,15.0,3.0
CDS_NC_018658.1_4783122_4783611_pos,NC_018658.1,O3K_RS23370,WP_000761715.1,,4783122,4783611,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708774.1,,O3K_23190,57,3,22.0,3.0,15.0,3.0
CDS_NC_018658.1_48881_49370_neg,NC_018658.1,O3K_RS00245,WP_000761715.1,,48881,49370,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708774.1,,O3K_00260,57,3,22.0,3.0,15.0,3.0
CDS_NC_018658.1_4886827_4887325_neg,NC_018658.1,O3K_RS23845,WP_001297295.1,ubiC,4886827,4887325,neg,,chorismate lyase,,COORDINATES: similar to AA sequence:RefSeq:NP_709881.2,4.1.3.40,O3K_23660,58,2,,,,
CDS_NC_018658.1_4887547_4889128_neg,NC_018658.1,O3K_RS23850,,,4887547,4889128,neg,True,SopA family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000579104.1,,O3K_23665,58,2,,,,
CDS_NC_018658.1_859251_859728_neg,NC_018658.1,O3K_RS04170,WP_001388380.1,,859251,859728,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,O3K_04190,59,5,23.0,5.0,16.0,5.0
CDS_NC_018658.1_50614_51091_neg,NC_018658.1,O3K_RS00265,WP_001186773.1,,50614,51091,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,O3K_00285,59,5,23.0,5.0,16.0,5.0
CDS_NC_018658.1_4781460_4781937_pos,NC_018658.1,O3K_RS23350,WP_001387238.1,,4781460,4781937,pos,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309430.1,,O3K_23170,59,5,23.0,5.0,16.0,5.0
CDS_NC_018658.1_3143262_3143739_neg,NC_018658.1,O3K_RS15500,WP_001186756.1,,3143262,3143739,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,O3K_15425,59,5,23.0,5.0,16.0,5.0
CDS_NC_018658.1_1979018_1979495_neg,NC_018658.1,O3K_RS09480,WP_001186773.1,,1979018,1979495,neg,,RadC family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310830.1,,O3K_09425,59,5,23.0,5.0,16.0,5.0
CDS_NC_018658.1_4184168_4186475_neg,NC_018658.1,O3K_RS20550,,,4184168,4186475,neg,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001629599.1,,O3K_20395,60,3,,,,
CDS_NC_018658.1_4182345_4182828_neg,NC_018658.1,O3K_RS20540,WP_000939262.1,,4182345,4182828,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_415974.1,,O3K_20385,60,3,,,,
CDS_NC_018658.1_4183261_4184176_neg,NC_018658.1,O3K_RS20545,,,4183261,4184176,neg,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_308587.2,,O3K_20390,60,3,,,,
CDS_NC_018658.1_164686_165148_neg,NC_018658.1,O3K_RS00830,WP_000642490.1,,164686,165148,neg,,sel1 repeat family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_418053.1,,O3K_00860,61,2,,,,
CDS_NC_018658.1_165159_166118_neg,NC_018658.1,O3K_RS00835,,,165159,166118,neg,True,RHS repeat protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312497.1,,O3K_00865,61,2,,,,
CDS_NC_018658.1_3192116_3192575_pos,NC_018658.1,O3K_RS15745,WP_001387494.1,,3192116,3192575,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309401.1,,,62,2,,,,
CDS_NC_018658.1_3192737_3192996_pos,NC_018658.1,O3K_RS15750,,,3192737,3192996,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001313586.1,,,62,2,,,,
CDS_NC_018658.1_3985578_3986118_pos,NC_018658.1,O3K_RS19590,,,3985578,3986118,pos,True,DUF3251 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_414946.4,,,63,2,,,,
CDS_NC_018658.1_3984978_3985428_neg,NC_018658.1,O3K_RS19585,WP_000543535.1,nrdR,3984978,3985428,neg,,transcriptional regulator NrdR,,COORDINATES: similar to AA sequence:RefSeq:WP_017458860.1,,O3K_19440,63,2,,,,
CDS_NC_018658.1_3211890_3213981_pos,NC_018658.1,O3K_RS15850,WP_001223341.1,iha,3211890,3213981,pos,,bifunctional siderophore receptor/adhesin Iha,,COORDINATES: similar to AA sequence:RefSeq:NP_309387.1,,O3K_15775,64,2,,,,
CDS_NC_018658.1_3214198_3214358_neg,NC_018658.1,O3K_RS15855,,,3214198,3214358,neg,True,transposase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001066419.1,,,64,2,,,,
CDS_NC_018666.1_60356_60791_pos,NC_018666.1,O3K_RS26480,WP_001387845.1,,60356,60791,pos,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001362728.1,,O3K_26442,65,2,24.0,2.0,17.0,2.0
CDS_NC_018666.1_43546_43981_neg,NC_018666.1,O3K_RS26410,WP_001387845.1,,43546,43981,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001362728.1,,O3K_26372,65,2,24.0,2.0,17.0,2.0
CDS_NC_018658.1_2907459_2907891_neg,NC_018658.1,O3K_RS14190,WP_000479095.1,,2907459,2907891,neg,,phage minor tail protein G,,COORDINATES: similar to AA sequence:RefSeq:NP_310755.1,,O3K_14125,66,2,,,,
CDS_NC_018658.1_2907904_2908655_neg,NC_018658.1,O3K_RS14195,,,2907904,2908655,neg,True,phage tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310196.1,,O3K_14130,66,2,,,,
CDS_NC_018658.1_1998227_1999847_pos,NC_018658.1,O3K_RS09580,,,1998227,1999847,pos,True,ISL3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001368704.1,,,67,4,,,,
CDS_NC_018658.1_1997533_1997944_pos,NC_018658.1,O3K_RS09575,WP_001221617.1,,1997533,1997944,pos,,zinc-ribbon domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016238421.1,,O3K_09535,67,4,25.0,2.0,18.0,2.0
CDS_NC_018658.1_4542266_4542701_pos,NC_018658.1,O3K_RS22175,WP_001221614.1,,4542266,4542701,pos,,zinc-ribbon domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001556209.1,,O3K_21975,67,4,25.0,2.0,18.0,2.0
CDS_NC_018658.1_1999926_2000219_pos,NC_018658.1,O3K_RS09585,,,1999926,2000219,pos,True,gamma-glutamyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_312320.1,,,67,4,,,,
CDS_NC_018658.1_4752760_4753499_pos,NC_018658.1,O3K_RS23235,,,4752760,4753499,pos,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076612086.1,,,68,4,,,,
CDS_NC_018658.1_4752483_4752705_pos,NC_018658.1,O3K_RS23230,,tnpB,4752483,4752705,pos,True,IS66 family insertion sequence element accessory protein TnpB,,COORDINATES: similar to AA sequence:RefSeq:WP_017901265.1,,O3K_23040,68,4,,,,
CDS_NC_018658.1_4570890_4571316_pos,NC_018658.1,O3K_RS22315,WP_000422741.1,,4570890,4571316,pos,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001373091.1,,O3K_22115,68,4,26.0,2.0,19.0,2.0
CDS_NC_018658.1_4752061_4752487_pos,NC_018658.1,O3K_RS23225,WP_000422750.1,,4752061,4752487,pos,,IS66 family insertion sequence hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001373091.1,,O3K_23035,68,4,26.0,2.0,19.0,2.0
CDS_NC_018658.1_2571389_2571836_pos,NC_018658.1,O3K_RS12670,WP_000455643.1,,2571389,2571836,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309266.1,,O3K_12620,69,2,27.0,2.0,20.0,2.0
CDS_NC_018658.1_3266624_3267071_neg,NC_018658.1,O3K_RS16060,WP_000455649.1,,3266624,3267071,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309266.1,,O3K_15985,69,2,27.0,2.0,20.0,2.0
CDS_NC_018658.1_3293859_3294294_neg,NC_018658.1,O3K_RS16235,WP_001204859.1,,3293859,3294294,neg,,antitermination protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309230.1,,O3K_16145,70,2,28.0,2.0,21.0,2.0
CDS_NC_018658.1_2546277_2546712_pos,NC_018658.1,O3K_RS12520,WP_001204886.1,,2546277,2546712,pos,,antitermination protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309230.1,,O3K_12480,70,2,28.0,2.0,21.0,2.0
CDS_NC_018658.1_4077365_4078748_neg,NC_018658.1,O3K_RS20015,,,4077365,4078748,neg,True,amidohydrolase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_414858.1,,,71,2,,,,
CDS_NC_018658.1_4076656_4077067_neg,NC_018658.1,O3K_RS20010,WP_001325907.1,,4076656,4077067,neg,,ASCH domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:YP_009502591.1,,O3K_19870,71,2,,,,
CDS_NC_018658.1_2560411_2560873_pos,NC_018658.1,O3K_RS12600,WP_001290749.1,,2560411,2560873,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309252.1,,O3K_12555,72,2,29.0,2.0,22.0,2.0
CDS_NC_018658.1_3277504_3277966_neg,NC_018658.1,O3K_RS16125,WP_001367376.1,,3277504,3277966,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309252.1,,O3K_16050,72,2,29.0,2.0,22.0,2.0
CDS_NC_018658.1_2732184_2732601_neg,NC_018658.1,O3K_RS13355,WP_001270286.1,hicB,2732184,2732601,neg,,type II toxin-antitoxin system antitoxin HicB,,COORDINATES: similar to AA sequence:RefSeq:NP_415955.2,,O3K_13305,73,2,,,,
CDS_NC_018658.1_2732646_2732801_neg,NC_018658.1,O3K_RS13360,,,2732646,2732801,neg,True,mRNA interferase,,COORDINATES: similar to AA sequence:RefSeq:NP_415954.2,,,73,2,,,,
CDS_NC_018658.1_3280863_3283008_neg,NC_018658.1,O3K_RS16145,WP_000787034.1,,3280863,3283008,neg,,portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309248.1,,O3K_16070,74,2,30.0,2.0,,
CDS_NC_018658.1_2555370_2557515_pos,NC_018658.1,O3K_RS12580,WP_000787512.1,,2555370,2557515,pos,,portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309248.1,,O3K_12535,74,2,30.0,2.0,,
CDS_NC_018666.1_31262_31412_neg,NC_018666.1,O3K_RS26320,,,31262,31412,neg,True,transposase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001409952.1,,O3K_26282,75,2,,,,
CDS_NC_018666.1_30778_31180_pos,NC_018666.1,O3K_RS26315,WP_001392130.1,,30778,31180,pos,,type II toxin-antitoxin system VapC family toxin,,COORDINATES: similar to AA sequence:RefSeq:WP_008786838.1,,O3K_26277,75,2,,,,
CDS_NC_018658.1_1997144_1997546_pos,NC_018658.1,O3K_RS09570,WP_000270974.1,,1997144,1997546,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004020115.1,,O3K_09530,76,7,31.0,4.0,23.0,4.0
CDS_NC_018658.1_64451_64640_pos,NC_018658.1,O3K_RS00330,,,64451,64640,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001013305.1,,O3K_00365,76,7,,,,
CDS_NC_018658.1_65207_65891_pos,NC_018658.1,O3K_RS00345,,,65207,65891,pos,True,helix-turn-helix domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_013124600.1,,O3K_00370,76,7,,,,
CDS_NC_018658.1_64071_64455_pos,NC_018658.1,O3K_RS00325,WP_000271020.1,,64071,64455,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000270954.1,,O3K_00360,76,7,31.0,4.0,23.0,4.0
CDS_NC_018658.1_65025_65133_pos,NC_018658.1,O3K_RS00340,,,65025,65133,pos,True,EAL domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:YP_005229646.1,,,76,7,,,,
CDS_NC_018658.1_4541877_4542279_pos,NC_018658.1,O3K_RS22170,WP_000270971.1,,4541877,4542279,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004020115.1,,O3K_21970,76,7,31.0,4.0,23.0,4.0
CDS_NC_018658.1_874993_875377_pos,NC_018658.1,O3K_RS04245,WP_000271022.1,,874993,875377,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_708755.1,,O3K_04255,76,7,31.0,4.0,23.0,4.0
CDS_NC_018658.1_2182584_2182980_pos,NC_018658.1,O3K_RS10570,WP_000683079.1,,2182584,2182980,pos,,tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310197.1,,O3K_10520,77,2,32.0,2.0,,
CDS_NC_018658.1_2908662_2909058_neg,NC_018658.1,O3K_RS14200,WP_000683079.1,,2908662,2909058,neg,,tail protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310197.1,,O3K_14135,77,2,32.0,2.0,,
CDS_NC_018658.1_167092_167476_neg,NC_018658.1,O3K_RS00845,WP_001271686.1,,167092,167476,neg,,protein YhhH,,COORDINATES: similar to AA sequence:RefSeq:NP_417940.2,,O3K_00875,78,2,,,,
CDS_NC_018658.1_167558_171683_neg,NC_018658.1,O3K_RS00850,,rhsB,167558,171683,neg,True,rhs element protein RhsB,,COORDINATES: similar to AA sequence:RefSeq:NP_312891.1,,O3K_00880,78,2,,,,
CDS_NC_018666.1_24300_25575_pos,NC_018666.1,O3K_RS26265,,umuC,24300,25575,pos,True,translesion error-prone DNA polymerase V subunit UmuC,,COORDINATES: similar to AA sequence:RefSeq:WP_001566943.1,,O3K_26232,79,3,,,,
CDS_NC_018659.1_52393_52831_neg,NC_018659.1,O3K_RS25880,WP_000109071.1,umuD,52393,52831,neg,,translesion error-prone DNA polymerase V autoproteolytic subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_001536590.1,2.7.7.7,O3K_25832,79,3,33.0,2.0,24.0,2.0
CDS_NC_018666.1_23923_24301_pos,NC_018666.1,O3K_RS26260,WP_000457136.1,umuD,23923,24301,pos,,translesion error-prone DNA polymerase V autoproteolytic subunit,,COORDINATES: similar to AA sequence:RefSeq:WP_000457137.1,2.7.7.7,O3K_26227,79,3,33.0,2.0,24.0,2.0
CDS_NC_018658.1_3267823_3268225_neg,NC_018658.1,O3K_RS16070,WP_000035558.1,,3267823,3268225,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309264.1,,O3K_15995,80,2,34.0,2.0,25.0,2.0
CDS_NC_018658.1_2570237_2570639_pos,NC_018658.1,O3K_RS12660,WP_001387532.1,,2570237,2570639,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309264.1,,O3K_12610,80,2,34.0,2.0,25.0,2.0
CDS_NC_018658.1_3142084_3142459_neg,NC_018658.1,O3K_RS15485,WP_000771609.1,,3142084,3142459,neg,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_312566.1,,O3K_15410,81,4,35.0,4.0,26.0,4.0
CDS_NC_018658.1_49366_49744_neg,NC_018658.1,O3K_RS00250,WP_001094437.1,,49366,49744,neg,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708773.1,,O3K_00265,81,4,35.0,4.0,26.0,4.0
CDS_NC_018658.1_858062_858440_neg,NC_018658.1,O3K_RS04155,WP_001094429.1,,858062,858440,neg,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708773.1,,O3K_04175,81,4,35.0,4.0,26.0,4.0
CDS_NC_018658.1_4782748_4783126_pos,NC_018658.1,O3K_RS23365,WP_001094430.1,,4782748,4783126,pos,,toxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708773.1,,O3K_23185,81,4,35.0,4.0,26.0,4.0
CDS_NC_018658.1_2915154_2917083_neg,NC_018658.1,O3K_RS14245,WP_001390573.1,,2915154,2917083,neg,,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000622379.1,,O3K_14180,82,2,36.0,2.0,,
CDS_NC_018658.1_2174544_2176473_pos,NC_018658.1,O3K_RS10525,WP_001390579.1,,2174544,2176473,pos,,phage terminase large subunit family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000622379.1,,O3K_10475,82,2,36.0,2.0,,
CDS_NC_018658.1_916639_916783_pos,NC_018658.1,O3K_RS04465,,,916639,916783,pos,True,IS3 family transposase,,COORDINATES: protein motif:HMM:NF024729.1,,,83,3,,,,
CDS_NC_018658.1_916968_917547_neg,NC_018658.1,O3K_RS04470,,,916968,917547,neg,True,IS66 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000080172.1,,O3K_04500,83,3,,,,
CDS_NC_018658.1_916273_916636_pos,NC_018658.1,O3K_RS04460,WP_077577697.1,,916273,916636,pos,,IS3 family transposase,,COORDINATES: protein motif:HMM:NF033516.0,,O3K_04495,83,3,,,,
CDS_NC_018658.1_4138443_4138809_neg,NC_018658.1,O3K_RS20290,WP_000551755.1,,4138443,4138809,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000551755.1,,O3K_20150,84,3,,,,
CDS_NC_018658.1_4138819_4138957_neg,NC_018658.1,O3K_RS20295,,,4138819,4138957,neg,True,host cell division inhibitor Icd-like protein,,COORDINATES: similar to AA sequence:RefSeq:WP_004027529.1,,,84,3,,,,
CDS_NC_018658.1_4139590_4140388_neg,NC_018658.1,O3K_RS26750,,,4139590,4140388,neg,True,host cell division inhibitor Icd-like protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001723120.1,,,84,3,,,,
CDS_NC_018658.1_3278015_3278405_neg,NC_018658.1,O3K_RS16130,WP_001140442.1,,3278015,3278405,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309251.1,,O3K_16055,85,2,37.0,2.0,27.0,2.0
CDS_NC_018658.1_2559971_2560361_pos,NC_018658.1,O3K_RS12595,WP_001140435.1,,2559971,2560361,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309251.1,,O3K_12550,85,2,37.0,2.0,27.0,2.0
CDS_NC_018666.1_17644_17884_neg,NC_018666.1,O3K_RS26220,,,17644,17884,neg,True,IS21 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000447023.1,,O3K_26192,86,4,,,,
CDS_NC_018666.1_17325_17595_pos,NC_018666.1,O3K_RS26215,,,17325,17595,pos,True,ISL3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_001368704.1,,,86,4,,,,
CDS_NC_018658.1_4543055_4543436_pos,NC_018658.1,O3K_RS22180,WP_001390365.1,,4543055,4543436,pos,,IS66 family insertion sequence hypothetical protein,,COORDINATES: protein motif:HMM:NF013677.1,,O3K_21980,86,4,38.0,2.0,28.0,2.0
CDS_NC_018666.1_16846_17227_neg,NC_018666.1,O3K_RS26210,WP_001401984.1,,16846,17227,neg,,IS66 family insertion sequence hypothetical protein,,COORDINATES: protein motif:HMM:NF013677.1,,O3K_26182,86,4,38.0,2.0,28.0,2.0
CDS_NC_018658.1_3142549_3142903_neg,NC_018658.1,O3K_RS15490,WP_001285568.1,cbtA,3142549,3142903,neg,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:WP_001562993.1,,O3K_15415,87,5,39.0,5.0,29.0,5.0
CDS_NC_018658.1_4782324_4782702_pos,NC_018658.1,O3K_RS23360,WP_001285620.1,cbtA,4782324,4782702,pos,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_708772.1,,O3K_23180,87,5,39.0,5.0,29.0,5.0
CDS_NC_018658.1_1978292_1978661_neg,NC_018658.1,O3K_RS09470,WP_001285585.1,cbtA,1978292,1978661,neg,,type IV toxin-antitoxin system toxin CbtA,,COORDINATES: similar to AA sequence:RefSeq:NP_416508.1,,O3K_09415,87,5,39.0,5.0,29.0,5.0
CDS_NC_018658.1_858486_858864_neg,NC_018658.1,O3K_RS04160,WP_001285616.1,,858486,858864,neg,,type IV toxin-antitoxin system YeeU family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708772.1,,O3K_04180,87,5,39.0,5.0,29.0,5.0
CDS_NC_018658.1_49790_50168_neg,NC_018658.1,O3K_RS00255,WP_001390338.1,,49790,50168,neg,,type IV toxin-antitoxin system YeeU family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:NP_708772.1,,O3K_00270,87,5,39.0,5.0,29.0,5.0
CDS_NC_018658.1_4511361_4513455_neg,NC_018658.1,O3K_RS22010,,,4511361,4513455,neg,True,DUF262 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000648235.1,,,88,2,,,,
